Gene = IL17RC
index = 689
Annotated 5SS: [  536   637   978  1312  1512  3505  3872  6923  7194 11123 11389 11533
 12800 13052 13362 13846 15606 15761]
Annotated 3SS: [  614   824  1236  1401  3392  3826  6782  7133 11067 11206 11481 12753
 12929 13301 13796 15509 15721 15854]
SMsplice 5SS: [  323   757   978  1312  1512  3505  3716  3872  5584  6923  7194 11123
 11389 12800 13846 15606 15761]
SMsplice 3SS: [  614   824  1236  1401  3392  3583  3792  5446  6782  7133 11067 11206
 12724 13796 15509 15721 15854]
top_k =  500
Partition function (log Z): 25.94466200562247

Sorted 5' Splice Sites (High to Low Probability):
Position 11389: 0.9629989163675566
Position 1312: 0.9334489134581727
Position 3505: 0.9099199151213548
Position 12800: 0.8864176653443958
Position 3872: 0.8646927224605417
Position 5584: 0.8595592496771873
Position 15606: 0.8483994900971629
Position 11123: 0.8212856506385242
Position 3716: 0.818745085036779
Position 13846: 0.7836400027177013
Position 978: 0.7638614179353582
Position 323: 0.7462374215677314
Position 15761: 0.6253536990862032
Position 6923: 0.604610765683652
Position 7194: 0.5684443242511754
Position 1512: 0.5237489851179767
Position 757: 0.5146163176817088
Position 536: 0.4286887475833527
Position 1501: 0.42389591357305695
Position 13362: 0.41708668891385386
Position 11533: 0.3917736884686031
Position 13052: 0.29896742456464115
Position 14168: 0.2484312325801923
Position 2829: 0.2031562845006175
Position 1014: 0.19060140840374304
Position 13240: 0.16632941103850302
Position 637: 0.15823380740499934
Position 11811: 0.13604402115375108
Position 9802: 0.1281395233039693
Position 14175: 0.126745436126727
Position 6884: 0.11504395139364526
Position 3899: 0.08074436811689908
Position 3467: 0.07406676410316472
Position 9842: 0.07013442428899222
Position 11711: 0.06690377672047142
Position 13855: 0.05757839544004696
Position 7587: 0.04217030569962812
Position 7297: 0.04110114862105987
Position 3709: 0.03994312256249124
Position 6482: 0.03840035621256577
Position 3687: 0.031411146213083954
Position 11330: 0.03120042888288293
Position 13554: 0.028494066317762995
Position 13271: 0.027182389631641494
Position 7847: 0.02267472130074188
Position 1651: 0.021718938811554216
Position 16083: 0.021155203479942757
Position 5541: 0.018583827277428494
Position 3024: 0.018542501280704112
Position 12851: 0.017934111390008677
Position 1470: 0.016576147115657493
