Gene = RP11-302M6.4
index = 1166
Annotated 5SS: [   183  53472 210643]
Annotated 3SS: [ 53329 210497 299926]
SMsplice 5SS: [   183  32712  32979  53472  64736  79796 112673 113852 122308 125801
 128946 129807 140528 140977 154475 158432 168524 189046 191696 206598
 210643 215241 244546]
SMsplice 3SS: [ 32578  32810  53329  64528  79568 112576 113731 122109 125716 128862
 129724 140428 140850 154372 158327 168424 188954 191621 206422 210497
 215114 244417 299926]
top_k =  500
Partition function (log Z): -147.8349152659397

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.992566818281909
Position 3717: 0.2820284850399917
Position 8844: 0.18906390047832852
Position 5774: 0.07159004119647498
Position 8042: 0.049021372842759856
Position 7588: 0.04615522864408184
Position 1347: 0.025293599526542795
Position 471: 0.017495703595921265
Position 1448: 0.00946636881333677
Position 8170: 0.006789272744598416
Position 1277: 0.003985833111070024
Position 6867: 0.003202011011363932
Position 2826: 0.0031805803753407504
Position 6823: 0.0025383970897173026
Position 1255: 0.002070034510335513
Position 3996: 0.001963746596705495
Position 2956: 0.001820763172442483
Position 1394: 0.0016414693901690026
Position 4368: 0.001368007302453674
Position 4003: 0.001033601771429714
Position 6125: 0.0010139125187118446
Position 8458: 0.0009856230810932087
Position 5070: 0.0009522923667922304
Position 2314: 0.0007976382932834712
Position 678: 0.0006708154791250682
Position 504: 0.0005599132554566783
Position 960: 0.0005465058932238164
Position 5729: 0.0005340518436934463
Position 493: 0.0004709120573952548
Position 1846: 0.00043195276333531985
Position 2389: 0.0004270139558183555
Position 244: 0.0002907776953175593
Position 2234: 0.00017053087807692677
Position 1060: 0.00016736988297556458
Position 1139: 0.00015202816513050548
Position 1983: 0.00014248157878513646
Position 753: 0.00013940026917122112
Position 2051: 0.0001391370161135852
Position 1721: 0.00011473222396830347
Position 1431: 0.00010985561234770267
Position 2760: 0.00010078235388251215
Position 663: 8.730873171661936e-06
Position 522: 3.5195780333699687e-06
Position 629: 3.2406672479967905e-06
Position 251: 1.9624168425659476e-06
Position 3590: 1.2190150249915613e-06
Position 5758: 5.273289469869693e-07
Position 324: 4.577910463690314e-07
Position 16: 2.3306709261057332e-07
Position 720: 1.7540143259711876e-07
Position 689: 1.4916395686448233e-07
Position 768: 4.059647089166464e-08
Position 346: 1.4944163244868255e-08
Position 594: 1.8912244690449255e-09
Position 343: 1.2894115374178542e-09
Position 862: 8.973120729731874e-10
Position 691: 8.546041365365098e-10
Position 755: 8.011153764557339e-10
Position 50: 7.643640463891305e-10
Position 161: 6.382735628310648e-10
Position 100: 3.052266109979689e-10
Position 584: 2.468553530524918e-10
Position 832: 1.1591947543869781e-10
Position 327: 5.6984226278004886e-11
Position 341: 3.155880402013632e-11
Position 544: 2.43414774412501e-12
Position 35: 2.078526399818145e-12
Position 541: 9.70965378169128e-13
Position 526: 8.070672094321801e-13
Position 288: 2.7751779839860602e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3583: 0.2909069448156052
Position 9976: 0.23565927936394782
Position 8758: 0.17280191880473486
Position 9070: 0.127728759074145
Position 8740: 0.10931316294119403
Position 5890: 0.08693793882299054
Position 5865: 0.08476344072535477
Position 7897: 0.051012600618395076
Position 7519: 0.04824082509577445
Position 6693: 0.04656157791927419
Position 5661: 0.043239388805070604
Position 9972: 0.038523925040567654
Position 8116: 0.03804487404723539
Position 10595: 0.028153234366684054
Position 15630: 0.023518757469164184
Position 13937: 0.023225527560606342
Position 6282: 0.022573338773654528
Position 1346: 0.015615837289607153
Position 312: 0.01508851635223841
Position 5613: 0.013954634586630967
Position 5627: 0.013289469711013125
Position 9004: 0.012312497202007396
Position 6945: 0.011537341583679667
Position 924: 0.011386453868166299
Position 13406: 0.01044739535191034
Position 1232: 0.00881988431462336
Position 1235: 0.007113489907880215
Position 4148: 0.006170506343100636
Position 3430: 0.00609772854075035
Position 8359: 0.005675403787425894
Position 1303: 0.005400255621569153
Position 8543: 0.004682593998047134
Position 828: 0.004421391972264905
Position 3534: 0.004373794697692657
Position 8923: 0.004104461793061549
Position 3716: 0.003706708051137135
Position 9326: 0.003348403112600751
Position 2675: 0.003252938363095429
Position 5540: 0.003177171964446757
Position 3447: 0.0031765687677546405
Position 9086: 0.0031369920907176755
Position 5861: 0.002778749820993277
Position 1009: 0.0026009778110446936
Position 8339: 0.002435888824384811
Position 3801: 0.00237353009357669
Position 8136: 0.002227340821570553
Position 8952: 0.0022081164335422763
Position 6457: 0.002110588946452902
Position 10133: 0.00206947967824655
Position 1138: 0.0019962641683514753
Position 2559: 0.0019882306431339473
Position 7293: 0.0019230039774167469
