Gene = MFSD1
index = 839
Annotated 5SS: [  451  2507  3610  5218  5599  7423 12203 17883 18462 19789 20276 21661
 22372 24198 25473]
Annotated 3SS: [ 2453  3496  5174  5530  7313 12099 17783 18349 19731 20118 21562 22258
 24149 25414 27113]
SMsplice 5SS: [  177  3610  5218  5599  7423 17883 18462 21661]
SMsplice 3SS: [ 3496  5174  5530  7313 17783 18349 21562 27113]
top_k =  500
Partition function (log Z): -3.927433121483219

Sorted 5' Splice Sites (High to Low Probability):
Position 7423: 0.9963440918057721
Position 17883: 0.9435195218443635
Position 3610: 0.7734319413606706
Position 21661: 0.7672597602762975
Position 18462: 0.7573490707419682
Position 5599: 0.7303597025887336
Position 5218: 0.6391147096296852
Position 22372: 0.49847537915014944
Position 2507: 0.4895211930323473
Position 6896: 0.44235515264101494
Position 20276: 0.3913182781513537
Position 177: 0.31713753708798326
Position 751: 0.26165214830329087
Position 703: 0.22138995358906333
Position 19808: 0.19566728105932452
Position 3677: 0.17441679446769184
Position 18138: 0.1728361538544776
Position 451: 0.1635081018078807
Position 18184: 0.14290336871341708
Position 352: 0.14203342913255648
Position 19314: 0.12319731578461858
Position 25473: 0.11753190365794007
Position 4070: 0.0977198428980002
Position 19789: 0.07802476346254861
Position 23437: 0.07624006677766887
Position 464: 0.06720267486051863
Position 110: 0.06063777045827463
Position 4496: 0.06018223062648778
Position 24198: 0.055073226652635775
Position 420: 0.0402337810787225
Position 1667: 0.03938765926684164
Position 3633: 0.038168762272300934
Position 21246: 0.03334093262300693
Position 4263: 0.029359692048769884
Position 3119: 0.02925070847109087
Position 2584: 0.02731203376480535
Position 6639: 0.024984291728173975
Position 12203: 0.02310669443126547
Position 3293: 0.018076327998090405
Position 3825: 0.016126207665449917
Position 852: 0.01084237686773539
Position 6088: 0.010763578593316461
Position 22699: 0.010209111206129816
Position 2953: 0.010113071241653731
Position 2376: 0.00855762038400786
Position 3871: 0.007839575891443601
Position 3114: 0.007137524435215769
Position 6021: 0.0062674993773637775
Position 23395: 0.00603959780478854
Position 7092: 0.0055247654038834285
Position 2358: 0.005500053452813474
Position 1116: 0.004753122602910665
Position 242: 0.004682540263928642
Position 2355: 0.004439858089386587
Position 510: 0.004439513296239968
Position 19873: 0.0042524788771804625
Position 3123: 0.003072850463237517
Position 655: 0.0030706632884885364
Position 7520: 0.0028763336002353116
Position 2986: 0.0028135656054624502
Position 4281: 0.0020670417314162777
Position 18720: 0.0018014288932638482
Position 11426: 0.0017798124139181372
Position 770: 0.001694468685655384
Position 1062: 0.0016781716849995345
Position 3995: 0.0014153751902072004
Position 2342: 0.0013285812298911986
Position 6564: 0.0012879790407409662
Position 195: 0.0011795585517896396
Position 434: 0.0011731398947913373
Position 2102: 0.0011323041279854102
Position 4048: 0.001080648936543261
Position 4045: 0.0010756273718817199
Position 1229: 0.0005822790028310408
Position 3795: 0.0005341541834203131
Position 4012: 0.000528575982076319
Position 1122: 0.00042770428564579635
Position 2323: 0.000247113286755652
Position 4309: 0.00023811542296236192
Position 4706: 0.00021897835406779433
Position 1854: 0.00013805172783430057
Position 963: 0.00011849507510721265
Position 4594: 0.00011422642611493308
Position 11088: 0.00010961994080223964
Position 27: 0.00010520393796276533
Position 6: 9.945451224128166e-05
Position 8381: 7.764541021610401e-05
Position 1214: 7.734903707256402e-05
Position 533: 7.21331577754002e-05
Position 272: 6.636952864092437e-05
Position 157: 6.387942745285378e-05
Position 1347: 5.450719432507062e-05
Position 1443: 5.3704101153073574e-05
Position 425: 2.624432833147633e-05
Position 468: 2.2841857731645082e-05
Position 10277: 1.1328268677305822e-05
Position 9840: 9.195256037230758e-06
Position 8117: 8.321474761156455e-06
Position 249: 5.5697690870102345e-06
Position 526: 5.3331817616472605e-06
Position 397: 4.151358507553815e-06
Position 2085: 2.6616956065530916e-06
Position 190: 2.44765366712985e-06
Position 13: 2.1063638872726644e-06
Position 172: 1.9272451437765047e-06
Position 523: 1.2965461186292381e-06
Position 252: 1.0727154697093541e-06
Position 215: 1.0067586709206183e-06
Position 213: 9.674816266712741e-07
Position 788: 5.154854900126651e-07
Position 649: 5.128131596001249e-07
Position 7674: 4.83433299696156e-07
Position 640: 3.838204024726737e-07
Position 62: 1.3541395129154827e-07
Position 147: 1.1054623396705508e-07
Position 677: 2.8156015600629642e-08
Position 8644: 1.0675327712186554e-08
Position 95: 5.251120174034383e-09
Position 630: 1.500386124699831e-10
Position 204: 1.3058181783059246e-11
Position 114: 1.5258541434643478e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7313: 0.9992184910619831
Position 3496: 0.9890093607786288
Position 17783: 0.9435195218443635
Position 21562: 0.7698020083969592
Position 18349: 0.7590694490026404
Position 5174: 0.681510329133195
Position 22258: 0.5249772518184177
Position 27113: 0.5035992655246598
Position 5530: 0.37936955424444624
Position 19731: 0.28268680966930615
Position 2453: 0.2622936731967835
Position 2239: 0.2597644720475505
Position 5409: 0.2488670969118943
Position 20138: 0.23738874639638022
Position 25414: 0.2342256520713934
Position 6761: 0.22590857750602172
Position 509: 0.20821495992487887
Position 6786: 0.18746152732456436
Position 18044: 0.17767066077845386
Position 24827: 0.15984128431472386
Position 20118: 0.15699466298817483
Position 18078: 0.13873969665947306
Position 19138: 0.12310297943747474
Position 23199: 0.0934430157250409
Position 24149: 0.06134826919250524
Position 4199: 0.05764346683298246
Position 23338: 0.05340684857626911
Position 5442: 0.04799002407951505
Position 3009: 0.04135701666185511
Position 22989: 0.03844109469410737
Position 3870: 0.03791475102704717
Position 23312: 0.03514814079263865
Position 3789: 0.03470099200460636
Position 21086: 0.0333409326230069
Position 3938: 0.02951469397704114
Position 327: 0.025670270671169927
Position 630: 0.025162734567496556
Position 6432: 0.0246048932141877
Position 2867: 0.021944885461699384
Position 608: 0.019148644412577437
Position 1365: 0.018209402927119474
Position 12099: 0.01753767218956141
Position 23910: 0.015250785190918267
Position 6662: 0.015169742277634513
Position 4392: 0.013764935119250267
Position 22439: 0.013187707944487736
Position 4425: 0.012856894118445416
Position 1515: 0.01229722316068992
Position 513: 0.011089763318293294
Position 6832: 0.009146315446326662
Position 3975: 0.008747197998295854
Position 22597: 0.008233460375216944
Position 5958: 0.008223436738504977
Position 2385: 0.007666811990577376
Position 851: 0.007269961401076728
Position 20583: 0.005929064302939971
Position 11968: 0.005640987268698419
Position 7042: 0.005524827011962888
Position 5217: 0.005431287462432534
Position 5924: 0.004977459635454314
Position 4345: 0.0042841681630191785
Position 486: 0.004096171540689446
Position 6877: 0.003939705829782591
Position 5876: 0.00365002735203896
Position 3994: 0.003377322082248891
Position 703: 0.0031773741901388987
Position 567: 0.0031748873537700575
Position 1533: 0.003019274558818663
Position 5314: 0.002998889466350592
Position 2457: 0.002567925345817648
Position 3031: 0.002461751572626429
Position 6444: 0.0023966618114123184
Position 2547: 0.0021035501553772554
Position 3843: 0.0020959757394922846
Position 3064: 0.0019151564262927883
Position 11303: 0.0018754621969478422
Position 3928: 0.0018725475664062964
Position 5445: 0.0015792332811743867
Position 1309: 0.0015312030185437764
Position 4237: 0.0014920087755946527
Position 18566: 0.001489542031823135
Position 21732: 0.001331147823446811
Position 3763: 0.0012902441117865514
Position 2491: 0.0012221830619828654
Position 3243: 0.0012121407791028135
Position 1544: 0.0011542013768975543
Position 5360: 0.0011357642835722775
Position 3161: 0.001133588215302035
Position 2301: 0.0010745924087367876
Position 1884: 0.000996559188209222
Position 397: 0.0009869219836927169
Position 213: 0.0009845976864755013
Position 3824: 0.0008494859220017698
Position 654: 0.0008405275098024192
Position 549: 0.0007485368061213075
Position 4458: 0.0007349182080164566
Position 18619: 0.0006926577817573289
Position 4398: 0.0006699961754464648
Position 707: 0.0006610029593627346
Position 19295: 0.000600259278520052
Position 5035: 0.0005929644109778083
Position 22629: 0.000583408895923212
Position 1395: 0.0005622665878989217
Position 3794: 0.0005325789021581145
Position 3879: 0.000479365684690753
Position 3590: 0.00047341119360233303
Position 2760: 0.0004395090978722013
Position 4240: 0.0004307251364058614
Position 22014: 0.0003742061471284
Position 3475: 0.0003635093384240324
Position 3444: 0.0003474438860823937
Position 3953: 0.0002530615209767014
Position 15868: 0.00024936365850447106
Position 3560: 0.00023862701362068164
Position 4653: 0.0002189783540677942
Position 293: 0.0001968630433406296
Position 5848: 0.00018015424468199726
Position 372: 0.00016569370914269198
Position 3421: 0.000138618463236685
Position 1985: 0.00013840663538274044
Position 3391: 0.00011911363742572625
Position 8184: 0.00010077135628633369
Position 349: 9.198736628614032e-05
Position 4130: 8.419372659053211e-05
Position 10990: 7.890064864667123e-05
Position 12480: 7.630138300770406e-05
Position 1023: 7.524783749544517e-05
Position 1725: 6.193829753120565e-05
Position 299: 4.34776516380002e-05
Position 14732: 3.942408151536934e-05
Position 1741: 3.8854723358714844e-05
Position 1766: 3.7258706944380295e-05
Position 1368: 2.828693486917401e-05
Position 1138: 2.6498812359886824e-05
Position 1428: 2.5788207374705133e-05
Position 7498: 2.4307152761988873e-05
Position 10812: 2.3852179761680853e-05
Position 249: 2.2472228123079323e-05
Position 1189: 2.051804137086172e-05
Position 7901: 1.6477041130102e-05
Position 11025: 1.4038858974791947e-05
Position 9692: 1.380151535543375e-05
Position 3730: 1.2319522556960224e-05
Position 10144: 1.1328268677305841e-05
Position 7949: 8.921764576423415e-06
Position 351: 4.663335836845064e-06
Position 9267: 4.39061722909034e-06
Position 4044: 4.055976028736804e-06
Position 9010: 2.8436153747598913e-06
Position 4064: 2.829873327637244e-06
Position 7768: 2.4818731705289918e-06
Position 7554: 1.9737475635142516e-06
Position 554: 1.712374285700867e-06
Position 7746: 1.4842801398343664e-06
Position 123: 1.267022215059976e-06
Position 1081: 6.574820395826956e-07
Position 341: 6.4058624197785e-07
Position 7721: 4.6108173647821293e-07
Position 296: 4.163617417863589e-07
Position 309: 3.389360514775879e-07
Position 305: 3.060003156801655e-07
Position 455: 1.9304493430341932e-07
Position 190: 8.976390560098161e-08
Position 1049: 8.202420045714665e-08
Position 742: 6.951737513977871e-08
Position 713: 6.866945951651037e-08
Position 7608: 6.387457165712183e-08
Position 660: 6.12492225282831e-08
Position 181: 5.004852665198714e-08
Position 1110: 4.8679184966007587e-08
Position 733: 4.6022892072946993e-08
Position 7219: 4.290857223353666e-08
Position 735: 2.459773746878539e-08
Position 1541: 2.316462097027688e-08
Position 1325: 2.1320323010228964e-08
Position 1563: 2.1009264924295664e-08
Position 769: 1.4632290428205322e-08
Position 8498: 8.314189161569086e-09
Position 76: 8.286449966364538e-09
Position 89: 5.687584124784e-09
Position 8408: 2.361138550617484e-09
Position 70: 2.2450587714073194e-09
Position 760: 7.678716234942693e-11
