Gene = PIGZ
index = 1029
Annotated 5SS: [  147 17013]
Annotated 3SS: [16801 20147]
SMsplice 5SS: [  147  2056 17013]
SMsplice 3SS: [ 1866 16801 20147]
top_k =  500
Partition function (log Z): -12.093705405134891

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9157634125301108
Position 2056: 0.7872777797696577
Position 978: 0.4646354133477107
Position 1457: 0.4433811288685202
Position 960: 0.34219066034981477
Position 1177: 0.31089335468169316
Position 415: 0.2396239002259791
Position 749: 0.14753253940873676
Position 718: 0.11059585694697076
Position 3167: 0.10006216538704535
Position 1135: 0.08409845397881109
Position 2666: 0.05847026408626014
Position 450: 0.04853573628792531
Position 155: 0.0464742660691143
Position 186: 0.031272736199974054
Position 411: 0.0261322733219762
Position 3581: 0.019347764626877866
Position 5137: 0.011783762508548744
Position 6900: 0.01114054872281487
Position 3617: 0.009604604027580238
Position 2412: 0.006465879438744952
Position 438: 0.006267865141488211
Position 5171: 0.006128341301022131
Position 385: 0.005675148204711186
Position 1235: 0.0030550791345106756
Position 967: 0.0016310883651319025
Position 536: 0.0016261186147969902
Position 1188: 0.0011907172873746143
Position 2523: 0.000723622017608526
Position 1171: 0.0006540777016111721
Position 2833: 0.0004941767855931862
Position 970: 0.0004345580085220018
Position 1624: 0.000244333448891989
Position 331: 0.00018128435955827566
Position 2050: 0.00015656785565704707
Position 151: 0.00013633326863822496
Position 753: 0.00011958549782745237
Position 210: 0.0001171954804402956
Position 764: 0.00011180413023114014
Position 463: 5.571849798323301e-05
Position 803: 4.704800457943482e-05
Position 756: 2.673018866149274e-05
Position 772: 1.8301454210922756e-05
Position 690: 1.705544527654705e-05
Position 798: 7.107807562585278e-06
Position 520: 2.984558984064271e-06
Position 58: 4.802962504006626e-07
Position 219: 5.651416848009798e-09
Position 317: 6.927987700673821e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 841: 0.6575931882886085
Position 1866: 0.37107029739366026
Position 1085: 0.3610362569993036
Position 1946: 0.3176598833880601
Position 310: 0.30787201045612195
Position 6795: 0.2919102191275216
Position 546: 0.23831675222903342
Position 1059: 0.1798338897630835
Position 2261: 0.164030310642101
Position 1343: 0.15921532559280005
Position 1908: 0.13279516669781732
Position 8171: 0.11001207352842018
Position 3032: 0.09935674702017547
Position 1323: 0.0758366239265722
Position 10229: 0.06599959338283024
Position 924: 0.06517083524857474
Position 4862: 0.06335389342351153
Position 858: 0.0567725645044578
Position 1416: 0.050209446740262786
Position 1810: 0.03948543114259906
Position 2928: 0.03534894744839761
Position 3826: 0.033221272522118046
Position 3468: 0.030299119663662756
Position 8982: 0.02954376169698481
Position 1368: 0.026465254299918587
Position 6502: 0.02143886529819943
Position 1694: 0.017692518534750547
Position 852: 0.01618346119189304
Position 526: 0.016039478679957423
Position 8850: 0.01592753967567474
Position 2537: 0.015785112355958215
Position 8458: 0.0128972566686732
Position 7334: 0.01243289549196253
Position 368: 0.011956589570820382
Position 2511: 0.011770018168457514
Position 5206: 0.011111486524137947
Position 324: 0.009124968191483309
Position 7586: 0.008368031604451289
Position 1064: 0.008266175693969894
Position 7688: 0.007999753500053134
Position 7658: 0.007595393657170513
Position 5122: 0.007329682057290883
Position 3823: 0.0071809560817746075
Position 8904: 0.006738893636944281
Position 3756: 0.006661117961664406
Position 6754: 0.0064469397767266306
Position 1351: 0.005616106952172965
Position 237: 0.004849598098932085
Position 784: 0.0035875761950948043
Position 5826: 0.0033006670732478906
Position 2560: 0.0026897205256588225
Position 1538: 0.0026763307834901154
Position 585: 0.002646427976089911
Position 552: 0.0021737209765844818
Position 3091: 0.0021596251242251736
Position 1249: 0.0016856449105150323
Position 2858: 0.0015737795704097563
Position 945: 0.0015231901372570052
Position 482: 0.0014402184303183795
Position 1134: 0.0010972574513448082
Position 2899: 0.0008878331612443586
Position 2657: 0.0008658111314280358
Position 687: 0.0006511992228091387
Position 2237: 0.0005883601524989707
Position 1374: 0.0005107164754432574
Position 1202: 0.00032334542189791293
Position 1430: 0.0003182271293968254
Position 3106: 0.00021622745856009673
Position 661: 0.0001872669195752626
Position 599: 0.00016418249336304591
Position 498: 0.00015175165244264818
Position 2779: 0.00014035465544520097
Position 798: 0.00011590050604320415
Position 1949: 0.00010873699273965342
Position 430: 0.00010695867705448912
Position 647: 8.963585136441189e-05
Position 730: 8.386179600933103e-05
Position 399: 7.81750056719511e-05
Position 346: 7.62933368839953e-05
Position 882: 6.441253083546724e-05
Position 484: 5.3606122540842004e-05
Position 449: 5.030550911950227e-05
Position 741: 2.8919060506150412e-05
Position 926: 2.8363061052165587e-05
Position 1095: 2.1045212140896127e-05
Position 1999: 2.0936745516189012e-05
Position 712: 1.5768629491393228e-05
Position 272: 1.3601409883080047e-05
Position 810: 8.2549256678821e-06
Position 489: 7.225775590418053e-06
Position 997: 6.533627135253363e-06
Position 265: 5.819109997612561e-06
Position 558: 5.737431561019054e-06
Position 560: 5.546723936336078e-06
Position 563: 4.551438373245335e-06
Position 1439: 3.963097241518645e-06
Position 1162: 3.7420930683590843e-06
Position 502: 3.2838658493090244e-06
Position 382: 2.1472927040889304e-06
Position 277: 2.108808009582518e-06
Position 252: 1.8936773243621816e-06
Position 607: 1.740205114525591e-06
Position 403: 1.5249595074269145e-06
Position 667: 1.1413093186410086e-06
Position 717: 8.945090485675561e-07
Position 244: 8.225278340379853e-07
Position 378: 5.141029975624882e-07
Position 249: 4.878281355572148e-07
Position 258: 1.0422599702248866e-07
Position 269: 7.850958736408887e-08
Position 210: 2.6208922002150942e-08
Position 411: 1.835298887956649e-08
Position 282: 6.336616416359301e-09
Position 592: 2.2306580668324315e-09
Position 455: 1.1627308094531141e-10
Position 177: 2.7405475412369796e-11
Position 162: 1.6213713447900528e-12
Position 168: 4.326546882527771e-13
Position 130: 1.5896112089576608e-13
Position 124: 1.0601470702451054e-13
Position 182: 4.6122241862311104e-15
Position 179: 2.9383496829870926e-15
Position 137: 2.701230631589166e-15
Position 151: 4.430049897286947e-16
Position 201: 7.648600113365283e-17
Position 195: 4.996298986736077e-17
