Gene = SSR2
index = 1341
Annotated 5SS: [  72  947 2690 5999 9150]
Annotated 3SS: [  791  2590  5889  9071 11308]
SMsplice 5SS: [  72  947 9150]
SMsplice 3SS: [  840  9071 11308]
top_k =  500
Partition function (log Z): -2.5128356185493823

Sorted 5' Splice Sites (High to Low Probability):
Position 947: 0.980873260953989
Position 72: 0.9381711235558265
Position 5999: 0.4920006846492434
Position 2690: 0.4824618399759647
Position 9150: 0.3525124257116211
Position 9186: 0.3083146562308318
Position 1879: 0.2958636261048682
Position 2828: 0.13263302036301008
Position 8575: 0.07187147417524671
Position 7658: 0.07054720753116697
Position 11480: 0.06169739071428715
Position 9244: 0.052205237715562236
Position 2708: 0.03339328856790742
Position 536: 0.031181801597698705
Position 5807: 0.022910142871993333
Position 147: 0.01906399782338056
Position 9985: 0.018352731446081034
Position 741: 0.016440092326250252
Position 2758: 0.01556762661945331
Position 8683: 0.014947995644306069
Position 6068: 0.013701024503103927
Position 623: 0.0096327299775943
Position 2963: 0.008437333534246765
Position 2718: 0.00827863752679185
Position 4109: 0.007767159656130655
Position 1173: 0.006899450454532168
Position 6650: 0.005641088298369244
Position 1156: 0.005258784029377674
Position 9473: 0.004644484533106208
Position 326: 0.0034315954077787326
Position 336: 0.0032242267736877577
Position 10830: 0.003066518665186849
Position 11501: 0.0030270998872499876
Position 8565: 0.002804009445683461
Position 233: 0.002335258250837794
Position 7793: 0.002272137409423543
Position 4325: 0.001957942596648428
Position 694: 0.0017076785763862046
Position 9259: 0.001644170129592349
Position 4319: 0.0016287399618148033
Position 454: 0.0015990681348981013
Position 4491: 0.0015724305509013873
Position 361: 0.0015001096700520968
Position 6707: 0.001404342991859399
Position 11692: 0.001181993398585744
Position 2843: 0.001156296116136108
Position 759: 0.0008008891065107153
Position 1765: 0.0007802474161111847
Position 2515: 0.0007567972935305781
Position 121: 0.0007099705774445438
Position 198: 0.0005391582560185463
Position 2205: 0.00042451082153095146
Position 614: 0.00037287152373850725
Position 4121: 0.00034507692421233133
Position 1344: 0.00032910262587593876
Position 2470: 0.0003055614004452424
Position 644: 0.0002224183119791116
Position 1824: 0.00016466530709302585
Position 1499: 0.00016337525775299492
Position 1573: 0.00010166716494367729
