Gene = CLEC5A
index = 379
Annotated 5SS: [  177   770  1643  3088 11170 15264]
Annotated 3SS: [  670  1582  3018 11032 15156 16764]
SMsplice 5SS: [  177  1130  3088  3631  8088 10033 15264]
SMsplice 3SS: [  934  2770  3505  7951  9944 15156 16764]
top_k =  500
Partition function (log Z): -1.9651258805824159

Sorted 5' Splice Sites (High to Low Probability):
Position 177: 0.9531972218010264
Position 3631: 0.8920820988727207
Position 1130: 0.8736280172810674
Position 8088: 0.8321925999682106
Position 15264: 0.7831352288120713
Position 3088: 0.7412717388054118
Position 7660: 0.594095241721713
Position 9970: 0.5216532065599391
Position 10033: 0.459361163036094
Position 6119: 0.36079787670122626
Position 15938: 0.3575637146230567
Position 1643: 0.3088347022018428
Position 11170: 0.29363171457425447
Position 8893: 0.25111614945021216
Position 9380: 0.22942764837177257
Position 7402: 0.21376865779163534
Position 770: 0.18627843954459453
Position 8821: 0.15574874300202904
Position 9049: 0.15214913319631318
Position 16860: 0.14443779831059375
Position 11957: 0.13474571142737896
Position 8954: 0.08049795413257817
Position 16474: 0.07402062962653586
Position 1658: 0.06432969117475625
Position 15999: 0.05243395969767089
Position 16934: 0.042985669796657376
Position 5523: 0.04249985513468892
Position 9715: 0.04094265066666834
Position 2092: 0.03973484045458169
Position 1315: 0.03655532925317538
Position 15681: 0.0320300647733212
Position 6090: 0.029553119543998318
Position 5527: 0.025632311584298136
Position 9804: 0.025433400054760056
Position 2687: 0.023437541672616937
Position 16297: 0.021770543844642692
Position 7618: 0.017150962246141602
Position 11607: 0.016813554043134612
Position 2250: 0.014905670671197848
Position 8308: 0.012372890024778142
Position 8604: 0.011920617595824207
Position 4113: 0.010261753845756323
Position 15845: 0.009366996254432762
Position 8542: 0.008698119761639873
Position 6126: 0.007795757311779373
Position 327: 0.007755989286539043
Position 9: 0.00688585559957423
Position 17100: 0.006619221226378631
Position 727: 0.0063497059138946585
Position 8382: 0.006264435236734092
Position 6574: 0.005192910068911756
Position 9060: 0.0049210645348002555
Position 7499: 0.004824767143962036
Position 11187: 0.0046750017131574634
Position 2706: 0.0040995458784733665
Position 266: 0.003963479961024987
Position 8178: 0.0038753637784117575
Position 538: 0.0033491592549198517
Position 10280: 0.0028266713556397327
Position 299: 0.002740691573009716
Position 308: 0.0026333831894448834
Position 3126: 0.0016382045917446388
Position 856: 0.0015734777132227972
Position 2099: 0.0013537899337349151
Position 584: 0.0013409976396535617
Position 303: 0.0010901175481781416
Position 5321: 0.0009434238927999656
Position 9278: 0.0009383873224154697
Position 3569: 0.0009279530760750417
Position 4817: 0.000880841027817904
Position 9231: 0.0008331586763091494
Position 739: 0.0005630464927207775
Position 2649: 0.0005288820520136131
Position 998: 0.0004590915820676393
Position 4056: 0.00045520686393207875
Position 850: 0.00038899594943843954
Position 12199: 0.00026897490279985094
Position 774: 0.00024128588173969386
Position 2204: 0.00018079714436416235
Position 843: 0.00016678475094956518
Position 181: 0.000148435557225367
Position 1371: 0.00013643346163005763
Position 904: 0.00011147202527090407
Position 846: 0.00010265697243740792
Position 343: 9.921910726901722e-05
Position 1655: 8.841572805663779e-05
Position 1142: 6.553963471142907e-05
Position 724: 6.071890731410395e-05
Position 960: 2.7546240287004863e-05
Position 464: 2.3333631699506826e-05
Position 9924: 2.2272400089699245e-05
Position 1344: 2.1173125488078095e-05
Position 1026: 2.0916462106552477e-05
Position 1149: 2.057527751295497e-05
Position 1288: 1.8669146643801106e-05
Position 361: 1.7742827888251742e-05
Position 1422: 1.671696124280311e-05
Position 185: 1.6495353539907094e-05
Position 1465: 1.1189844939421854e-05
Position 631: 1.0941811007105616e-05
Position 1057: 1.0746562180643589e-05
Position 1042: 1.0644836126479185e-05
Position 1470: 6.868669078468978e-06
Position 382: 3.793077124025207e-06
Position 189: 3.455376257480837e-06
Position 509: 2.02205217158816e-06
Position 248: 1.5183761346741922e-06
Position 42: 1.1180222604918852e-06
Position 527: 8.095838516414632e-07
Position 439: 6.864107110996954e-07
Position 550: 3.537829128902625e-07
Position 211: 3.3302008656802177e-07
Position 869: 6.932757579322346e-10
Position 730: 2.933163968766388e-10
Position 742: 1.2290968617134982e-10
Position 193: 2.157143688593424e-11
Position 58: 1.9569942165117223e-12
Position 243: 6.961347557413197e-15
Position 252: 3.738240174766798e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3505: 0.8347751167121717
Position 7951: 0.807206296773324
Position 15156: 0.7877133015506701
Position 16764: 0.7691341034485331
Position 934: 0.6395859942235526
Position 8787: 0.5594285657264922
Position 9944: 0.4351562651452636
Position 5946: 0.3848461295130347
Position 9848: 0.3838273162136394
Position 2770: 0.38345580369146076
Position 7493: 0.38263763467793727
Position 15782: 0.35284285518460806
Position 1582: 0.2910785050590386
Position 18308: 0.21503288901537426
Position 11032: 0.1958674316107711
Position 670: 0.19418680805568567
Position 9143: 0.19384636054722346
Position 7575: 0.1752294494204441
Position 9851: 0.1410512565984331
Position 11845: 0.1408602267916105
Position 15876: 0.13224738861720797
Position 3018: 0.1188536523054268
Position 7282: 0.11758301700645238
Position 7160: 0.11473943444442157
Position 2894: 0.09840053406056029
Position 9543: 0.0912774776160356
Position 3000: 0.08764709708012593
Position 1051: 0.08462198676654097
Position 834: 0.0823327786560247
Position 16164: 0.08087999435530809
Position 10973: 0.06822378357504025
