Gene = SLC50A1
index = 1270
Annotated 5SS: [ 142  527 1102 1873 2249]
Annotated 3SS: [ 448  977 1710 2128 2329]
SMsplice 5SS: [ 527 1102 1873 2249]
SMsplice 3SS: [ 977 1710 2128 2329]
top_k =  500
Partition function (log Z): -3.520417114913764

Sorted 5' Splice Sites (High to Low Probability):
Position 2249: 0.9621034013277159
Position 1102: 0.8629227919092051
Position 527: 0.6343509825962125
Position 1873: 0.5499057172834138
Position 275: 0.36956800751695534
Position 547: 0.12997829128313698
Position 142: 0.08321285351479121
Position 573: 0.08066365455206942
Position 1895: 0.03053617781438478
Position 292: 0.027320351169490994
Position 59: 0.02496200233617855
Position 260: 0.021849297011943145
Position 2018: 0.01964333867690329
Position 250: 0.014789542938430144
Position 1687: 0.014045459206663722
Position 1408: 0.01306528107913012
Position 2522: 0.010256126922821202
Position 1042: 0.009539070484751262
Position 148: 0.009205614380305484
Position 679: 0.006142429235377547
Position 347: 0.004063429554744406
Position 711: 0.003139139224784254
Position 1297: 0.002192179705283863
Position 163: 0.0013886209700457717
Position 835: 0.0013472271392950762
Position 2135: 0.0012083767577368363
Position 608: 0.001197265912561597
Position 1693: 0.0011130163910850102
Position 1046: 0.0008817510064496264
Position 1404: 0.0008345313314990875
Position 110: 0.0007889417471980233
Position 4: 0.0007130860906996077
Position 357: 0.0006654150244584138
Position 1233: 0.0006252693499235662
Position 1994: 0.0006087855049234278
Position 1783: 0.000597362539053267
Position 1848: 0.00042267950687456464
Position 522: 0.00031356878320099165
Position 354: 0.0002991924884276635
Position 2527: 0.00029024967512484776
Position 2386: 0.0001888187320190339
Position 2209: 0.00012740554521375276
Position 888: 0.00010208292849012065
Position 231: 7.44928534519189e-05
Position 492: 7.234527149420544e-05
Position 1533: 6.901720517940615e-05
Position 1559: 6.830514266288326e-05
Position 107: 6.112321895200346e-05
Position 1065: 6.01990948146831e-05
Position 181: 4.499180314387737e-05
Position 550: 4.045334301537726e-05
Position 1473: 3.296253602785724e-05
Position 908: 2.4904928062160678e-05
Position 2221: 2.0257125123175184e-05
Position 56: 1.4761693575355768e-05
Position 127: 1.2279576093818422e-05
Position 757: 1.2076484459471667e-05
Position 721: 2.896736579161156e-06
Position 636: 2.127980455408933e-06
Position 924: 1.5854943174696772e-06
Position 211: 5.93247789298569e-07
Position 2269: 1.0353679058556136e-07
Position 1521: 3.547540131045151e-08
Position 623: 2.401096867332889e-08
Position 754: 2.277498002059811e-08
Position 599: 2.2243824011635414e-08
Position 481: 1.7086508623749187e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2128: 0.9836640795805286
Position 977: 0.83940750373752
Position 2329: 0.7470385662865412
Position 1710: 0.4467187031235787
Position 448: 0.41214871858705143
Position 2345: 0.11578360688953047
Position 2311: 0.08492574722867811
Position 1728: 0.08476317546324803
Position 1518: 0.029765127907680843
Position 395: 0.014291647910408687
Position 1744: 0.013447677804217814
Position 1829: 0.013233124364634469
Position 460: 0.010718890410811545
Position 2314: 0.010569198730155093
Position 1042: 0.00927747243047495
Position 1210: 0.0077729414717995805
Position 2496: 0.0074233190520071575
Position 1521: 0.006683973609878085
Position 1392: 0.006374246721730015
Position 1944: 0.0060992591096371285
Position 2635: 0.005428770020815151
Position 1287: 0.004564365575162206
Position 2726: 0.004256501613553486
Position 1011: 0.00422130515710007
Position 2395: 0.003020133348929037
Position 1797: 0.0026194461765576623
Position 1812: 0.0025731138627294687
Position 1559: 0.0020000499005091675
Position 1809: 0.0015173868086526038
Position 2693: 0.0013280144454671959
Position 2386: 0.0013153087888177367
Position 2659: 0.001179506796703134
Position 2461: 0.001104512286993515
Position 2678: 0.0010793265502702903
Position 2060: 0.0009435763399508395
Position 1059: 0.000880380118478893
Position 2521: 0.0008545637271424937
Position 1844: 0.0008424053378888749
Position 1178: 0.0008217283967251984
Position 1251: 0.00076317667595941
Position 2860: 0.0005644324745170252
Position 366: 0.0005028997596667112
Position 1015: 0.0004053934061365965
Position 1691: 0.0004036449929975946
Position 2743: 0.0003732679643629588
Position 2071: 0.00036491929401568697
Position 2358: 0.00031896739596332503
Position 2513: 0.000308240542958955
Position 1175: 0.00028910464644980427
Position 1232: 0.0002734577111233463
Position 2637: 0.00021446395322190337
Position 1156: 0.00021389444835871556
Position 481: 0.00019885974041712872
Position 1214: 0.0001963528188275652
Position 1662: 0.00018812895201884914
Position 2900: 0.00016338808201858706
Position 1659: 0.00014438237948495082
Position 2909: 0.0001310903479453595
Position 951: 0.00013082129466239535
Position 522: 0.000127186898051504
Position 2986: 0.0001124900930025249
Position 2232: 0.0001094407057710405
Position 2608: 9.705809298844158e-05
Position 1255: 9.538296964003923e-05
Position 2527: 9.183733467136719e-05
Position 1577: 4.413348943246462e-05
Position 1484: 4.1793634064377024e-05
Position 1345: 4.148193575674355e-05
Position 773: 3.6036484820059165e-05
Position 662: 3.5159957352583256e-05
Position 864: 3.4886903574541616e-05
Position 2134: 3.0947742975239024e-05
Position 497: 3.0651814416180276e-05
Position 374: 2.6446604053594447e-05
Position 656: 5.443199019588927e-06
Position 220: 5.340211076848817e-06
Position 177: 2.296400913877745e-06
Position 299: 1.4401920792451954e-06
Position 995: 1.2216158577792814e-06
Position 779: 1.042805607901869e-06
Position 1101: 9.973604993553398e-07
Position 747: 9.202144533015211e-07
Position 819: 7.817787418373053e-07
Position 250: 7.634879387363963e-07
Position 206: 7.150162915564625e-07
Position 1453: 6.4811259136657e-07
Position 1545: 5.378273151474244e-07
Position 338: 2.53728258572534e-07
Position 281: 1.5685943115763205e-07
Position 593: 1.5474831100765924e-07
Position 822: 1.5286520806333016e-07
Position 800: 1.1285017702204118e-07
Position 2398: 8.26595985594401e-08
Position 876: 4.5572249766416834e-08
Position 835: 3.058571332467974e-08
Position 906: 2.3580357987100355e-08
Position 796: 2.0850939436184916e-08
Position 828: 6.2243325210427875e-09
Position 550: 1.4904186693082613e-11
Position 527: 1.2934983926562872e-11
Position 307: 6.890286876391382e-12
Position 313: 6.388574163150992e-12
Position 597: 3.1367423226872074e-12
Position 587: 2.263863585615748e-12
Position 590: 1.9843360304221198e-12
Position 146: 7.388370950556708e-13
Position 199: 6.301824722515327e-13
Position 208: 5.987089896192484e-13
Position 287: 4.765349270539103e-13
Position 317: 4.611712158137362e-13
Position 310: 1.0369652046211084e-14
Position 181: 7.240349580274929e-15
Position 265: 6.214173851391645e-15
Position 336: 5.020214094154238e-15
Position 171: 3.777411172008244e-15
Position 197: 3.2653310382198852e-15
Position 558: 6.211675717161021e-17
