Gene = RECK
index = 1127
Annotated 5SS: [  666 15891 22469 23723 27448 29192 44206 47130 51529 54911 64111 65798
 68851 71732 73647 76044 80745 82535 84304 85256]
Annotated 3SS: [15831 22393 23685 27361 29143 44171 46931 51260 54730 63897 65660 68709
 71542 73523 75871 80551 82323 84229 85099 86390]
SMsplice 5SS: [  201 15891 22469 27448 28265 29192 30438 32139 47130 48916 51372 54911
 64111 65798 68851 71732 73647 74484 76044 80745 82535 84104 84304 85256
 86496]
SMsplice 3SS: [15831 22355 27361 28131 29143 30355 32015 46931 48832 51260 54730 63897
 65660 68709 71542 73523 74343 75871 80551 82323 83873 84229 85099 86390
 87035]
top_k =  500
Partition function (log Z): -47.34469476180939

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.5393861834212147
Position 366: 0.34605043108149
Position 4474: 0.2672787779300308
Position 594: 0.24249206695473705
Position 1106: 0.1296598831826759
Position 1846: 0.08220265855868068
Position 7394: 0.07375095982638716
Position 1875: 0.04156642545941519
Position 173: 0.0380979054798073
Position 666: 0.037705153453451205
Position 116: 0.03097591452501904
Position 1048: 0.030312076680341478
Position 9305: 0.027876748390699348
Position 5524: 0.017517692685066276
Position 196: 0.01541384499837246
Position 1137: 0.004357870861258623
Position 394: 0.0034756505364123094
Position 7663: 0.0033017581283457022
Position 3902: 0.003262457524273724
Position 68: 0.00301218726570677
Position 1337: 0.0025916663773548304
Position 839: 0.0023250458481181044
Position 3031: 0.002112351164563139
Position 3278: 0.001973875490850181
Position 408: 0.0015639959914612001
Position 3643: 0.0014709437640716737
Position 142: 0.0012454806482539405
Position 50: 0.0007179021250460481
Position 750: 0.0006786279825523744
Position 875: 0.00034093941584835435
Position 1003: 0.0002645633253783736
Position 252: 0.00025554497431620293
Position 688: 0.0002404092656679508
Position 104: 0.00021539360824945019
Position 884: 0.0001684997857590315
Position 1174: 0.0001313251822333616
Position 243: 9.039001293887963e-05
Position 1414: 8.839120182373576e-05
Position 801: 8.075362154317998e-05
Position 897: 6.99083761920041e-05
Position 342: 6.58685351908626e-05
Position 306: 6.46150581493584e-05
Position 972: 5.541397459486131e-05
Position 1349: 4.946952836069762e-05
Position 635: 4.562261665304921e-05
Position 575: 2.7942436898793207e-05
Position 822: 2.196756260315779e-05
Position 186: 1.5386056048212693e-05
Position 205: 5.989470419361215e-06
Position 80: 5.939885005724697e-06
Position 184: 3.4374574071957865e-06
Position 526: 2.2929932661347285e-06
Position 11: 1.2766914973870932e-06
Position 2662: 9.768634445578227e-07
Position 24: 4.538312635894844e-07
Position 22: 5.558483652821448e-08
Position 165: 2.851618351845282e-08
Position 626: 1.0462876354877704e-09
Position 223: 6.767719380977722e-10
Position 314: 1.1477958598883828e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4168: 0.3020245492127642
Position 9181: 0.23194828580121468
Position 272: 0.22880671564389507
Position 7135: 0.1733696992166224
Position 965: 0.16854180873631486
Position 1766: 0.14875156188023728
Position 11856: 0.1113135520369213
Position 13653: 0.10581632799172587
Position 9553: 0.0949281027107467
Position 11819: 0.08229867045093177
Position 7202: 0.03758302907473233
Position 7561: 0.0320186757886243
Position 10537: 0.03160007586531604
Position 7519: 0.023440170275627305
Position 9401: 0.01521545154188002
Position 5312: 0.01129640099984654
Position 7803: 0.010590546240703306
Position 6182: 0.010272267326756401
Position 498: 0.009791783899961756
Position 2792: 0.0092915701184857
Position 5523: 0.008136723658361225
Position 2934: 0.007872341393996628
Position 441: 0.007556369152487034
Position 223: 0.0072337943256373105
Position 7926: 0.0069150120073853336
Position 5420: 0.005865438302930544
Position 5843: 0.004845196522858004
Position 5266: 0.004425276631649825
Position 3561: 0.0037332034348907584
Position 800: 0.0036703400667874777
Position 5363: 0.003602109491824914
Position 3784: 0.003527702099577192
Position 3146: 0.0034001123591985835
Position 507: 0.003059747784722337
Position 5333: 0.0029114236329284135
Position 454: 0.002639462809755191
Position 1631: 0.002412610191041183
Position 328: 0.0024066974967414255
Position 1128: 0.0024033189762460378
Position 7305: 0.002334284253687365
