Gene = TFG
index = 1396
Annotated 5SS: [   54  4492 10681 19481 23295 27339 35554]
Annotated 3SS: [ 4264 10596 19333 23129 27197 35454 38770]
SMsplice 5SS: [  344 10681 19481 23295 27339 30108 35554]
SMsplice 3SS: [10596 19333 23129 27197 29982 35454 38770]
top_k =  500
Partition function (log Z): 2.8101423849375506

Sorted 5' Splice Sites (High to Low Probability):
Position 19481: 1.000000000000003
Position 35554: 0.9880175548291941
Position 23295: 0.8165428875957725
Position 27339: 0.7567840212988791
Position 30108: 0.6257876646704595
Position 10681: 0.5657141117344074
Position 37931: 0.5346417765195386
Position 4492: 0.5193689810416464
Position 344: 0.4546321939865135
Position 54: 0.4372041218028693
Position 33797: 0.42658929863517886
Position 13566: 0.4239111155306938
Position 32823: 0.34456930056319646
Position 10765: 0.2591128181688697
Position 27327: 0.23172828407336465
Position 19794: 0.227952643267055
Position 37575: 0.2107138964790998
Position 29477: 0.14675214721183977
Position 23205: 0.14633763639811018
Position 20359: 0.11883055549768544
Position 33008: 0.10339327692026609
Position 918: 0.09954797303518842
Position 31985: 0.0979791683348586
Position 13693: 0.09194653192358197
Position 11138: 0.08341043475905327
Position 9686: 0.0796407279697988
Position 38077: 0.06704233123448677
Position 25392: 0.062288909410791515
Position 10920: 0.05014479776116925
Position 27738: 0.04748620662033254
Position 3546: 0.041452439974986724
Position 32812: 0.035644066105057104
Position 38188: 0.03392215255093591
Position 34055: 0.029859921832287858
Position 34137: 0.02860595868828803
Position 32933: 0.02270069452741868
Position 34676: 0.02163002433803106
Position 25905: 0.01686165004449513
Position 8943: 0.012873494059028653
Position 27505: 0.01268487586500178
Position 20122: 0.012498554378440361
Position 34449: 0.010688343345139482
Position 35539: 0.010521274874805522
Position 38700: 0.010449281851789682
Position 25941: 0.010386281370471139
Position 2165: 0.009988495747539069
Position 24521: 0.009013711674831382
Position 38867: 0.008966055107640076
Position 28059: 0.007752604281221441
Position 38089: 0.007239914838074002
Position 211: 0.006115630245465377
Position 3563: 0.005332408796917067
Position 444: 0.003807871017585984
Position 37894: 0.0035421450097546403
Position 32557: 0.003491881110531575
Position 4225: 0.003341713621042469
Position 36022: 0.0029435402336951784
Position 29636: 0.0027934185630107628
Position 10899: 0.0024388022826527245
Position 37924: 0.0021893487105898116
Position 7605: 0.0021134732718236216
Position 1691: 0.0019761885915446174
Position 32346: 0.001745168961100921
Position 38146: 0.0017179814462782103
Position 37809: 0.001534995705272333
Position 3362: 0.001390576642733653
Position 2371: 0.0012439050012715395
Position 35964: 0.001210131308910709
Position 37834: 0.0009414906344885269
Position 35562: 0.0007785151527195468
Position 38299: 0.000761049593223732
Position 39035: 0.0007316536683192509
Position 35534: 0.0006425265968485917
Position 25141: 0.000593730362971834
Position 36318: 0.0004654334329901476
Position 28938: 0.0004344627867183987
Position 483: 0.0003753582263720503
Position 7123: 0.00024953311630929723
Position 456: 0.000174246744289928
Position 37838: 0.00012774575773209974
Position 5997: 0.00010829050418810215
Position 5949: 9.079050446078264e-05
Position 1008: 8.616399395843656e-05
Position 7781: 8.193630571727994e-05
Position 5333: 6.474743576338444e-05
Position 714: 6.453562612811629e-05
Position 7954: 5.8946450257925604e-05
Position 6935: 5.39175149083244e-05
Position 3973: 5.109659989446644e-05
Position 500: 4.985976102672675e-05
Position 6025: 4.176798520790231e-05
Position 1499: 3.991390908249647e-05
Position 7285: 3.9547354097827184e-05
Position 6170: 3.5999805733799896e-05
Position 2001: 6.370463916568821e-06
Position 35656: 7.102420617646906e-07
Position 169: 2.4234996936810463e-07
Position 35546: 2.1204011812060067e-07
Position 136: 8.872107881493143e-08
Position 644: 3.106352512200752e-08
Position 58: 2.6575261892462254e-08
Position 379: 2.576293871615133e-08
Position 421: 2.5583384687326948e-08
Position 219: 2.252380397945696e-08
Position 664: 1.0861692512475114e-08
Position 365: 7.2988760833186414e-09
Position 566: 5.450482258354564e-09
Position 149: 3.270447783695014e-09
Position 164: 1.9034016698717163e-09
Position 287: 1.7012192389642441e-09
Position 116: 2.3957175262474337e-10
Position 36: 1.4626148958843144e-10
Position 47: 5.540146202446527e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19333: 1.0000000000000029
Position 35454: 0.9997887465743246
Position 27197: 0.9783272454088834
Position 38770: 0.9693614380371782
Position 23129: 0.9156775581190079
Position 10596: 0.8173320564674658
Position 29982: 0.592740433619165
Position 13484: 0.5158576474542759
Position 37867: 0.38359108969487155
Position 33585: 0.36794370438168855
Position 32701: 0.3286826118484101
Position 4416: 0.21369694773170542
Position 4275: 0.2063496440396701
Position 37437: 0.2044002352498868
Position 37730: 0.14981576283920617
Position 32777: 0.1306399617194492
Position 29394: 0.12653717275263293
Position 20174: 0.11883055549768543
Position 19651: 0.1105174869831555
Position 19613: 0.10651986238534705
Position 31869: 0.0858960160047926
Position 9587: 0.07964072796979879
Position 34000: 0.06915422386571539
Position 37982: 0.05182337008954766
Position 11010: 0.04840851794376887
Position 33468: 0.0478993228220884
Position 23070: 0.04706124446141935
Position 32859: 0.04698476454807904
Position 4395: 0.04581249642878857
Position 25252: 0.04509159655483067
Position 38035: 0.04367030610904314
Position 10810: 0.04004251545003087
Position 27662: 0.03621900048729643
Position 11031: 0.03500191681528436
Position 3239: 0.03221972091988512
Position 25849: 0.027247931414966273
Position 4319: 0.02577112762417308
Position 37846: 0.022739170655449514
Position 10758: 0.019240294576452786
Position 29214: 0.01652474907484032
Position 31772: 0.01382832129116689
Position 4289: 0.013219045078080253
Position 8571: 0.012873494059028651
Position 20042: 0.012498554378440364
Position 25340: 0.011044139964730882
Position 19697: 0.010915293898552461
Position 34486: 0.010813677209473942
Position 33363: 0.010746271431401966
Position 27564: 0.010596019559508143
Position 30074: 0.009987587790368
Position 29925: 0.009215408856958787
Position 4107: 0.009068539116432038
Position 24386: 0.009013711674831382
Position 38480: 0.009012418432212935
Position 27263: 0.008931698074356845
Position 30058: 0.008165967533517003
Position 39120: 0.007987685361869267
Position 3264: 0.007560380865678904
Position 4264: 0.007016160406228446
Position 34536: 0.006755817652352657
Position 27443: 0.006695471628942808
Position 27891: 0.006624211284015355
Position 27218: 0.006287231308613239
Position 25302: 0.006153172891229945
Position 36265: 0.00592433128596433
Position 29276: 0.005775336800501648
Position 2123: 0.005707493402349645
Position 29964: 0.0051688365019694205
