Gene = OSTN
index = 988
Annotated 5SS: [ 102 6429]
Annotated 3SS: [ 6213 37503]
SMsplice 5SS: [  102  6429 10429]
SMsplice 3SS: [ 6213 10219 37503]
top_k =  500
Partition function (log Z): -16.80366895242123

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.9950620722747576
Position 10429: 0.9324619540493048
Position 6429: 0.7210448215124864
Position 10261: 0.38607768261211045
Position 6419: 0.24176727190754416
Position 3209: 0.04836633923020835
Position 5858: 0.04551724923890705
Position 3517: 0.03463661663461076
Position 8640: 0.03357373530119361
Position 8100: 0.03195222017681964
Position 9822: 0.03179670406848985
Position 10179: 0.026600697453625505
Position 6550: 0.024254288160035824
Position 7761: 0.02158971956163987
Position 6782: 0.02143177771071644
Position 7016: 0.020493474389946194
Position 6100: 0.018118514684278098
Position 5151: 0.014077669804740473
Position 4283: 0.011325523046375565
Position 9002: 0.010915514373640555
Position 8472: 0.010552825059572337
Position 676: 0.009133695320903397
Position 5876: 0.007198387313188237
Position 6119: 0.006908550097074656
Position 10310: 0.006007728690177867
Position 10965: 0.004810202858104032
Position 616: 0.004365473147516244
Position 5908: 0.004195767144263722
Position 5583: 0.003682307644091624
Position 6032: 0.0036772411169222977
Position 10314: 0.0032111613054284275
Position 5370: 0.0029337996843385923
Position 3466: 0.002839903301828654
Position 13785: 0.0026383968644884117
Position 9534: 0.002547768778276124
Position 1615: 0.002533913338282845
Position 205: 0.002437797852418514
Position 1188: 0.0018738707399286534
Position 8524: 0.0017236827102011295
Position 1552: 0.001620867958941018
Position 1108: 0.0014895412447031714
Position 1500: 0.001386937477114502
Position 1635: 0.0013412549595242169
Position 5255: 0.001209552246970626
Position 1734: 0.0011843861182222548
Position 433: 0.0011106436174771583
Position 2803: 0.001039314557383323
Position 2629: 0.00097680257121652
Position 687: 0.0009431404545299229
Position 2680: 0.0009261341503704071
Position 3664: 0.0009237193201009567
Position 3032: 0.0009134882376992252
Position 8676: 0.0008927260793933112
Position 5477: 0.000883781853813931
Position 2603: 0.0007389687655399443
Position 8721: 0.0007257886078884206
Position 81: 0.0007209427017326494
Position 7417: 0.0006622279633039774
Position 11273: 0.0006242919775247392
Position 87: 0.0006182266720893652
Position 8750: 0.0005824483074893866
Position 3256: 0.0005750025199362128
Position 2512: 0.0005653470056351601
Position 9053: 0.000544365171576669
Position 3493: 0.0005387267902657461
Position 1630: 0.0005120297310715944
Position 5659: 0.0004025943194492013
Position 3406: 0.0003990742644607399
Position 754: 0.00034453690984813303
Position 8966: 0.0003008088988213009
Position 8815: 4.5184121346252883e-05
Position 3191: 4.698124945045693e-06
Position 2597: 4.67316923517745e-06
Position 3005: 4.204620680254919e-06
Position 971: 3.5359991679150698e-06
Position 162: 3.415136610080381e-06
Position 465: 3.242959526072378e-06
Position 72: 2.7500108659505246e-06
Position 166: 1.498231573104847e-06
Position 22: 6.499319905974007e-07
Position 137: 5.200580347177556e-07
Position 878: 3.570881313746193e-07
Position 276: 2.891181269202726e-07
Position 799: 1.395684167319352e-07
Position 653: 1.0331666894869491e-07
Position 709: 6.424081907982502e-08
Position 56: 2.9693401741660257e-08
Position 42: 1.5515746756307533e-08
Position 599: 8.270006883913755e-09
Position 309: 9.815791633403354e-10
Position 397: 3.076566841991899e-11
Position 519: 1.322154655929151e-11
Position 315: 8.034161734640344e-12
Position 485: 6.712373835507715e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6213: 0.9165766276883308
Position 10219: 0.4892658326023694
Position 10348: 0.4726630338108465
Position 23098: 0.2348244556827711
Position 10070: 0.2142561681246717
Position 10012: 0.18632797558982633
Position 21641: 0.17634967481761732
Position 20928: 0.1024766460956944
Position 22796: 0.09001491466058922
Position 5754: 0.08446302026119956
Position 13894: 0.07286135485710798
Position 23273: 0.06137388669146191
Position 6325: 0.04362193570386469
Position 13772: 0.03988794494068154
Position 9727: 0.03146802070165046
Position 3315: 0.02675630089264538
Position 22900: 0.021918011778559586
Position 8429: 0.019749446194018024
Position 20343: 0.018357244175747134
Position 20760: 0.016996602767303824
Position 20405: 0.016710127945953526
Position 6389: 0.0163010544716369
Position 20022: 0.015955419219026566
Position 8454: 0.015893627976790493
Position 7600: 0.015328165054666653
Position 6676: 0.015170796162163578
Position 3020: 0.01391104086446954
Position 19040: 0.013822769236768034
Position 20087: 0.01308779747942972
Position 362: 0.012528385979743243
Position 6951: 0.012470349449940587
Position 8912: 0.012447092678310052
Position 17673: 0.01235339712038164
Position 16403: 0.011551696141294128
Position 7800: 0.01041087647514847
Position 19165: 0.010000606621262821
Position 3190: 0.00961443564110105
Position 3097: 0.009438639384965032
Position 7859: 0.008925424910420024
Position 5075: 0.008600497667268866
Position 6656: 0.008262910469848058
Position 3385: 0.007728814798497287
Position 18583: 0.007297152416019524
Position 8311: 0.006862571479056113
Position 7700: 0.006368794967248724
Position 8084: 0.006319338212241789
Position 3113: 0.0062283898365567214
Position 10938: 0.006018920166580607
Position 8508: 0.005126433903678355
Position 2856: 0.004828825067625944
Position 16238: 0.00481674762172907
Position 6235: 0.004712283430994753
Position 4080: 0.004650666570665838
Position 5427: 0.004481473085314654
Position 6779: 0.004416226790399229
Position 16523: 0.004259327035790241
Position 2895: 0.004091996018234029
Position 1372: 0.0037085809601230626
Position 10964: 0.0034724263337862936
Position 12812: 0.003414087145237652
Position 5020: 0.003385942077283219
Position 7662: 0.003135853328279414
Position 6256: 0.0028717659745228475
Position 4991: 0.00278067803391908
Position 16769: 0.0027536615646072027
Position 14950: 0.0027043357298483727
Position 16918: 0.002654002205149597
Position 3460: 0.002496667348999659
Position 4120: 0.002229140981670882
Position 8029: 0.0021054832991445607
Position 17795: 0.0021034910556022583
Position 9370: 0.0020438072348696375
Position 4096: 0.002036690224989294
Position 6541: 0.0020007801731638116
Position 12897: 0.0019816007183737884
Position 1059: 0.001975298261013696
Position 1410: 0.001967530263243613
Position 13353: 0.0019248156024800566
Position 4205: 0.0018938641080864182
Position 10548: 0.0018538640307154133
