Gene = SRA1
index = 1328
Annotated 5SS: [ 883 1164 6329 7250]
Annotated 3SS: [1037 6125 7140 7398]
SMsplice 5SS: [  49  883 1164 7250]
SMsplice 3SS: [ 717 1037 7140 7398]
top_k =  500
Partition function (log Z): -4.042498651868369

Sorted 5' Splice Sites (High to Low Probability):
Position 1164: 0.9965146592280016
Position 7250: 0.8878545634755116
Position 883: 0.7747126265915429
Position 49: 0.6464539938241873
Position 7470: 0.38499620342524027
Position 6329: 0.28057013249674084
Position 869: 0.11907763542011254
Position 7485: 0.10722472698394707
Position 1701: 0.05719802546032409
Position 550: 0.050378141432909036
Position 6183: 0.04381544742736411
Position 7256: 0.03993746525277655
Position 374: 0.031329762652072206
Position 2391: 0.016975686769206282
Position 4123: 0.01593187454846563
Position 2789: 0.015293199695847312
Position 4188: 0.01460041386134162
Position 803: 0.009508889607667714
Position 462: 0.006028229194071785
Position 243: 0.005049130971239168
Position 7474: 0.004210665189262722
Position 260: 0.003539465710759472
Position 94: 0.0032528476670245898
Position 7315: 0.002939398973148162
Position 325: 0.0027502659148952615
Position 160: 0.002264223254409725
Position 1744: 0.002032201726201669
Position 7268: 0.001804899019074913
Position 913: 0.001304195760228574
Position 7936: 0.0009805645074090442
Position 1341: 0.0009586128389925692
Position 456: 0.0008458302883327591
Position 126: 0.0007323977325820118
Position 1216: 0.0005614579130104743
Position 548: 0.000509197519896621
Position 53: 0.0005047460080484864
Position 483: 0.00048308802068864893
Position 3845: 0.000379402763316022
Position 873: 0.0003550368183662914
Position 2471: 0.000339451454664782
Position 320: 0.0003123423578737967
Position 354: 0.00029344179386562653
Position 7813: 0.0002626056886677636
Position 1726: 0.00025742827702414297
Position 477: 0.0002473978856548747
Position 523: 0.00023899786676074598
Position 1309: 0.0002352843772690114
Position 640: 0.00018163000530437687
Position 1515: 0.00016534394333182425
Position 554: 0.00015393605448945114
Position 351: 0.00013808352857742762
Position 2829: 0.000117406899344828
Position 1291: 0.00011057897485598197
Position 359: 0.00010782835089974055
Position 6350: 0.00010127596152197374
Position 7147: 9.654475057777837e-05
Position 113: 9.584810981609081e-05
Position 7219: 8.991041348309155e-05
Position 278: 7.814949511037861e-05
Position 1731: 7.741344917169638e-05
Position 162: 7.16556586551668e-05
Position 4004: 6.10829831024123e-05
Position 647: 4.443671099474838e-05
Position 492: 3.808228488977503e-05
Position 34: 3.390143906793831e-05
Position 665: 3.2103675786949276e-05
Position 941: 2.5865348595655143e-05
Position 730: 2.00081397375663e-05
Position 954: 1.966945536640552e-05
Position 1133: 1.7919541159079387e-05
Position 130: 1.6500031656916486e-05
Position 1752: 1.5947162647684087e-05
Position 517: 1.5731309402553897e-05
Position 785: 1.5036617560076251e-05
Position 2042: 9.4533553450246e-06
Position 852: 7.554768026272081e-06
Position 916: 6.677437478888231e-06
Position 92: 5.075725772342228e-06
Position 117: 3.885055307337502e-06
Position 3772: 3.8398765933519985e-06
Position 1352: 2.2904943027804153e-06
Position 1168: 2.158365370457781e-06
Position 1354: 2.1095062799443802e-06
Position 1435: 1.45264847041824e-06
Position 14: 3.2003761774318528e-09
Position 103: 2.628066659478636e-09
Position 140: 2.139143361416584e-09
Position 111: 1.2323888503102893e-09
Position 206: 1.220969495862878e-09
Position 213: 8.049673755086274e-10
Position 254: 2.650091629532383e-10
Position 105: 1.819001789572144e-10
Position 143: 1.805670571722466e-11
Position 1214: 6.178993726616932e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7398: 0.8996329936671453
Position 1037: 0.8859514100684501
Position 7140: 0.5244227399082932
Position 717: 0.35484458973728306
Position 6125: 0.27085582822226006
Position 741: 0.20333626693349627
Position 7143: 0.1834658672469536
Position 7920: 0.1612111570899776
Position 8032: 0.1430404034593437
Position 7185: 0.11960155221456789
Position 7625: 0.10896629620757259
Position 977: 0.09959822008227154
Position 7146: 0.07486330072927246
Position 6093: 0.054234399206600024
Position 7368: 0.04546625843453455
Position 1514: 0.0418447809292275
Position 673: 0.03906401069189199
Position 7975: 0.034830154961326035
Position 7108: 0.03388613914076082
Position 654: 0.028296967642692024
Position 7590: 0.024401796455384626
Position 706: 0.02217836448916733
Position 4067: 0.017131052268284524
Position 1653: 0.015719249122007162
Position 2619: 0.014677220172401684
Position 7972: 0.012942538210605857
Position 983: 0.01137304649656341
Position 3919: 0.01130270666686473
Position 693: 0.009099903867321953
Position 2190: 0.007921690565419751
