Gene = SPATA31D3
index = 1302
Annotated 5SS: [ 272 1074 1733 5757]
Annotated 3SS: [ 1027  1671  2046 50920]
SMsplice 5SS: [  272 15891 21658 34369 35330 42688 44115]
SMsplice 3SS: [15662 21574 34082 35245 42588 44035 44195]
top_k =  500
Partition function (log Z): -28.666790908272088

Sorted 5' Splice Sites (High to Low Probability):
Position 272: 0.933993049567214
Position 1947: 0.692736845709568
Position 2138: 0.4982893778281858
Position 1733: 0.479477617237732
Position 1074: 0.2283549645603716
Position 544: 0.18039794078195343
Position 3791: 0.07278657602257371
Position 6941: 0.060821690933598224
Position 1422: 0.05697231459829513
Position 7689: 0.05073974393236579
Position 1966: 0.019454692347217226
Position 7907: 0.011575187615674633
Position 183: 0.008787527030771266
Position 989: 0.008305307071570877
Position 526: 0.007238772690916852
Position 8375: 0.006878017549767707
Position 354: 0.005927762964613854
Position 6626: 0.00476582782912643
Position 282: 0.003415118940350109
Position 29: 0.0026311061378519584
Position 221: 0.0023929030148734627
Position 672: 0.0011088385304199604
Position 187: 0.0006938244959994934
Position 286: 0.0006479353828858489
Position 457: 0.0005896259139378041
Position 1106: 0.0004797724872703767
Position 735: 0.00039020884809330675
Position 424: 0.0003531080812547518
Position 1288: 0.00028705193438105633
Position 1158: 0.0002430032213034083
Position 1342: 0.0002290093838028458
Position 1927: 0.00020957172975044473
Position 1384: 0.00018765640976391984
Position 1922: 0.00018723222830888795
Position 1477: 6.461882737672704e-05
Position 1275: 6.0734496071177115e-05
Position 5686: 4.8315553323283894e-05
Position 5587: 3.572419162025125e-05
Position 809: 3.319013884084869e-05
Position 5656: 3.212483866133324e-05
Position 1079: 2.9552415448810656e-05
Position 1447: 2.9171529757962543e-05
Position 205: 2.1516804402095198e-05
Position 150: 2.044088640808937e-05
Position 193: 1.4416388698682052e-05
Position 435: 1.1189023764296065e-05
Position 20: 3.699727483185581e-06
Position 358: 3.2375720013963404e-06
Position 7: 3.172262116571128e-06
Position 349: 2.4864557231569987e-06
Position 316: 8.193813827615316e-07
Position 49: 7.515758387608266e-07
Position 232: 7.381705601168551e-07
Position 56: 4.651235050617956e-08
Position 196: 3.2219869177735175e-08
Position 211: 2.427428754646488e-08
Position 441: 1.36396104672962e-08
Position 310: 9.523025059362832e-09
Position 384: 8.064950941467222e-09
Position 467: 1.4802727244420048e-09
Position 102: 1.703985580174574e-10
Position 654: 1.2079605404636282e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.6318228246553783
Position 2046: 0.5149756838697515
Position 1837: 0.5024947126585152
Position 7602: 0.18870324370731964
Position 423: 0.16966031834941556
Position 1027: 0.1644834290692913
