Gene = APOD
index = 92
Annotated 5SS: [  328  4867 10356 12929]
Annotated 3SS: [ 4709 10233 12839 15069]
SMsplice 5SS: [  328  1139  4867 10356]
SMsplice 3SS: [ 1002  4709 10233 15069]
top_k =  500
Partition function (log Z): 0.2866527647939956

Sorted 5' Splice Sites (High to Low Probability):
Position 10356: 0.9991523155703743
Position 328: 0.9881829195060888
Position 4867: 0.7608796556891024
Position 1139: 0.7026201748273935
Position 5081: 0.5397048741536167
Position 12929: 0.29237905306660383
Position 8242: 0.2378912670856718
Position 4790: 0.2011646833382655
Position 494: 0.18936367054509548
Position 8074: 0.16757068631780395
Position 5283: 0.15967381126318386
Position 6637: 0.14505993422282026
Position 5113: 0.1191162332470653
Position 5338: 0.0503251202994147
Position 11795: 0.048067368516210796
Position 14659: 0.04558639070230963
Position 5445: 0.031177497108730672
Position 13407: 0.03104203819657859
Position 5808: 0.03093673987787073
Position 12180: 0.02500564176503321
Position 658: 0.023734394552092693
Position 5883: 0.02259255431298565
Position 2745: 0.020949861521650747
Position 7144: 0.019909752994222384
Position 5147: 0.016596432203252878
Position 2413: 0.01657117899131203
Position 1589: 0.014412874423023624
Position 2375: 0.014327680076854454
Position 11701: 0.014083488433711225
Position 13211: 0.012170744857869335
Position 5073: 0.01215865070655229
Position 684: 0.011282076110949982
Position 5455: 0.01067895149699596
Position 5961: 0.00952703745137648
Position 12933: 0.009349171392295186
Position 8130: 0.009091038753907606
Position 15282: 0.0084393557002196
Position 14669: 0.008122401809599354
Position 2688: 0.007531322532393245
Position 6849: 0.00749973263693574
Position 12913: 0.007010186001729013
Position 1079: 0.006718730946316648
Position 12194: 0.006544097658728047
Position 723: 0.0054798429524310485
Position 900: 0.005031972871203335
Position 3091: 0.005022236811242744
Position 12869: 0.004885670484276101
Position 3507: 0.0038301548477169137
Position 3294: 0.0038096460013835013
Position 498: 0.0034950323707776416
Position 13914: 0.002591030274841939
Position 449: 0.002536389672137016
Position 1190: 0.0023052378920673713
Position 11109: 0.0022316478574728044
Position 14697: 0.002223577440051734
Position 13200: 0.0018713599842972682
Position 4926: 0.0015317884779813933
Position 4387: 0.0015145664981175426
Position 5742: 0.0014308400507812749
Position 7281: 0.001281612699819059
Position 4840: 0.0012321118462670147
Position 630: 0.0011849690396996857
Position 1040: 0.0010848600132935097
Position 2455: 0.0010194645584558086
Position 5500: 0.0008713258405022628
Position 3570: 0.000770045830835277
Position 5888: 0.000718633269041366
Position 535: 0.0007158603413848454
Position 15310: 0.0006618277386471874
Position 694: 0.00048420146207328574
Position 10742: 0.00037772934872024966
Position 15136: 0.00036405206213763105
Position 209: 0.00031682631631875936
Position 855: 0.00020868462374512803
Position 332: 0.00015402187946530682
Position 5326: 0.0001171470419555836
Position 11807: 0.00011261396668624338
Position 337: 0.00010522978415269353
Position 487: 8.992845777751198e-05
Position 5221: 3.0946520108573e-05
Position 725: 1.8891177044902494e-05
Position 2496: 1.4955304616347849e-05
Position 2519: 9.797645957280906e-06
Position 1063: 4.1734759198829306e-06
Position 1350: 2.378336930608819e-06
Position 135: 1.1122442787636455e-06
Position 10248: 7.798967227884441e-07
Position 1014: 8.134191035572919e-08
Position 1154: 7.361139728485029e-08
Position 88: 5.180994372574339e-08
Position 580: 3.843508404987484e-08
Position 632: 2.459019362389165e-08
Position 521: 1.8281730726918614e-08
Position 578: 1.624807266816001e-08
Position 767: 1.231296065737334e-08
Position 133: 8.818482715770016e-09
Position 340: 7.93836034410616e-09
Position 780: 7.186891480547558e-09
Position 259: 4.943364110668756e-09
Position 443: 7.515807190037242e-10
Position 193: 5.467215422969469e-11
Position 369: 1.8433863574804943e-11
Position 385: 2.536617878088591e-13
Position 463: 8.172900763750979e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 10233: 0.9740830216451244
Position 4709: 0.8982279458716325
Position 15069: 0.8791820990215119
Position 1002: 0.5220062059170517
Position 5004: 0.40758235235184775
Position 7834: 0.38532801082618506
Position 12839: 0.3355044372977143
Position 5007: 0.27350626386775095
Position 412: 0.22948781495539583
Position 5207: 0.21696074679017513
Position 6554: 0.10315516143639412
Position 975: 0.08494656856775049
Position 14543: 0.0561532852221526
Position 13267: 0.054935729617690866
Position 11581: 0.05262242544047311
Position 4715: 0.041615504802168586
Position 12065: 0.04075862918613336
Position 5735: 0.0393104701197181
Position 5405: 0.02741852405567036
Position 2630: 0.025831380735190684
Position 890: 0.02513960894786728
