Gene = EFHB
index = 488
Annotated 5SS: [  951 13676 14348 15949 18878 28561 34749 35403 37494 45737 49778 51631]
Annotated 3SS: [13612 14203 15767 18766 28430 34664 35334 37338 45528 49564 51448 54375]
SMsplice 5SS: [  951 14348 15949 18878 28561 34749 35963 37494 45265 45737 48289]
SMsplice 3SS: [14203 15812 18766 28430 34664 35867 37338 45131 45528 48175 54375]
top_k =  500
Partition function (log Z): -4.313496924877947

Sorted 5' Splice Sites (High to Low Probability):
Position 14348: 0.9999999999999993
Position 28561: 0.9983801053141791
Position 34749: 0.9950663463879627
Position 18878: 0.9519578499715308
Position 15949: 0.9329005461065769
Position 951: 0.7696069772239754
Position 35963: 0.7217909528895258
Position 37440: 0.6164604643205785
Position 45737: 0.5422694825231384
Position 101: 0.4385093059815222
Position 45265: 0.38816418862634683
Position 2320: 0.33253120762879773
Position 48289: 0.27502479461996354
Position 30325: 0.27052891282153246
Position 1328: 0.2131015674313193
Position 37519: 0.15372056376913176
Position 29578: 0.14950765402463967
Position 5505: 0.14899159109267127
Position 35403: 0.14222428415086152
Position 2479: 0.12770863043765315
Position 30097: 0.11786936799020427
Position 16769: 0.11764867791242833
Position 45354: 0.10357098541089393
Position 24455: 0.081786337136355
Position 26583: 0.06882319225245295
Position 39993: 0.06759119548958972
Position 41917: 0.06709347294125148
Position 21646: 0.06469815179203893
Position 37498: 0.060445212905279745
Position 39452: 0.05918812305711773
Position 36205: 0.05588853755844815
Position 35626: 0.054733272025230706
Position 30499: 0.053223887335273265
Position 18985: 0.04464954028878991
Position 34233: 0.02711508873181237
Position 306: 0.026974455814703653
Position 1377: 0.025163755066286517
Position 21665: 0.024912280563478276
Position 33512: 0.02471856596386053
Position 17070: 0.023976584356643748
Position 19214: 0.02240784677624316
Position 36278: 0.02229714741774266
Position 38351: 0.019997433737923818
Position 24752: 0.01856249493487443
Position 558: 0.016765034970721147
Position 34924: 0.015828029741381113
Position 17072: 0.01541084408249925
Position 2187: 0.01257204868314711
Position 35472: 0.012175783166774923
Position 17595: 0.010279021709470712
Position 21081: 0.010200489416548513
Position 37: 0.010058298996914905
Position 36434: 0.009821017758314484
Position 16150: 0.008964235247505396
Position 23735: 0.00837921875360036
Position 16356: 0.007799523234251536
Position 32763: 0.007336678401665781
Position 29934: 0.006677378307362455
Position 28751: 0.006529474558704335
Position 37132: 0.006286133500562138
Position 735: 0.006055651695908284
Position 36859: 0.00577339221364761
Position 2534: 0.00574453916517674
Position 4597: 0.004612285304895319
Position 2074: 0.004121374990419562
Position 261: 0.003188262583182288
Position 37454: 0.0031577438614829693
Position 36743: 0.0029011281057606314
Position 4180: 0.002804074362937793
Position 35076: 0.00276621847794981
Position 35868: 0.002740982341060533
Position 1676: 0.0024943153652199177
Position 36759: 0.0023238826216531575
Position 4204: 0.0023211184829654325
Position 34629: 0.0020611435590736455
Position 42: 0.0018178722649623293
Position 2296: 0.001502712681592735
Position 38347: 0.0014462429280604038
Position 36209: 0.0013112232469586888
Position 319: 0.0012947242963001749
Position 35596: 0.0011798139207414532
Position 37077: 0.0011447771899113232
Position 37565: 0.0011140274075753
Position 28649: 0.0009903919177330326
Position 3419: 0.0007547654503150541
Position 421: 0.0007074039495157436
Position 36765: 0.0007038494547458323
Position 219: 0.0006917126550544851
Position 491: 0.0006839417821634517
Position 36761: 0.0006645793474383966
Position 621: 0.0006517058809268797
Position 35298: 0.0006294483046859897
Position 36665: 0.0005636393029420356
Position 36696: 0.00043039874264744074
Position 18953: 0.00036121754620717535
Position 37419: 0.0002996042850593738
Position 2538: 0.0002929123094431261
Position 18846: 0.000223864529733844
Position 32492: 0.00017717585282434807
Position 1651: 0.00016964340129599698
