Gene = PRRC1
index = 1080
Annotated 5SS: [  168  5974  7312  9170 12788 16178 21535 30313]
Annotated 3SS: [ 5850  6921  9008 12684 16013 21430 30209 34097]
SMsplice 5SS: [  168  7126  7312  9170 12833 16178 21535 30313]
SMsplice 3SS: [ 6921  7212  9008 12684 16013 21430 30209 30512]
top_k =  500
Partition function (log Z): 8.10364396894278

Sorted 5' Splice Sites (High to Low Probability):
Position 21535: 1.0000000000000013
Position 9170: 0.9823826706436848
Position 16178: 0.9795701880451406
Position 30313: 0.9770252414896508
Position 7312: 0.9458614728370305
Position 168: 0.9291571156896137
Position 27078: 0.7093414683128353
Position 12833: 0.6799831601267462
Position 7126: 0.6345304547441403
Position 22451: 0.5465642932959498
Position 26303: 0.4388748947865015
Position 5974: 0.41640897301530544
Position 27264: 0.4070415878254751
Position 26657: 0.3573915332359057
Position 30526: 0.29772681303784215
Position 32792: 0.29448998176334984
Position 30819: 0.2938496020068623
Position 23912: 0.2623291773589979
Position 18649: 0.1894522431610479
Position 8644: 0.17166792988792684
Position 31107: 0.17142375441622457
Position 391: 0.1580604659384581
Position 21315: 0.1385597925817948
Position 8871: 0.13150170425654306
Position 14343: 0.1239971517563857
Position 18162: 0.12318118182599241
Position 15692: 0.1210625240986
Position 26662: 0.1124284378781575
Position 32466: 0.1093686470717039
Position 17795: 0.10131505042310465
Position 30083: 0.10026678011517395
Position 32770: 0.09846909387665165
Position 14270: 0.09262107995344927
Position 12213: 0.06736285682795069
Position 18616: 0.06709443583487729
Position 20395: 0.06671235298462616
Position 11471: 0.06471607801718077
Position 6150: 0.06305387989514971
Position 32438: 0.06257256214360449
Position 12788: 0.05672169606898605
Position 34304: 0.054261937629449544
Position 23398: 0.05251470463732379
Position 27098: 0.049211384457507355
Position 4425: 0.0464841071581793
Position 11235: 0.046230703803388194
Position 8582: 0.04613808747951196
Position 9376: 0.04383223721137353
Position 24455: 0.04092273506146429
Position 5742: 0.03775681309389054
Position 17380: 0.03658297819662382
Position 10558: 0.035611429960881964
Position 56: 0.0346342218793001
Position 27323: 0.03233851932966549
Position 12809: 0.031015865333676326
Position 7953: 0.03019113589593837
Position 14295: 0.027235930941301698
Position 31900: 0.026793781027268437
Position 17888: 0.02179367753343351
Position 5307: 0.01808802529895059
Position 4883: 0.01770210738159625
Position 9126: 0.017268804653821634
Position 13658: 0.017255022455773993
