Gene = GFM1
index = 586
Annotated 5SS: [  438  1504  2020  2670  4880  7969  9190 10354 14782 16698 18407 21197
 22109 37880 40391 46046 46915]
Annotated 3SS: [ 1350  1886  2464  4762  7817  9031 10268 14643 16595 18349 21058 22025
 37716 40245 45884 46860 47057]
SMsplice 5SS: [  293  1504  2020  2670  4880  7665  7969  9190 10354 11829 14782 16698
 17463 21197 22109 37880 40391 41489 42253 47201]
SMsplice 3SS: [ 1350  1886  2580  4762  7566  7817  9031 10268 11558 14643 16595 17364
 21058 22025 37716 40245 41373 42158 47057 48162]
top_k =  500
Partition function (log Z): 1.4995407895673458

Sorted 5' Splice Sites (High to Low Probability):
Position 16698: 0.999802198124227
Position 22109: 0.9957821953538117
Position 21197: 0.9841612652470503
Position 9190: 0.9601659333449023
Position 2020: 0.9227560954077125
Position 1504: 0.9226038913601416
Position 4880: 0.7716686496593905
Position 10354: 0.7443270779218725
Position 2670: 0.6885590722761514
Position 7665: 0.6884284414547797
Position 7922: 0.6339895997397961
Position 17463: 0.6130040084543192
Position 11829: 0.6018990647921445
Position 293: 0.4924925974138021
Position 438: 0.3772680299613211
Position 28012: 0.28408868653467007
Position 21800: 0.28118664073086863
Position 5784: 0.26177920425888507
Position 14786: 0.2594303566151962
Position 14799: 0.21729570652250024
Position 3928: 0.21537191744765696
Position 27962: 0.2113390099421362
Position 18407: 0.20375391444534185
Position 20: 0.12806688781077083
Position 24858: 0.11269548718456038
Position 5841: 0.10095067895912758
Position 14822: 0.088824809737026
Position 14737: 0.07618630884873007
Position 3867: 0.06560102226377983
Position 25297: 0.06320598127129246
Position 19591: 0.06159832405820647
Position 21630: 0.06098765647116526
Position 20387: 0.047491777496860337
Position 20428: 0.04254530031664244
Position 10480: 0.038527317924834874
Position 1249: 0.03662205756729797
Position 21681: 0.0362435874656674
Position 8141: 0.034882524493192194
Position 19412: 0.03142329671434748
Position 19320: 0.03088287788702828
Position 19883: 0.030744713555751722
Position 21625: 0.029578697958363067
Position 8548: 0.02322583174490346
Position 5775: 0.022965932532744267
Position 629: 0.021310049701666865
Position 28729: 0.020768274448420394
Position 16980: 0.019042412270099132
Position 8457: 0.01886766526781164
Position 2336: 0.018682022309140765
Position 14845: 0.018212087622446915
Position 21471: 0.0174479537421676
Position 2216: 0.01582360631263622
Position 21484: 0.014075329834302385
Position 4645: 0.014041091282301714
Position 14524: 0.011425728007913354
Position 21770: 0.009457764705161836
Position 1517: 0.008688518223430359
Position 564: 0.008664061150757872
Position 5879: 0.008444281348128503
Position 4828: 0.007453171008574342
Position 25051: 0.006563425251651364
Position 8418: 0.006335171772112666
Position 8538: 0.005921565198259155
Position 166: 0.005776174146106619
Position 11796: 0.005382391573141197
Position 16883: 0.0053792092934715026
Position 22718: 0.005367077177434344
Position 1605: 0.00521457082067402
Position 4736: 0.005153148323627024
Position 8125: 0.005033665751150785
Position 21464: 0.004273095032481944
Position 15392: 0.0037825552814764363
Position 586: 0.003081526171868636
Position 1318: 0.0029398101872107523
Position 24605: 0.00292292045972416
Position 2736: 0.0026815611440675078
Position 13809: 0.0025633380037099886
Position 21784: 0.0025088834666923605
Position 17037: 0.0024705523188916444
Position 4566: 0.002465661728396861
Position 21215: 0.0024517532211461445
Position 4186: 0.0022365393163048326
Position 1894: 0.0020749178485253462
Position 604: 0.0019123181711707083
Position 7166: 0.001812496475303288
Position 1211: 0.0017575484586679004
Position 2209: 0.001741081797775382
Position 612: 0.0016813221358254178
Position 14826: 0.0016806908201253293
Position 16821: 0.001678436956014702
Position 7973: 0.0014852808480401679
Position 1820: 0.0013856807739552218
Position 21084: 0.0013387686748428118
Position 10526: 0.0012587453941254976
Position 5149: 0.0010928649697511145
Position 10993: 0.0009820526195566694
Position 5661: 0.000965336718778622
Position 16842: 0.0008885350469906253
Position 3668: 0.0008822288649332205
Position 2319: 0.0008783029633033991
Position 10957: 0.0008531086941700692
Position 18531: 0.0007634410062219154
Position 21554: 0.0007536077176934407
Position 702: 0.0007342258237778309
Position 18832: 0.0007297804444476585
Position 9580: 0.0005995572704731141
Position 9652: 0.0005993129381016823
Position 17473: 0.0004930966343951487
Position 3436: 0.0004053159801752709
Position 1351: 0.00040525570973061416
Position 1221: 0.0003991061549309585
Position 1387: 0.0002979312692021448
Position 2264: 0.00026378194281795645
Position 4: 0.00023728516710850065
Position 833: 0.00021722206387707484
Position 17456: 0.00021714446859771486
Position 17438: 0.0002157352444135693
