Gene = GTF2E1
index = 628
Annotated 5SS: [   63  8269 28198 33933]
Annotated 3SS: [ 7790 27995 33690 38310]
SMsplice 5SS: [  240 28198 33933]
SMsplice 3SS: [27995 33690 38310]
top_k =  500
Partition function (log Z): -25.782389220915476

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.8534875297695546
Position 7877: 0.5229999997578387
Position 9230: 0.318753199801082
Position 5612: 0.11139524766642651
Position 3148: 0.10559521143351402
Position 9962: 0.09892524209290778
Position 63: 0.05520070154320957
Position 436: 0.05004532909967561
Position 14618: 0.02577950488005765
Position 3475: 0.024894458240879845
Position 387: 0.0242241253130381
Position 8269: 0.023595161103559352
Position 5946: 0.022471908804393457
Position 7220: 0.021646395214838018
Position 10: 0.01681718960677607
Position 7077: 0.016738702966897178
Position 1577: 0.010673213934351148
Position 6242: 0.010172954928788443
Position 1605: 0.009440463955454491
Position 3395: 0.009402332947551066
Position 7868: 0.004861795725486703
Position 379: 0.0031689222231546994
Position 2313: 0.0020351620521623717
Position 4953: 0.0016174052614099485
Position 228: 0.0013039394250913877
Position 6572: 0.0009317825765750598
Position 2448: 0.0005430426754909693
Position 5274: 0.0005199752838655319
Position 9265: 0.0003481113141672109
Position 4569: 0.0003278334633551242
Position 1217: 0.00031272991802127107
Position 4474: 0.00024051113751942768
Position 892: 0.00014019861545856772
Position 371: 0.0001388105191253867
Position 402: 9.856436351589601e-05
Position 561: 9.122942877350618e-05
Position 506: 7.708837705159701e-05
Position 1094: 6.778545996166365e-05
Position 86: 6.758566310287571e-05
Position 400: 6.736447846830905e-05
Position 1193: 5.8169521369948426e-05
Position 764: 5.426742129446393e-05
Position 1882: 4.909761311248473e-05
Position 2304: 4.8995153572125226e-05
Position 433: 3.801571836226455e-05
Position 2956: 3.588945951462403e-05
Position 3102: 1.9125256939303036e-05
Position 2526: 1.552040832785537e-05
Position 2905: 1.2578027969770113e-05
Position 1269: 1.1447600225087546e-05
Position 1562: 1.118846580944974e-05
Position 1209: 1.0049256482259926e-05
Position 1068: 9.958680120877142e-06
Position 845: 7.587646246770944e-06
Position 34: 6.721536604674629e-06
Position 452: 6.03050197613666e-06
Position 802: 5.999126154563227e-06
Position 93: 1.3407561305716668e-06
Position 37: 2.8830931841337366e-07
Position 264: 2.0519458859077207e-07
Position 13: 1.697174340025471e-07
Position 79: 1.6500292930000326e-07
Position 226: 7.95089512884005e-08
Position 290: 7.851402121862395e-08
Position 72: 6.754682890743218e-08
Position 45: 5.745575301339238e-08
Position 43: 4.286047376891082e-08
Position 266: 3.265989169995914e-08
Position 473: 2.0450073474603073e-08
Position 183: 1.0965174795197788e-08
Position 192: 9.998234874342816e-09
Position 300: 9.035500162130621e-09
Position 518: 7.1874983853726966e-09
Position 307: 6.271347375792805e-09
Position 315: 4.44697652384296e-09
Position 406: 3.674813797995622e-09
Position 565: 3.022041712491383e-09
Position 685: 2.8153501487249857e-09
Position 404: 2.5984106833822105e-09
Position 461: 2.4144233293230658e-09
Position 459: 8.348767871878597e-10
Position 421: 6.238083961960484e-10
Position 351: 5.04991925498768e-10
Position 174: 1.3754859160386126e-10
Position 333: 1.5283206240635057e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14354: 0.584364363811889
Position 7790: 0.5333608521326859
Position 9052: 0.42906873476897905
Position 5465: 0.11500470049600021
Position 15570: 0.07682314898255632
Position 3001: 0.06575053548830216
Position 9844: 0.06139534855912208
Position 14703: 0.05298681425488806
Position 3316: 0.043067010002125164
Position 9817: 0.0318590912589039
Position 5804: 0.026228171236255298
Position 11533: 0.025309950133005747
Position 2852: 0.02483027016111814
Position 9672: 0.02259768314688369
Position 7678: 0.02014691040192048
Position 16653: 0.01681821372738773
Position 10888: 0.015584667416997534
Position 7012: 0.014853501452301531
Position 1394: 0.013996177394713049
Position 9626: 0.01281048017946532
Position 7176: 0.01241771411445881
Position 9324: 0.011008357622228966
Position 2955: 0.010346886744905803
Position 5982: 0.009810976490216599
Position 8044: 0.008338231720764134
Position 202: 0.007948361872002938
Position 7204: 0.007062792186090229
Position 4684: 0.006752323702859053
Position 6862: 0.0065380379766203905
Position 9120: 0.005944429141601461
Position 13012: 0.005881547589057349
Position 8021: 0.005209280823859681
Position 10755: 0.004228258859939738
Position 6189: 0.003898123392886985
Position 10850: 0.003335552465377304
Position 10306: 0.0029069482684961627
Position 3030: 0.002569347387663952
Position 12722: 0.0024192747695932016
Position 2211: 0.0022027804373191823
Position 561: 0.0021522608531930132
Position 7644: 0.0021383783109926073
Position 7115: 0.0020178686820086786
Position 5576: 0.0017869350776991049
Position 8599: 0.0017552078260134414
Position 3524: 0.0016118572914072277
Position 4790: 0.0015827209698842405
Position 1526: 0.001537590182180601
Position 5506: 0.0014665285244752576
Position 7936: 0.0013999779050694614
Position 630: 0.0013776671304401196
Position 1976: 0.001369640759760844
Position 7296: 0.0013372267344236757
Position 9688: 0.0012942855574014423
Position 1546: 0.0012873143984223556
Position 4416: 0.0012562177578712226
Position 3066: 0.0011268073656530678
Position 1476: 0.0011038475246719034
