Gene = AJAP1
index = 45
Annotated 5SS: [   723  57968 115209 117794 119827]
Annotated 3SS: [ 57167 115120 117547 119694 122668]
SMsplice 5SS: [   723  10917  11293  14173  17358  22981  39278  47917  64663 115209
 117794 118258 119827]
SMsplice 3SS: [ 10763  11090  13983  17247  22777  39170  47814  64592 115120 117547
 118102 119694 122613]
top_k =  500
Partition function (log Z): -54.30454059949218

Sorted 5' Splice Sites (High to Low Probability):
Position 17358: 0.9403161908509077
Position 22981: 0.9163878258521553
Position 11293: 0.6981457038205287
Position 723: 0.6175273735802279
Position 10917: 0.5912109430106588
Position 14173: 0.5094357438579765
Position 16999: 0.4483899798430123
Position 17622: 0.4431632288775872
Position 14184: 0.32628440126487035
Position 746: 0.3023742783329952
Position 18469: 0.26453248998319084
Position 21143: 0.21120215289553454
Position 10940: 0.20728106562993276
Position 23964: 0.1899821413055311
Position 23188: 0.17753270023808757
Position 15500: 0.16167128398523506
Position 15779: 0.15092774532904593
Position 11176: 0.14494169319601558
Position 18199: 0.13851498503264123
Position 7655: 0.13479287881723498
Position 4735: 0.1260898615313363
Position 18418: 0.07344043009284353
Position 5362: 0.07095298006626435
Position 664: 0.06581967629117837
Position 16456: 0.06234864876130546
Position 2606: 0.055873419265011756
Position 18481: 0.05476074522115845
Position 21183: 0.04862623902923321
Position 4279: 0.04754754629642292
Position 11165: 0.046037110298363354
Position 15815: 0.043496005925793516
Position 20694: 0.04154011743091493
Position 15784: 0.036155470351757465
Position 12467: 0.034320648120644406
Position 17951: 0.03282672126889014
Position 15541: 0.02523831741850501
Position 18290: 0.024134474141248672
Position 13197: 0.01992432478058464
Position 10957: 0.018596227752776664
Position 284: 0.012739342096715808
Position 12844: 0.009928771312670266
Position 16424: 0.009657760282530743
Position 17383: 0.00879669090363773
Position 17963: 0.008377607158462462
Position 19805: 0.008000739588973106
Position 18068: 0.007933003439754014
Position 14736: 0.007779036679040398
Position 2898: 0.006948066501182194
Position 20201: 0.006510548835854427
Position 16777: 0.006220038668396103
Position 10141: 0.005393898629378635
Position 6682: 0.005153931261047261
Position 20666: 0.0050986599906536045
Position 12965: 0.004515877887611526
Position 10501: 0.003851625199411625
Position 9702: 0.0037713468069634536
Position 12551: 0.003186908964514534
Position 15155: 0.0031362755430422635
Position 14188: 0.002567752742405397
Position 14039: 0.002339239184095084
Position 11704: 0.0018413117627609002
Position 14120: 0.0016067753890645273
Position 25929: 0.0015974142902152135
Position 2850: 0.001533981429225739
Position 14894: 0.0008192727993487291
Position 17353: 0.00056462084069345
Position 760: 0.0005481364559465396
Position 185: 0.00039716577663576535
Position 3366: 0.00038116870391321887
