Gene = TMF1
index = 1457
Annotated 5SS: [  359  4946  7812  8554  9497 12753 13461 13740 17281 18756 22489 24078
 24404 26308 26744 28249]
Annotated 3SS: [ 3740  7707  8426  9390 12609 13293 13582 17187 18598 22295 24007 24310
 26205 26590 28122 28982]
SMsplice 5SS: [  359   736  3628  4172  7812  8554 12753 13461 13740 17281 22489 24078
 24404 27448 28249]
SMsplice 3SS: [  658  3530  4079  7634  8426 12609 13293 13582 17187 22295 24007 24310
 27323 28122 28982]
top_k =  500
Partition function (log Z): 18.126098739483314

Sorted 5' Splice Sites (High to Low Probability):
Position 27448: 0.992425209519617
Position 359: 0.9852669068804355
Position 4172: 0.9798278688348919
Position 13461: 0.9253513242437655
Position 8554: 0.9216828419259889
Position 24078: 0.9162186317164833
Position 17281: 0.903205791899812
Position 7812: 0.8884422681748981
Position 13740: 0.8554525283036953
Position 24404: 0.8123291795393496
Position 28249: 0.7220657610324404
Position 12753: 0.6920337303853462
Position 736: 0.6643154959902422
Position 3628: 0.5853280616094643
Position 22489: 0.5634181574706651
Position 26308: 0.5069727819841282
Position 9497: 0.4845744211401091
Position 29483: 0.48176534706233587
Position 29159: 0.42046069530105395
Position 4946: 0.3362051944340712
Position 26744: 0.31117120953906335
Position 4955: 0.2728209924351954
Position 7403: 0.2640718211812425
Position 9058: 0.2304447240320336
Position 88: 0.2127252882947288
Position 3941: 0.1990324099010006
Position 17583: 0.16108646598007711
Position 30221: 0.15587497140976286
Position 56: 0.14522683670267222
Position 20573: 0.1370396820098762
Position 17758: 0.11954315750938913
Position 22120: 0.1187524727624985
Position 3555: 0.11622493902035612
Position 18756: 0.11590482379056281
Position 5750: 0.10579037907977615
Position 729: 0.09045754227253222
Position 17317: 0.0858272398802736
Position 29070: 0.08129259837503365
Position 3615: 0.07324945158235827
Position 27763: 0.05414207827164481
Position 14359: 0.053002233022136955
Position 3640: 0.044174045545699134
Position 16930: 0.043144074969249345
Position 17715: 0.042816210443462496
Position 9099: 0.04102857107408426
Position 9532: 0.0370179886666718
Position 8798: 0.03639201241824588
Position 27995: 0.03493650494792054
Position 18823: 0.033682173759936956
Position 13396: 0.030729495990583847
Position 14627: 0.03054787435057937
Position 2169: 0.029814528542658834
Position 1252: 0.028769532662945244
Position 7437: 0.026431627947948382
Position 5992: 0.026424413675282
Position 29081: 0.026216503712551475
Position 24639: 0.025924482748538633
Position 26660: 0.024307116292361767
Position 27183: 0.024241346609582253
Position 3983: 0.023885530411150123
Position 740: 0.021400141634038528
Position 4163: 0.019742185137309846
Position 4353: 0.018936832638700805
Position 23565: 0.01682649068503503
Position 26532: 0.015033988730376811
Position 1548: 0.014518899464923274
Position 28213: 0.013858706162506874
Position 5956: 0.011914160750494769
Position 22552: 0.011641250108808192
Position 17293: 0.01043423050918858
Position 3595: 0.009920093944618208
Position 9717: 0.008587497575486602
Position 20417: 0.008066854932473043
Position 16801: 0.007668122565985747
Position 16053: 0.007666038199010179
Position 4613: 0.006888014134062284
Position 16813: 0.006231202188538052
Position 15705: 0.004543575593072578
Position 1291: 0.0036362877126211463
Position 12858: 0.0035818760446666535
Position 29122: 0.003335628934392626
Position 20109: 0.0032811285234265516
Position 421: 0.003250003678363313
Position 3851: 0.003034766582773033
Position 3866: 0.0029821639086633346
Position 2306: 0.002761731336816408
Position 10116: 0.0022953905870360066
Position 14787: 0.0021270938362951157
Position 3933: 0.001973874311169102
Position 8790: 0.001890522056991576
Position 38: 0.0013304965774955239
Position 3755: 0.001190772044402298
Position 557: 0.0009175182792039111
Position 27923: 0.0009045836216972823
Position 14739: 0.0008721886692950134
Position 27693: 0.0008384167971768366
Position 1420: 0.0006971470954268997
Position 3914: 0.0005238881790261167
Position 28427: 0.0004283472859725964
Position 9020: 0.0004071404907720348
Position 17267: 0.0004045817351443653
Position 82: 0.0003965858783521831
Position 776: 0.00038495304712970926
Position 585: 0.00036526393922029496
Position 27583: 0.00027198246018778527
Position 5170: 0.00021603702184560175
Position 345: 0.00020528674373266337
Position 1203: 0.00016369737900208232
Position 182: 0.0001155035995264519
Position 27579: 8.598941369397032e-05
Position 4098: 8.407613369055059e-05
Position 516: 5.5354117757420994e-05
Position 5245: 5.2828128562465066e-05
Position 8570: 4.7347154773504044e-05
Position 221: 3.4802224160422595e-05
Position 14445: 2.997326605252473e-05
Position 4184: 2.6382491688438793e-05
Position 471: 2.4269422661461712e-05
Position 3592: 2.322560196172828e-05
Position 379: 1.848833839809937e-05
Position 1581: 1.6664801413109894e-05
Position 716: 1.314023433770095e-05
Position 798: 1.2819936878194504e-05
Position 24127: 1.2626979669127275e-05
Position 3289: 1.11145319033243e-05
Position 805: 1.0016738295326503e-05
Position 29: 9.412475944888895e-06
Position 225: 6.875507453077472e-06
Position 4196: 5.549099670892314e-06
Position 578: 2.3833325833931417e-06
Position 520: 1.8136030689206007e-06
Position 295: 1.650126667839083e-06
Position 426: 6.12268855957909e-07
Position 441: 5.962912499431845e-07
Position 119: 2.2682455068617192e-07
Position 429: 3.8333104697114445e-08
Position 140: 6.279516211530058e-09
Position 282: 2.1904187440347642e-09
Position 431: 6.683027317136314e-10
Position 267: 2.7615560371614056e-12
Position 402: 6.223852333766292e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17187: 0.9951074975871277
Position 27323: 0.9911841850401311
Position 4079: 0.9878241963437523
Position 24007: 0.9303378035793715
Position 13293: 0.8280771659873464
Position 3530: 0.8138460679758877
Position 24310: 0.7912275589885449
Position 7634: 0.7787858406144385
Position 12609: 0.6606822061606683
