Gene = SNTN
index = 1293
Annotated 5SS: [ 130 2129 7197]
Annotated 3SS: [ 2093  7056 11268]
SMsplice 5SS: [ 130 2129 7197]
SMsplice 3SS: [ 2093  7056 11268]
top_k =  500
Partition function (log Z): -6.538730775722796

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9929547377195718
Position 7197: 0.695327382130686
Position 2129: 0.6205773034421092
Position 6336: 0.35138667915887944
Position 3565: 0.3222220046496813
Position 2228: 0.2802714295645986
Position 6793: 0.1989395565507503
Position 5508: 0.16478802556146352
Position 3242: 0.10675705806428985
Position 936: 0.09628097381804612
Position 7135: 0.05683139695576755
Position 6998: 0.03086402156983609
Position 2586: 0.030302185623935888
Position 11119: 0.02928137000410585
Position 1672: 0.01669152791508607
Position 1501: 0.016253864950350187
Position 1804: 0.014967277246780588
Position 1403: 0.01462199333495384
Position 6830: 0.013921937754935906
Position 10124: 0.010676667347788946
Position 797: 0.0101437048947336
Position 11164: 0.008656491153616067
Position 1282: 0.004921253883067319
Position 1702: 0.004890401976472774
Position 4474: 0.004880468379082687
Position 6687: 0.004404179045608192
Position 1240: 0.0029493563926930835
Position 7276: 0.0024192073581167824
Position 2631: 0.001371928605730537
Position 1885: 0.0012115781086289316
Position 4316: 0.0011328182594815782
Position 1465: 0.001012842104552493
Position 2850: 0.0007336314418658185
Position 6287: 0.0006311620635076745
Position 384: 0.0005327016939481853
Position 754: 0.0004928556423473232
Position 1889: 0.00041467090539963494
Position 877: 0.00037623932904567157
Position 814: 0.00028093203139736633
Position 836: 0.00024427914762975865
Position 325: 0.00023390258905027516
Position 370: 0.0002225037621523995
Position 565: 0.00021756935328367597
Position 824: 0.00018103165647757327
Position 1394: 0.00013822536539354673
Position 1315: 0.00013368161685253687
Position 30: 0.00010100873022552028
Position 2553: 9.300083174967429e-05
Position 746: 6.429509517379291e-05
Position 314: 6.160492407148103e-05
Position 1266: 4.000543157374939e-05
Position 628: 3.642730026656411e-05
Position 880: 3.2630270934895386e-05
Position 460: 2.4009669629985488e-05
Position 709: 1.5092152017112411e-05
Position 465: 1.237856778198929e-05
Position 220: 1.2248152623225866e-05
Position 235: 1.034983993049876e-05
Position 39: 9.378402109731049e-06
Position 2151: 7.985628740990172e-06
Position 2302: 6.68619475766423e-06
Position 2188: 4.5869775117579434e-06
Position 2186: 2.536865166352156e-06
Position 1130: 1.9186772266780856e-06
