Gene = AASS
index = 1
Annotated 5SS: [  306  4462  7448 15260 15516 16944 17190 18749 20225 20705 32202 32452
 35078 35373 40775 40980 42120 47811 52323 54226 54961 55985]
Annotated 3SS: [ 4284  7362 15191 15368 16864 17061 18599 20101 20592 32141 32383 34955
 35245 40663 40870 41978 47642 52226 54109 54871 55807 57214]
SMsplice 5SS: [  306  4462  7448 15260 15516 16944 17190 18749 20705 32202 32452 40775
 40980 47811 52323 54674 54961 55985]
SMsplice 3SS: [ 4345  7362 15103 15368 16864 17061 18599 20592 32141 32315 40663 40870
 47642 52226 54494 54871 55807 57214]
top_k =  500
Partition function (log Z): 18.95937062854897

Sorted 5' Splice Sites (High to Low Probability):
Position 20705: 0.9999999999998851
Position 40980: 0.9999999978982039
Position 306: 0.9996075977571613
Position 16944: 0.9882969679586205
Position 7448: 0.9799954486574957
Position 17190: 0.9797084299767399
Position 32202: 0.9682350225000089
Position 32452: 0.9444277929709041
Position 55985: 0.921632599814298
Position 47811: 0.8865416848648493
Position 18749: 0.8739230489130367
Position 4462: 0.8250346609550836
Position 15260: 0.7342609069515486
Position 52323: 0.7309454624030534
Position 54961: 0.6946893471532266
Position 15516: 0.6353190958442401
Position 54674: 0.5836795025710036
Position 20225: 0.5786783480366964
Position 35078: 0.41645225146837017
Position 8374: 0.3814320956758726
Position 15502: 0.345045321621576
Position 12277: 0.3300921160475404
Position 56730: 0.3136451198780309
Position 42120: 0.3098884798132821
Position 46226: 0.23130871016287902
Position 55131: 0.22622344109047182
Position 35074: 0.2117210844631808
Position 18207: 0.1948568332438719
Position 51035: 0.18601848569355373
Position 49268: 0.15266758305047778
Position 54226: 0.14296698334791055
Position 16499: 0.13999932203808685
Position 47854: 0.11345800314917498
Position 7740: 0.07486466734856423
Position 4646: 0.07279822965834962
Position 659: 0.06650256470525526
Position 7024: 0.062296572136360966
Position 17612: 0.06039878639483722
Position 13563: 0.05372188456789113
Position 48245: 0.05222331738269033
Position 19633: 0.04329160326649097
Position 19026: 0.042546611750080864
Position 43730: 0.04243051463515031
Position 6917: 0.042102355301493366
Position 2924: 0.03794381453414394
Position 3844: 0.035770382438892155
Position 7086: 0.03467309282336355
Position 5839: 0.03203564925938483
Position 15968: 0.030666769243486453
Position 33612: 0.02737104763183612
Position 18183: 0.024575813469375384
Position 56269: 0.022305984832222903
Position 3111: 0.0214140592033617
Position 56361: 0.02047892331004736
Position 12395: 0.016969136309842394
Position 5343: 0.014695451765955393
Position 2093: 0.013819832904111396
Position 7503: 0.012788512261323827
Position 57564: 0.012379083992730314
Position 18107: 0.012162079513539523
Position 10454: 0.011791028421621727
Position 8320: 0.010927617610120061
Position 18237: 0.010018777182108364
Position 6849: 0.009551665162785487
Position 1909: 0.009337374727054688
Position 17239: 0.009168750730522703
Position 57385: 0.008395129302925778
Position 7571: 0.008314475104965566
Position 54698: 0.00738645418698035
Position 32692: 0.007234205371800276
Position 3567: 0.0066599036847089935
Position 2438: 0.006102324731755889
Position 3455: 0.0058954008501769664
Position 19305: 0.005845687503612828
Position 665: 0.005772873174954691
Position 17144: 0.005304899440943912
Position 56995: 0.004805360648858479
Position 7255: 0.004482415353514494
Position 4828: 0.004363110038237455
Position 17235: 0.004231955048996025
Position 56273: 0.004184278258309125
Position 56805: 0.003659232611598594
Position 18405: 0.00347955811918305
Position 17466: 0.0033476064256944653
Position 55645: 0.003337634474949872
Position 7249: 0.0031650162669767013
Position 57052: 0.003134424719838618
Position 7919: 0.002727179368206101
Position 7792: 0.00262436082836861
Position 1903: 0.0025785802695141393
Position 10170: 0.0025080001418621893
Position 5768: 0.0024740347220506497
Position 15451: 0.0024612898179512048
Position 57400: 0.0023686009923572157
Position 56779: 0.0022956413610927674
Position 1265: 0.002255986933319625
Position 43274: 0.002242740082017379
Position 2741: 0.0022192538174999783
Position 3871: 0.0021150758485326787
Position 55013: 0.001872398924373055
Position 56006: 0.0018175840277943253
Position 12040: 0.0018088159792708496
Position 7220: 0.0017848706242906062
Position 16633: 0.0017572133882780218
Position 6824: 0.0016539805655522823
Position 7452: 0.0016220559293496622
Position 56765: 0.0016132548525340429
Position 16709: 0.001603662134288218
Position 17889: 0.00155776066635565
Position 7068: 0.0013760322522350006
Position 6970: 0.0012163541190126955
Position 7606: 0.0011169955751639592
Position 57317: 0.0011158503183756859
Position 5727: 0.0010511919447256017
Position 19547: 0.001038576757690284
Position 12629: 0.0010331011535374415
Position 19622: 0.0010009859020609104
Position 5866: 0.0009199204049820212
Position 18099: 0.0007450356051615735
