Gene = MOCS2
index = 854
Annotated 5SS: [ 509 1238 2683 7663 8401 9349]
Annotated 3SS: [ 1115  2537  7534  8249  9224 11091]
SMsplice 5SS: [  48 2683 4894 7663 8401 9349]
SMsplice 3SS: [ 2537  4692  7534  8249  9224 11091]
top_k =  500
Partition function (log Z): 5.088573311920213

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.9749327095872405
Position 9349: 0.9723911068274662
Position 48: 0.9622444461803444
Position 7663: 0.9219826780856534
Position 8401: 0.7395364703721696
Position 4894: 0.6050529146385373
Position 2873: 0.38623950359803666
Position 8013: 0.29239313879689477
Position 10734: 0.16277571539316862
Position 2432: 0.15648620545690062
Position 10448: 0.14344855223258723
Position 2984: 0.13527824591049348
Position 1238: 0.12951430045486678
Position 10882: 0.12870071468334562
Position 10326: 0.09847100892889318
Position 9089: 0.08921394759439544
Position 10613: 0.07768224182126367
Position 9537: 0.05389372222035079
Position 5989: 0.04910021181224253
Position 7788: 0.046235656198129624
Position 6080: 0.04078481366011963
Position 2420: 0.03827689677405411
Position 2038: 0.03491808747336911
Position 2365: 0.03454580037267016
Position 11153: 0.030692793056483432
Position 6161: 0.02891768944528232
Position 6233: 0.02817382050452
Position 509: 0.02621077602646909
Position 6229: 0.0257319556636956
Position 6165: 0.024548467378223315
Position 3279: 0.02430753210125583
Position 3148: 0.02226665746758194
Position 6695: 0.020427124043000806
Position 9560: 0.017053072447176482
Position 5674: 0.01685337698090211
Position 8126: 0.015499107550939755
Position 5939: 0.014857112730777005
Position 702: 0.014582400871859113
Position 5823: 0.013836782920536191
Position 137: 0.01350022616526663
Position 713: 0.013246905177282022
Position 7924: 0.013174770979707233
Position 2687: 0.013115635582461128
Position 10878: 0.012559240965224493
Position 9331: 0.01186918573226493
Position 9791: 0.011844535313110364
Position 10808: 0.009582766485222919
Position 2267: 0.009235479321263354
Position 9684: 0.008085122305432207
Position 4751: 0.007940153055068316
Position 7659: 0.007654478811490316
Position 1779: 0.007129815740813283
Position 8571: 0.006641457446718906
Position 3962: 0.006551647922214027
Position 79: 0.006430336817790071
Position 688: 0.005491495960177007
Position 5310: 0.005478921978953752
Position 1352: 0.004924730375813114
Position 11313: 0.00478202193397029
Position 1116: 0.0047789357427516065
Position 6396: 0.0039577378535066545
Position 1078: 0.003921914768020705
Position 9761: 0.0038067101179976924
Position 965: 0.0035721161629247416
Position 7623: 0.0033792212888508195
Position 7619: 0.0033785982232129915
Position 3814: 0.002995751905384815
