Gene = CPTP
index = 406
Annotated 5SS: [ 336 2266]
Annotated 3SS: [2068 2473]
SMsplice 5SS: [336]
SMsplice 3SS: [2473]
top_k =  500
Partition function (log Z): -5.941275807955054

Sorted 5' Splice Sites (High to Low Probability):
Position 336: 0.8061837550067509
Position 2266: 0.46506880536373935
Position 1197: 0.2214509107204674
Position 2673: 0.22100227338326384
Position 3060: 0.19231865252074043
Position 221: 0.09994007093524525
Position 111: 0.0800489866862588
Position 829: 0.05962978900289178
Position 3471: 0.05923300638955051
Position 3269: 0.0536428226920249
Position 2186: 0.04046307670923802
Position 1926: 0.030454241938844724
Position 3748: 0.025993367578545437
Position 1726: 0.022410772323232592
Position 62: 0.01592096094502291
Position 2293: 0.015311138753610537
Position 3120: 0.01480216319080818
Position 3162: 0.014093171023631647
Position 2859: 0.012683790793686202
Position 3752: 0.009757058504124084
Position 1686: 0.006733370534924864
Position 3196: 0.006400445315541784
Position 2598: 0.005924680982093984
Position 1844: 0.004539868088409775
Position 3246: 0.004353417269114661
Position 2222: 0.004313241035041392
Position 3133: 0.0041724883491459155
Position 682: 0.003596407491841325
Position 2163: 0.003387052251804516
Position 2383: 0.0028688511593042945
Position 516: 0.002379897453316911
Position 2261: 0.002096383069408602
Position 1183: 0.0016385086470467208
Position 1930: 0.0014320046607721598
Position 2381: 0.0013365795975697876
Position 3274: 0.0011960509059178483
Position 2474: 0.0011018066537404904
Position 1862: 0.001001586628294114
Position 1812: 0.0009026362903527882
Position 1898: 0.0008867108232560839
Position 3379: 0.0006922686739288071
Position 2625: 0.0005491757726941182
Position 364: 0.0005144372986895606
Position 1505: 0.0002555540178624586
Position 2880: 0.00017075657635208906
Position 311: 0.00012026037865058569
Position 23: 7.716381591419678e-05
Position 295: 4.732587418188938e-05
Position 2022: 4.0320136225484676e-05
Position 1391: 3.897891070698978e-05
Position 119: 3.8025668849180714e-05
Position 1939: 2.4383207502286035e-05
Position 274: 1.3785123884295167e-05
Position 1161: 1.1728398369624726e-05
Position 1235: 7.155905346433024e-06
Position 369: 1.785770401095356e-06
Position 431: 1.3393752382164773e-06
Position 345: 9.388952017594132e-07
Position 306: 8.33823866227829e-07
Position 405: 6.069409135366766e-08
Position 149: 2.3739259868292864e-08
Position 448: 4.223061173452351e-09
Position 395: 3.1920889341189242e-09
Position 488: 1.2721524340849933e-09
Position 212: 6.384603000930051e-10
Position 152: 5.0709127525303573e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.56384878467715
Position 2068: 0.42880365537083226
Position 3861: 0.36770698497082877
Position 3035: 0.2918818293072703
Position 3590: 0.1865890419786821
Position 1081: 0.10746691789925693
Position 2162: 0.08672810194497614
Position 1595: 0.07727959235902923
Position 3420: 0.053281472155745885
Position 1090: 0.043057448395699936
Position 2516: 0.0391014945132581
Position 2376: 0.03164973177554276
Position 1033: 0.030260838886099765
Position 202: 0.028929641787816148
Position 2936: 0.023891255095528904
Position 565: 0.02375364336968983
Position 2957: 0.011873665310370773
Position 455: 0.011245071611193019
Position 1142: 0.009515762024408236
Position 2897: 0.008627677154416997
Position 656: 0.0078084969932783466
Position 306: 0.007523974991128422
