Gene = AL445665.1
index = 59
Annotated 5SS: [ 648 2917 5411]
Annotated 3SS: [ 2808  5257 10038]
SMsplice 5SS: [ 648 2917 5411]
SMsplice 3SS: [2808 5257 9062]
top_k =  500
Partition function (log Z): -3.624314046352999

Sorted 5' Splice Sites (High to Low Probability):
Position 2917: 0.9813164341335718
Position 5411: 0.9197739558145385
Position 648: 0.8817389183025227
Position 2730: 0.5085916314861457
Position 1940: 0.2799883901086597
Position 6821: 0.13135169077353182
Position 1201: 0.131185400951264
Position 7014: 0.11921859245656066
Position 3330: 0.11351829601632031
Position 6979: 0.1087700251031021
Position 6615: 0.10661821530479422
Position 2466: 0.09350488563679657
Position 322: 0.0866928760870098
Position 3322: 0.0768931290104466
Position 1078: 0.06816482265731486
Position 5415: 0.05285275474391025
Position 219: 0.03165366221064382
Position 9088: 0.029540510352575947
Position 4576: 0.01800346507315149
Position 6826: 0.01742747838557525
Position 3469: 0.011638440345771259
Position 3095: 0.01121956456763277
Position 1936: 0.009099278068779859
Position 5859: 0.008134183206587634
Position 2141: 0.008078773349732497
Position 794: 0.00630233369327239
Position 5328: 0.005845907683834549
Position 4565: 0.0054909994458195634
Position 5977: 0.005446134820865323
Position 9252: 0.004834482461013387
Position 3951: 0.004607100110235959
Position 1749: 0.004372283790477187
Position 1220: 0.00425166995644719
Position 3489: 0.004192883637980601
Position 1448: 0.0040716283214578385
Position 5661: 0.003599567326829477
Position 4106: 0.003422997154882924
Position 1395: 0.003190663807514185
Position 1082: 0.003142719816255149
Position 1208: 0.0031281810123456417
Position 1580: 0.0021016056699964944
Position 2014: 0.0020345538361469444
Position 8561: 0.001981781736794662
Position 3064: 0.0018356664571738044
Position 7079: 0.0017569684389770895
Position 677: 0.0016705678238606082
Position 2698: 0.0013291089333635603
Position 1196: 0.0013068559639639325
Position 2202: 0.0012392285851407097
Position 2508: 0.0012052844787791997
Position 2056: 0.0009761441530193204
Position 675: 0.0008953043056682785
Position 3104: 0.0008581166798649256
Position 2329: 0.0005882769739012814
Position 789: 0.0005669442948128357
Position 1967: 0.0005346410974528852
Position 2923: 0.0005330241041457724
Position 2510: 0.0004937268127998
Position 2493: 0.00037694826862119364
Position 3941: 0.0003679062495871503
Position 572: 0.000357094353438029
Position 2355: 0.00024768938211360236
Position 113: 0.00018892221948116009
Position 261: 0.0001593744236392694
Position 1976: 0.00012553009948699316
Position 537: 0.00010781916377255787
Position 2411: 9.642971013534553e-05
Position 5379: 5.699452601438287e-05
Position 137: 4.463554250239122e-05
Position 286: 3.3750481999609124e-05
Position 461: 2.981061268036265e-05
Position 624: 1.5216666020917304e-05
Position 332: 1.0173302197225828e-05
Position 540: 6.458017081639682e-06
Position 345: 5.355834901629561e-06
Position 921: 4.1478422499182716e-06
Position 92: 3.0095536567819054e-06
Position 44: 2.7337995141729117e-06
Position 70: 2.432473360625231e-06
Position 498: 2.3193777531316754e-06
Position 22: 1.2409473596558045e-06
Position 1001: 1.016852651248474e-06
Position 5363: 8.294249509716575e-07
Position 143: 5.618644857987551e-07
Position 371: 2.5019260523762924e-07
Position 526: 1.410556341925058e-07
Position 259: 6.592412917456292e-08
Position 950: 1.1902117770206682e-08
Position 349: 1.0923309720629275e-08
Position 593: 3.821249227685064e-09
Position 523: 2.4238628916433996e-09
Position 775: 6.121149498143312e-13
Position 558: 4.912187642415145e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5257: 0.9901670152445193
Position 2808: 0.9832816025598567
Position 9062: 0.6252637652122464
Position 2540: 0.24181239119051554
