Gene = PDZK1IP1
index = 1009
Annotated 5SS: [ 190 2737 5054]
Annotated 3SS: [2627 4957 6011]
SMsplice 5SS: [ 190 2737 5054]
SMsplice 3SS: [2627 4957 6011]
top_k =  500
Partition function (log Z): 1.183222923739993

Sorted 5' Splice Sites (High to Low Probability):
Position 5054: 0.9721754432022711
Position 2737: 0.9680537267493498
Position 190: 0.9588602541114241
Position 1062: 0.201050722595466
Position 3087: 0.18793563394111662
Position 848: 0.16885132596675062
Position 3359: 0.045060812326076095
Position 502: 0.039114791427010534
Position 1513: 0.03655103906636133
Position 6064: 0.030483760916808798
Position 4151: 0.028019619132595357
Position 3431: 0.02563599872911082
Position 3070: 0.025305937821411703
Position 3466: 0.019816126939449216
Position 3630: 0.01863697287953823
Position 787: 0.01733738572075387
Position 3420: 0.01694994497778062
Position 1258: 0.016139525881616865
Position 238: 0.01507473121557967
Position 3369: 0.01394147158128235
Position 497: 0.013788755571242527
Position 1103: 0.011162602777906375
Position 4785: 0.010515888621891165
Position 5027: 0.01025485073014311
Position 5059: 0.010146522023943293
Position 3105: 0.007932386141521227
Position 4245: 0.006881768317463453
Position 4170: 0.006765573417282717
Position 739: 0.006368932703557859
Position 3635: 0.006336392406043059
Position 491: 0.005278273976485124
Position 2985: 0.005184035074066239
Position 6081: 0.004591179913874244
Position 3242: 0.004506277754100319
Position 1391: 0.0039519324924466295
Position 2538: 0.003596762819562501
Position 2198: 0.003461902944813205
Position 1272: 0.003394790259265455
Position 1020: 0.003195090620584779
Position 1468: 0.0031345263557093052
Position 1453: 0.003128995155550514
Position 2771: 0.0026791695975762362
Position 389: 0.0021758679405133197
Position 987: 0.002148041938658886
Position 746: 0.0016965449075039343
Position 3347: 0.001662128981265179
Position 773: 0.001483978126114074
Position 5079: 0.0014497854753873173
Position 3873: 0.0014417976435039835
Position 4159: 0.0013757305210982413
Position 1851: 0.0012870122662557058
Position 2470: 0.001244676312480169
Position 2554: 0.0010046175039610796
Position 5117: 0.0009991523138224853
Position 1066: 0.0008739449941678957
Position 2887: 0.0006171613289389023
Position 950: 0.0004664972334148513
Position 768: 0.0004395704552711666
Position 5272: 0.0003174532580689762
Position 6231: 0.00021939963731889528
Position 5010: 0.0001873837860625589
Position 393: 0.00012969591970420053
Position 181: 0.00012292731753280183
Position 474: 9.135533300061453e-05
Position 5637: 9.130536840796536e-05
