Gene = MSANTD3
index = 884
Annotated 5SS: [  238 15201]
Annotated 3SS: [14749 23400]
SMsplice 5SS: [  238   415 15201 22020]
SMsplice 3SS: [  370 15151 21821 23400]
top_k =  500
Partition function (log Z): -12.28981501754609

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9876271619956585
Position 415: 0.9431010075576645
Position 2507: 0.48208279296764833
Position 15201: 0.13322635542496386
Position 5165: 0.13033490234880746
Position 822: 0.04485218648770751
Position 5140: 0.040657322869415514
Position 1973: 0.04054988128409427
Position 1144: 0.039029767893376636
Position 2067: 0.013644211084600287
Position 3721: 0.007588249760832357
Position 5185: 0.006655468419350759
Position 2048: 0.0056626832396616715
Position 772: 0.004931019803051762
Position 548: 0.004879911053122707
Position 1637: 0.0047229041036603294
Position 2440: 0.003683486479713782
Position 949: 0.0034056552217125377
Position 1527: 0.002696791061447782
Position 4612: 0.00184404676989461
Position 896: 0.001736744373966325
Position 842: 0.0017202334557534092
Position 1684: 0.0014561012118159058
Position 467: 0.0010858215489507692
Position 2044: 0.00108379387871046
Position 1693: 0.0009700372451202964
Position 8059: 0.0007697158483029457
Position 803: 0.0006677727353528477
Position 2040: 0.0005399291640093728
Position 789: 0.00043458581262147367
Position 500: 7.261589385164444e-05
Position 285: 6.378834278722377e-05
Position 419: 6.067222715848898e-05
Position 944: 3.479419668630108e-05
Position 878: 1.4789170949355776e-05
Position 558: 1.3497549130060748e-05
Position 22: 1.2017412265435473e-05
Position 208: 1.0466883766762083e-05
Position 958: 5.433257007419072e-06
Position 591: 5.282977468455071e-06
Position 1084: 2.9045608903955706e-06
Position 121: 1.6363428346295414e-06
Position 846: 1.0723375952816634e-06
Position 593: 9.825252877918444e-07
Position 566: 6.546234066265892e-07
Position 667: 6.026081346965753e-07
Position 1038: 3.8498849263972496e-07
Position 1033: 3.7731231246376727e-07
Position 628: 3.3214442925592606e-07
Position 605: 3.186973828498254e-07
Position 988: 2.894569389584761e-07
Position 1361: 2.156221049281305e-07
Position 42: 1.4006356175332087e-07
Position 1096: 8.286030816053536e-08
