Gene = GPATCH4
index = 612
Annotated 5SS: [  75 2516 3063 3257 3449 5097 5403]
Annotated 3SS: [2378 2988 3163 3361 5004 5351 5633]
SMsplice 5SS: [  75 3063 3257 5097 5403]
SMsplice 3SS: [2988 3163 5004 5234 5633]
top_k =  500
Partition function (log Z): 2.265809638583165

Sorted 5' Splice Sites (High to Low Probability):
Position 3257: 0.9903939292165613
Position 75: 0.9678795603272945
Position 5403: 0.7766310456315307
Position 3063: 0.6786793650264424
Position 5097: 0.6042869948002313
Position 3684: 0.5450607655449925
Position 4345: 0.260828492341113
Position 3449: 0.2187941393179271
Position 3087: 0.14104038035762623
Position 2516: 0.1333004800817823
Position 5911: 0.12362177011005505
Position 4651: 0.11185658804566175
Position 4891: 0.09329338854542384
Position 5320: 0.08780801019266309
Position 4664: 0.07528573804828992
Position 377: 0.07243857038233074
Position 2895: 0.050958939373731936
Position 3933: 0.04690501920998836
Position 3689: 0.038812003442335485
Position 653: 0.03513542935852386
Position 6215: 0.0325778228635082
Position 4846: 0.027935084882981298
Position 5930: 0.027504611163432294
Position 5126: 0.02588113170195118
Position 2403: 0.022506466968610556
Position 2871: 0.01758709443079077
Position 4368: 0.01496108459737146
Position 3465: 0.014247705994201975
Position 6335: 0.01416623423086223
Position 681: 0.010377847602751584
Position 132: 0.010174314498587026
Position 2283: 0.008752386430712127
Position 3939: 0.006446004317074898
Position 3858: 0.004507018696270134
Position 4783: 0.004011078179672952
Position 3909: 0.0036296308372608644
Position 35: 0.003127461287369244
Position 3461: 0.0028714020861722155
Position 6405: 0.002863402801131813
Position 1679: 0.002807431711483237
Position 667: 0.0019653063119901702
Position 171: 0.001951225756259002
Position 1644: 0.0016103745634475466
Position 3239: 0.0012532294621449664
Position 3016: 0.0012300062122025054
Position 5196: 0.001220044054685991
Position 3634: 0.0011647107804319285
Position 2859: 0.0011361431311150548
Position 5413: 0.0010934112979130374
Position 1145: 0.0009581734177793364
Position 570: 0.0007740689608490466
Position 2847: 0.0007605239599256541
Position 3524: 0.0006573791895717126
Position 1898: 0.0006270035821422705
Position 3036: 0.00048517057444845163
Position 323: 0.00046635639022176204
Position 3439: 0.0004287808840165726
Position 3821: 0.00037104966736242935
Position 2834: 0.0003506624045659592
Position 3342: 0.0003279677558539378
Position 3123: 0.0002351638105413834
Position 5381: 0.00022065127572238274
Position 3430: 0.000166050795835866
Position 657: 0.0001256708755919799
Position 838: 0.00011550200910267148
Position 103: 0.00011171892903601736
Position 3095: 0.00011151938449609919
Position 881: 0.00010789608373500576
Position 100: 9.061573240292556e-05
Position 3310: 8.908768787593866e-05
Position 3073: 7.098031623390454e-05
Position 244: 6.26110700636354e-05
Position 618: 5.407714724321633e-05
Position 2455: 5.1516520974110355e-05
Position 528: 3.926602977213683e-05
Position 1919: 3.696471589579108e-05
Position 826: 2.6026436484866284e-05
Position 2170: 2.2832895421064055e-05
Position 3496: 2.147439508195203e-05
Position 3655: 1.6629838955855924e-05
Position 3473: 1.5786866819730294e-05
Position 3677: 7.2515197359484245e-06
Position 146: 6.5694923006280774e-06
Position 3703: 4.15601212369155e-06
Position 30: 4.0280483668300725e-06
Position 482: 3.1496235659614956e-06
Position 427: 2.756302421224095e-06
Position 437: 1.4640974395017055e-06
Position 311: 6.733704286625861e-07
Position 405: 5.48960734359759e-07
Position 290: 5.379512926268035e-07
Position 313: 2.883546987220921e-07
Position 253: 9.288346128447088e-08
Position 160: 9.059359803236912e-08
Position 46: 8.333326288683294e-08
Position 970: 8.038470292913251e-08
Position 465: 3.468753794478958e-08
Position 358: 1.7381719140292545e-08
Position 106: 6.500296697562795e-09
Position 302: 1.4607694286014144e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3163: 0.9935494987675153
Position 5234: 0.841982990917521
Position 2988: 0.7993915638375414
Position 5004: 0.6470728307967932
Position 5633: 0.6124806970675711
Position 3597: 0.4923814702212149
Position 3361: 0.23459266070751575
Position 4192: 0.1796799030304877
Position 6535: 0.17209672149210375
Position 4524: 0.126986432798566
Position 4772: 0.1250951975025389
Position 2378: 0.11599886412116583
Position 5570: 0.11380900398435927
Position 5487: 0.10187279263898259
Position 4283: 0.07742569054228307
Position 3806: 0.07683408265398828
Position 6158: 0.0662845967428524
Position 2678: 0.0639346454280449
Position 3544: 0.05633848190004125
Position 551: 0.04228999261756212
Position 236: 0.03453185811529118
Position 4344: 0.03256905919273847
Position 2452: 0.025600039577916664
Position 3560: 0.0218019753106633
Position 6020: 0.020275499183549865
Position 4449: 0.02012349318776635
Position 6718: 0.016470885506414016
Position 5023: 0.015769515617518763
Position 5351: 0.015684233845452943
Position 5745: 0.015368661151057674
Position 282: 0.013084122343357384
Position 2074: 0.012351951071559782
Position 4554: 0.009383445470979994
Position 3516: 0.009293855741411781
Position 5833: 0.00913114762688936
Position 4259: 0.008640818991847729
Position 2950: 0.0071526360657053045
Position 322: 0.006808446502506382
Position 4064: 0.005909002264435198
Position 5716: 0.005572010950484428
Position 5526: 0.005437049817752769
Position 5290: 0.005070829568623991
Position 2894: 0.004564107064308937
Position 497: 0.004341163584741348
Position 4061: 0.00367814741241024
Position 2655: 0.0032912704453622963
Position 4776: 0.003065937609013629
Position 4650: 0.0030573435771351267
Position 2777: 0.0029690164491313373
