Gene = DNAJC8
index = 457
Annotated 5SS: [  105  4104 18086 22455 23054 24684 27768 29279]
Annotated 3SS: [ 4001 18028 22387 22958 24611 27675 29202 31654]
SMsplice 5SS: [  105  4104 18086 23054 24684 27768 29279 31770]
SMsplice 3SS: [ 4001 18028 22958 24611 27675 29202 31654 31996]
top_k =  500
Partition function (log Z): -0.5960797591405484

Sorted 5' Splice Sites (High to Low Probability):
Position 18086: 0.9999999999794674
Position 4104: 0.9956942884618009
Position 31770: 0.9851343245244933
Position 29279: 0.964555910108032
Position 23054: 0.8748342058657249
Position 24684: 0.8032224659426201
Position 27768: 0.8021877224816599
Position 2895: 0.5080296633113922
Position 105: 0.483327402416237
Position 15861: 0.35127568316694946
Position 7534: 0.23678830564328882
Position 100: 0.17582032335065498
Position 11323: 0.12633456350968306
Position 29626: 0.08917573425457348
Position 116: 0.08558398598922236
Position 245: 0.08022986653078476
Position 31577: 0.07362168858271469
Position 24297: 0.06579696565714024
Position 29994: 0.060925864314673464
Position 11587: 0.05374276988596817
Position 12202: 0.04033475216506932
Position 329: 0.03708083812267796
Position 628: 0.035602731051874184
Position 690: 0.027166440989402595
Position 583: 0.022593245670539504
Position 29292: 0.02257166476570814
Position 28764: 0.02247039102437361
Position 29904: 0.0218408848642318
Position 27924: 0.0211070096714032
Position 336: 0.017188201819296593
Position 249: 0.017164862535946963
Position 916: 0.012384618369850721
Position 29825: 0.011426937381557319
Position 29762: 0.009950860208724512
Position 29435: 0.0086054278429672
Position 606: 0.007559468686565846
Position 10319: 0.00735275331359941
Position 2866: 0.00702523211665419
Position 28740: 0.006834774998218155
Position 3038: 0.006417715031130199
Position 31787: 0.004796469238370086
Position 237: 0.00449706595698963
Position 708: 0.004483522930981417
Position 2447: 0.004474800184612158
Position 31497: 0.004171610858767155
Position 3514: 0.004133759492093526
Position 378: 0.003913571789501128
Position 24739: 0.0032292801218674386
Position 29910: 0.0032266250986100996
Position 1058: 0.002716205656571212
Position 31754: 0.0026849873962562698
Position 6375: 0.002450140479732582
Position 29162: 0.001968768262823966
Position 350: 0.001703273771189424
Position 338: 0.0016145891625343183
Position 32088: 0.0014844848991043536
Position 1038: 0.001424817188391853
Position 7546: 0.0012419190437934161
Position 2659: 0.0011618919408257497
Position 22455: 0.00104612203143677
