Gene = GOLGA4
index = 607
Annotated 5SS: [   446   8308  39096  42885  46115  51901  53043  55844  56195  59156
  72422  76018  78710  84649  85361  85917  91990  93987  94558  97023
 104120 112011 118129]
Annotated 3SS: [  8217  38780  42836  46057  51801  52909  55655  56110  59007  72242
  75885  78553  80410  85238  85785  91875  93965  94488  96946 104015
 111923 118065 122902]
SMsplice 5SS: [   446   8308  30425  38898  42885  46115  51901  53043  55844  56195
  59156  72351  72753  76018  78710  84649  85361  91990  94558  97023
 104120 112011]
SMsplice 3SS: [  8217  30358  38780  42836  46057  51801  52909  55655  56110  59007
  72242  72629  75885  78553  84364  85210  91875  94488  96946 104015
 111923 122902]
top_k =  500
Partition function (log Z): -55.927223051432065

Sorted 5' Splice Sites (High to Low Probability):
Position 8308: 0.9779020492214513
Position 446: 0.9773950484404689
Position 5507: 0.3789322568059018
Position 9305: 0.31158203385818456
Position 2284: 0.2742923937249148
Position 2245: 0.27418381195746117
Position 4722: 0.24970100402194523
Position 4787: 0.1944672088269564
Position 6890: 0.18928406520488952
Position 951: 0.1694331192488037
Position 8881: 0.1364222194137936
Position 1001: 0.09214500608018657
Position 1067: 0.07956295591378283
Position 5656: 0.0619771294942134
Position 7431: 0.059096775054039305
Position 7690: 0.04851499901432367
Position 1645: 0.04778698964544427
Position 6886: 0.04558104998292556
Position 9599: 0.044564091301302004
Position 1627: 0.040000270881940116
Position 8291: 0.02157518490056072
Position 2665: 0.019911543260554873
Position 358: 0.017707126817137292
Position 8998: 0.01400426101668333
Position 219: 0.01319465700826014
Position 8768: 0.011991319321573714
Position 11263: 0.010394974502688269
Position 6566: 0.010386145343410837
Position 66: 0.009021456789205287
Position 4128: 0.007107568550710997
Position 55: 0.0035408841342926016
Position 1089: 0.0034808378620082314
Position 2033: 0.003473930837289467
Position 10055: 0.0033336986976487304
Position 9891: 0.0032745077960396668
Position 9796: 0.002917767562244152
Position 217: 0.0028785646544324194
Position 9937: 0.002291677881748133
Position 989: 0.0021154900559924314
Position 1780: 0.00201934885257502
Position 930: 0.0019603628259013055
Position 606: 0.001901911416257564
Position 1010: 0.0014067099581903887
Position 5358: 0.0013903209485581324
Position 765: 0.001291842039306647
Position 9125: 0.0012387450914445413
Position 337: 0.0011015278968366763
Position 1333: 0.0009577850124163407
Position 1739: 0.0008765199606246472
Position 281: 0.000819535450481155
Position 8741: 0.0006806498134749888
Position 1734: 0.0005655042672762122
Position 35: 0.0005267149213883991
Position 362: 0.0003083617192049623
Position 8899: 0.00030123080237955195
Position 3904: 0.00016154311439049905
Position 279: 0.00010113036790718134
Position 2280: 9.768541098500242e-05
Position 613: 9.276997095333402e-05
Position 3704: 6.467958450605281e-05
Position 600: 5.893436831388922e-05
Position 8399: 5.6969632756822974e-05
Position 704: 4.768361775970027e-05
Position 2502: 4.200615351667748e-05
Position 609: 3.7586250791492156e-05
Position 474: 3.078760875328813e-05
Position 1337: 2.920352882780582e-05
Position 95: 2.9102985873885543e-05
Position 289: 2.5813743540622845e-05
Position 3582: 1.6543650064470902e-05
Position 3374: 1.6034765344034522e-05
Position 19: 1.3908502881835698e-05
Position 673: 1.2732858061996435e-05
Position 45: 8.381873905618738e-06
Position 42: 8.37170751209377e-06
Position 272: 7.286650297451939e-06
Position 974: 6.195057426549584e-06
Position 877: 6.13491821759889e-06
Position 1243: 4.6322823924410104e-06
Position 730: 4.590240166323366e-06
Position 887: 4.482790623562672e-06
Position 1179: 3.994728298206894e-06
Position 1071: 3.5622717786876756e-06
Position 522: 3.057438240599431e-06
Position 112: 2.977645102057933e-06
Position 530: 1.9700988720865394e-06
Position 663: 1.454214786872963e-06
Position 376: 1.3197265598827163e-06
Position 538: 1.2264954224294454e-06
Position 295: 1.140868843669953e-06
Position 1812: 6.918269625096308e-07
Position 809: 5.54358260100895e-07
Position 655: 5.479351934668993e-07
Position 688: 4.174581846959054e-07
Position 711: 3.3953432289794104e-07
Position 25: 1.28654215455598e-07
Position 115: 8.824445122098912e-08
Position 162: 6.536699971610114e-08
Position 823: 3.511690925271407e-08
Position 109: 2.4666648189611242e-09
Position 301: 1.20774908892469e-09
Position 342: 6.851940857200066e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 8217: 0.9995342037547716
Position 12600: 0.5197151813306355
Position 2125: 0.5091831835803597
