Gene = CAST
index = 283
Annotated 5SS: [  115 19898 24730 26409 26925 28060 33440 35147 37318 37983 38558 38780
 39956 43625 44592 45813 47882 51361 51941 54694 54854 59572 62525 63345
 64682 65199 67802 68902]
Annotated 3SS: [19837 24687 26351 26810 27978 33370 35047 37236 37943 38464 38692 39853
 43540 44543 45716 47785 51258 51856 54642 54781 59472 62419 63251 64636
 65105 67729 68842 69838]
SMsplice 5SS: [  278 10064 19918 26409 26925 33440 35147 37318 37983 38558 38780 39956
 45813 47882 51361 51941 54854 59572 62525 62748 63345 65199 67802 68902
 70546]
SMsplice 3SS: [ 9930 19837 26351 26810 33370 35047 37236 37897 38464 38692 39853 45716
 47785 51258 51856 54642 59472 62419 62605 63251 65105 67729 68842 70466
 71378]
top_k =  500
Partition function (log Z): 37.04553981915474

Sorted 5' Splice Sites (High to Low Probability):
Position 54854: 0.9984006516830791
Position 39956: 0.9982979118776577
Position 47882: 0.989068376309888
Position 65199: 0.9870744076361455
Position 51941: 0.9855162754339641
Position 51361: 0.9792889336823052
Position 37318: 0.9639925622242242
Position 63345: 0.9617863258378444
Position 38780: 0.9571620947589558
Position 26925: 0.9470081820508798
Position 38558: 0.9428821952834361
Position 67802: 0.9408651810828356
Position 62525: 0.939261142508812
Position 33440: 0.931665716345695
Position 45813: 0.9100350974042519
Position 10064: 0.8836760316542831
Position 37983: 0.791457870058996
Position 35147: 0.783909672741971
Position 59572: 0.7529129514866563
Position 64682: 0.7016867081123026
Position 68902: 0.700213209331898
Position 19918: 0.6853254451984248
Position 62748: 0.658841654484458
Position 43625: 0.6321395551812964
Position 70546: 0.5557909760953947
Position 115: 0.5317314937706198
Position 278: 0.5292310056099427
Position 28060: 0.48561610716311987
Position 17379: 0.41725070980662193
Position 6420: 0.38392932917858164
Position 44592: 0.3730358303457221
Position 24059: 0.3682186066554537
Position 39678: 0.3504544830738461
Position 47580: 0.34224466921977853
Position 19898: 0.314674554801585
Position 48381: 0.2936667554802088
Position 66475: 0.25418257904119745
Position 3569: 0.23271146815841715
Position 54694: 0.23231138154130232
Position 70999: 0.22461143514742435
Position 53612: 0.21144186235701376
Position 44049: 0.20411920314787954
Position 64053: 0.179864495553548
Position 51022: 0.17025138532188902
Position 35187: 0.1474465645705957
Position 62192: 0.13434264563897697
Position 29796: 0.13042584748229882
Position 46307: 0.12552637656786522
Position 9673: 0.11344322915027047
Position 68895: 0.1133654190425733
Position 67474: 0.11022893070569922
Position 48786: 0.10303727512844178
Position 5428: 0.10116400161759714
Position 64480: 0.09828981927553218
Position 28125: 0.09149503622779108
Position 6023: 0.09076419901285142
Position 53913: 0.08792886388612058
Position 6226: 0.08375559995597201
Position 3822: 0.08284953228060292
Position 50949: 0.07264008404761986
Position 31018: 0.0720550638981137
Position 65026: 0.06729286840581843
Position 69922: 0.06356205206970458
Position 49239: 0.06213973312253415
Position 44642: 0.059594756689115846
Position 27000: 0.05299181794913467
Position 53592: 0.04948502797566231
Position 34076: 0.04763909822252075
Position 63498: 0.04652577810392187
Position 44730: 0.042284341381642096
Position 62519: 0.04190740207175664
Position 39356: 0.041756036555627304
Position 38771: 0.039244843239929446
Position 37598: 0.03778443555928441
Position 69971: 0.03773972586919611
Position 44329: 0.0373996255546854
Position 327: 0.0335510068966848
Position 37811: 0.03351197094477436
Position 2796: 0.03348583009310489
Position 43203: 0.0327516691778935
Position 53772: 0.03213168309102999
Position 31105: 0.03078757334896075
Position 45848: 0.029331129025772337
Position 4139: 0.0292097549707203
Position 34588: 0.027863289758533392
Position 35125: 0.02570632602958449
Position 39145: 0.023916181937293068
Position 35183: 0.02383578283909349
Position 67779: 0.023322802996068273
Position 2724: 0.022598171826223083
Position 62759: 0.021307378279777675
Position 46889: 0.021163484222602537
Position 43798: 0.020147454225862334
Position 43575: 0.020144579127178288
Position 40217: 0.019760942599999394
Position 66468: 0.018328391381241822
Position 62880: 0.01626978164738314
Position 69525: 0.01568685412196476
Position 54495: 0.011527961811948973
Position 43207: 0.011393154899535492
Position 44349: 0.010527627167999456
Position 46607: 0.010425088091163414
Position 44637: 0.01014503664949861
Position 51718: 0.009772961321151534
Position 70087: 0.009662623121742575
Position 40946: 0.009627573421616681
Position 64057: 0.009582776290647731
Position 40647: 0.008888142790807789
Position 47664: 0.008648386207457236
Position 64988: 0.008621844122495944
Position 33536: 0.007936327647345568
Position 33756: 0.007907514824387117
Position 56275: 0.007733942226645495
Position 44019: 0.0074445080455750245
Position 62692: 0.007366913512497812
Position 36413: 0.007231355255472793
Position 67814: 0.007068489668592854
Position 66193: 0.006938052758420519
Position 67468: 0.006188931962648448
Position 64992: 0.006132004964311526
Position 39465: 0.006068889092493292
Position 64737: 0.005886527253636311
Position 53127: 0.005648851398993183
Position 39517: 0.005566066888288773
Position 97: 0.004979842515794212
Position 62752: 0.00493863727192884
Position 36897: 0.004873633044759074
Position 67851: 0.004657966957526646
Position 36515: 0.00414637050828681
Position 63653: 0.004057432388534678
Position 4847: 0.0034077951095140852
Position 67943: 0.003386320101863061
Position 66182: 0.0033725721873618985
Position 51738: 0.003060284053457254
Position 28537: 0.0030588209564288075
Position 69839: 0.0028729658991685143
Position 53747: 0.002838326297802037
Position 5791: 0.0028197819642015397
Position 48364: 0.002713817901342453
Position 69299: 0.0026407625994725025
Position 51745: 0.002516304606219525
Position 572: 0.0024507675262490317
Position 3311: 0.002254761470144657
Position 48289: 0.002078099935420652
Position 48231: 0.002062573056977739
Position 33737: 0.0019923169691976814
Position 64285: 0.0019205933668187218
Position 68889: 0.0018293523590751383
Position 69049: 0.0017955230620688547
Position 37556: 0.001671645360380303
Position 38895: 0.0016017043698118205
Position 64321: 0.0015758599513490072
Position 64298: 0.001571625532691345
Position 38432: 0.001561257305277485
Position 65243: 0.001369695555013856
Position 5456: 0.0013481307216055437
Position 51690: 0.0012446425118589008
Position 54121: 0.0012364719639009578
Position 34997: 0.0012147452788612409
Position 30075: 0.0011099986279480003
Position 2192: 0.0010638508082602563
Position 43100: 0.0010482360005821636
Position 66422: 0.00104572429530235
Position 1585: 0.000863714750632514
Position 65868: 0.0008545886411559096
Position 119: 0.0008503464021071931
Position 67249: 0.0008333823832862927
Position 65233: 0.0008273225092730216
Position 3655: 0.000788344168461995
Position 52006: 0.0007460454974531075
Position 5832: 0.0007387614066782125
Position 66517: 0.0007084383956955111
Position 68260: 0.0006675925637964809
Position 63899: 0.0006608228826767622
Position 379: 0.0006574193273141463
Position 413: 0.0006553158429854836
Position 39710: 0.0006517528450428005
Position 52425: 0.0006324031602074061
Position 38589: 0.0005650860007453118
Position 3265: 0.0005396294980922525
Position 42976: 0.000539271029750128
Position 45775: 0.0004642828611115411
Position 30482: 0.0004620993371522858
