Gene = SSNA1
index = 1340
Annotated 5SS: [132 619]
Annotated 3SS: [ 418 1159]
SMsplice 5SS: [158 505]
SMsplice 3SS: [ 418 1159]
top_k =  500
Partition function (log Z): -4.31961129354895

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.6635665128658936
Position 505: 0.6552158941135157
Position 619: 0.30997886673672875
Position 132: 0.2891322422299276
Position 268: 0.01808625331579453
Position 1123: 0.015588568979302312
Position 1072: 0.014085144005752665
Position 1496: 0.01193067634850098
Position 1245: 0.011037953941886199
Position 130: 0.010784986700651918
Position 1088: 0.007288633266384105
Position 1381: 0.006795813539924321
Position 266: 0.003784304403993208
Position 1397: 0.0027104117045906747
Position 324: 0.0026065272220580984
Position 1321: 0.0018743501914087338
Position 125: 0.0017840596357568857
Position 968: 0.0017376602321526075
Position 180: 0.0015848193389041416
Position 1485: 0.001469675351609796
Position 47: 0.0010821572985433028
Position 894: 0.0009177691167654691
Position 56: 0.0006829143840720967
Position 199: 0.00044810327124317705
Position 1294: 0.0003896375943573633
Position 321: 0.00034937844654488984
Position 347: 0.00022741027108243977
Position 1296: 0.000209627607329816
Position 576: 0.00010307319211551471
Position 1086: 5.699742870158722e-05
Position 53: 2.7842724823216128e-05
Position 948: 2.3597544486957547e-05
Position 13: 2.2854096449471214e-05
Position 1323: 1.6279060298990635e-05
Position 10: 4.594152095293697e-06
Position 668: 1.3127550751444622e-06
Position 73: 1.036788989248499e-06
Position 252: 9.955303554907153e-07
Position 719: 4.25163440413851e-07
Position 686: 3.9500049821363387e-07
Position 798: 3.9109644863289024e-07
Position 959: 3.893228320049221e-07
Position 272: 3.773583948449456e-07
Position 863: 3.023275292691645e-07
Position 535: 2.84171853549036e-07
Position 712: 2.76171783807785e-07
Position 848: 2.4976085233190933e-07
Position 882: 2.327296854393353e-07
Position 866: 1.8116955308993935e-07
Position 792: 1.3993418657081286e-07
Position 923: 1.0371494904085425e-07
Position 837: 7.113388247736552e-08
Position 786: 6.933724948040874e-08
Position 831: 6.843458727099305e-08
Position 810: 6.115330323819057e-08
Position 806: 5.449953668886011e-08
Position 1003: 4.2409595764162156e-08
Position 880: 3.8109474743667855e-08
Position 961: 3.592222175301604e-08
Position 723: 2.2395726027864344e-13
Position 670: 2.076090191464779e-13
Position 453: 3.727383962535517e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9773482636000832
Position 1159: 0.7132189199568024
Position 1042: 0.15942941914670178
Position 1380: 0.03932041704476908
Position 1306: 0.029811051274034647
Position 1603: 0.027252949457975878
Position 858: 0.01753109488760274
Position 396: 0.012185254513180588
Position 880: 0.011578184391888546
Position 1355: 0.008802350914618161
Position 1011: 0.008308625729557586
Position 1548: 0.006617831518467353
Position 1122: 0.006185654348822513
Position 1657: 0.004389908426493914
Position 1058: 0.002337031441201606
Position 1358: 0.00207887910323624
Position 1472: 0.0016299575719176311
Position 746: 0.0008815562636931017
Position 1720: 0.0008694954159232498
Position 1671: 0.0007290582574774997
Position 1188: 0.0005880418417331272
Position 1607: 0.00047812701193275097
Position 972: 0.0003585046565893769
Position 1705: 0.0003505379730961035
Position 462: 0.00032732555180575723
Position 424: 0.0002595944212646097
Position 1419: 0.0002228733537321121
Position 468: 0.0002163974873776874
Position 1610: 0.00020724574477895476
Position 576: 0.00020004478068988288
Position 1495: 0.00019110446459094988
Position 1198: 0.00017227964289438146
Position 719: 0.00015632015218184243
Position 934: 0.0001472351189679788
Position 194: 0.00013135592318948592
Position 1108: 0.00010860459276419238
Position 298: 8.520100506849121e-05
Position 1332: 8.197819089924003e-05
Position 1097: 6.549330584374507e-05
Position 1282: 6.000107594075836e-05
Position 904: 5.981289853902161e-05
Position 1205: 5.7934973921545195e-05
Position 779: 5.709003910784951e-05
Position 1311: 5.44323592974966e-05
Position 887: 5.191057960355243e-05
Position 618: 4.666111985459678e-05
Position 498: 4.644656112371262e-05
Position 597: 3.217795559018707e-05
Position 683: 2.5350162059093355e-05
Position 1067: 2.40935446927996e-05
Position 558: 2.3962797312403995e-05
Position 260: 2.2491323917141968e-05
Position 1396: 2.1699499011927222e-05
Position 1222: 1.9878614525093157e-05
Position 771: 1.9221922028358395e-05
Position 243: 1.6991130296522466e-05
Position 1071: 1.6511855480924915e-05
Position 752: 1.452645961577987e-05
Position 1552: 1.0565379762719296e-05
Position 353: 9.903748944209184e-06
Position 441: 8.49126872990201e-06
Position 946: 6.404015624431735e-06
Position 438: 6.018541782569883e-06
Position 923: 5.4977599101732375e-06
Position 543: 5.060242159235537e-06
Position 913: 4.292083592465579e-06
Position 988: 4.113807497945295e-06
Position 986: 3.382577102085473e-06
Position 513: 2.9633044528131187e-06
Position 603: 2.281558787182488e-06
Position 504: 1.991143824511886e-06
Position 520: 1.9683715795977325e-06
Position 953: 1.8783256685634669e-06
Position 525: 1.8028466801167864e-06
Position 959: 1.485261477529763e-06
Position 893: 1.4724691089112576e-06
Position 471: 1.469773654174358e-06
Position 426: 1.3245843117445294e-06
Position 91: 8.892151827216059e-07
Position 477: 8.708236731919361e-07
Position 356: 7.227923659990037e-07
Position 1229: 6.268337648662835e-07
Position 281: 6.230275272792116e-07
Position 1263: 3.0922492017155024e-07
Position 240: 2.6774433917418984e-07
Position 1078: 2.64678908132839e-07
Position 245: 1.831771938407917e-07
Position 690: 9.83105267588955e-08
