Gene = TIGIT
index = 1401
Annotated 5SS: [ 195 3021 4773 8602]
Annotated 3SS: [ 2897  4442  8494 16792]
SMsplice 5SS: [ 195 3021 5538 8602]
SMsplice 3SS: [ 2897  5400  8494 12058]
top_k =  500
Partition function (log Z): -8.884228800896151

Sorted 5' Splice Sites (High to Low Probability):
Position 8602: 0.9776578470908519
Position 3021: 0.8437020233075679
Position 5538: 0.7535106611263994
Position 195: 0.7375704364682046
Position 4773: 0.44464773853771683
Position 1947: 0.2988827850597319
Position 4550: 0.1798462384614053
Position 2018: 0.13002790126583064
Position 4968: 0.10249248018968954
Position 531: 0.07512137174010781
Position 132: 0.0748139692755692
Position 2497: 0.07119664819472633
Position 1658: 0.06900125455469747
Position 1099: 0.06320596267710786
Position 282: 0.05594635495083804
Position 2444: 0.05326192574661424
Position 8282: 0.045868293678962
Position 3441: 0.03983634758726527
Position 241: 0.03087450585098555
Position 9647: 0.027511609218145498
Position 4644: 0.025894440112594973
Position 10334: 0.02434515908616627
Position 4541: 0.021600866559365006
Position 6828: 0.02053165970388453
Position 2067: 0.020149284751993617
Position 16998: 0.018718221058325137
Position 4757: 0.015454611073050841
Position 1640: 0.013895522749795572
Position 7810: 0.011940352747979657
Position 4494: 0.010951543106472863
Position 7777: 0.008759123812660531
Position 478: 0.006219770209163977
Position 6169: 0.005154754242708274
Position 6241: 0.00511186678017206
Position 6656: 0.005087476812307003
Position 156: 0.0049138668395584065
Position 7658: 0.004880602318034756
Position 8983: 0.0036963699488809032
Position 11833: 0.0036430854975783846
Position 1791: 0.003515061947397724
Position 10597: 0.0032784765952509416
Position 697: 0.0029996067658149854
Position 1552: 0.002096030063765349
Position 1612: 0.0016819953664486936
Position 678: 0.0016190695740378126
Position 875: 0.0016108361928743873
Position 9812: 0.001478170042098152
Position 682: 0.0010270188716211505
Position 170: 0.0008728029696527354
Position 1688: 0.0006733156900539211
Position 1492: 0.0006720811551778734
Position 8667: 0.0006507913755311209
Position 3837: 0.0006444725633557205
Position 9630: 0.0006434704608441277
Position 3981: 0.0005660086995831757
Position 3834: 0.0005443758620212865
Position 739: 0.0005343079936802695
Position 1164: 0.0004951681386904898
Position 1630: 0.00048389665965287165
Position 606: 0.00042066909663295303
Position 3618: 0.0003418801373643796
Position 3866: 0.0002572574212850108
Position 9604: 0.0002358285158163991
Position 10895: 0.00022282341388539276
Position 3749: 0.00019251767976602495
Position 732: 0.00017330959588721554
Position 1145: 0.00015034256529694934
Position 262: 0.00012084312249584793
Position 2003: 9.826857064890826e-05
Position 2152: 4.830680344465575e-05
Position 1953: 3.184582732731209e-05
Position 3976: 1.7020263894028286e-05
Position 2430: 1.421042385351195e-05
Position 1982: 8.11603339186173e-06
Position 709: 5.7163190682070165e-06
Position 259: 4.501577628531291e-06
Position 673: 2.645645775750128e-06
Position 671: 2.6052665850880005e-06
