Gene = SMKR1
index = 1286
Annotated 5SS: [349]
Annotated 3SS: [9767]
SMsplice 5SS: [349]
SMsplice 3SS: [8952]
top_k =  500
Partition function (log Z): -13.884779985948498

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.5523997139278553
Position 109: 0.26936821375635384
Position 2218: 0.07756789775864804
Position 5534: 0.07610395364349942
Position 1993: 0.06591022591718146
Position 5609: 0.05991228523057664
Position 1335: 0.057617144519720595
Position 2401: 0.04628461621518661
Position 557: 0.03256905558017732
Position 89: 0.032022642263852666
Position 190: 0.02410848463602705
Position 756: 0.0168919227553872
Position 193: 0.015692842411732185
Position 1627: 0.012179320809586487
Position 2350: 0.011549705100211036
Position 502: 0.008794527359489511
Position 4483: 0.008321576159493168
Position 676: 0.0050307479641406114
Position 21: 0.0019307930547246604
Position 765: 0.0016369107648070492
Position 1488: 0.0010947223007093416
Position 1184: 0.0010652208478535282
Position 600: 0.0009105871026556796
Position 564: 0.0006490925120343519
Position 369: 0.0005361306192099937
Position 281: 0.0005024750047952267
Position 2727: 0.00027834467863059137
Position 2458: 0.00020682233128976936
Position 920: 0.000152153872374203
Position 213: 0.00015138159521099347
Position 886: 9.867971239185992e-05
Position 492: 8.9582988849722e-05
Position 535: 7.081765678317014e-05
Position 245: 6.36805422975591e-05
Position 1476: 3.962148437598066e-05
Position 862: 3.0185078691947693e-05
Position 575: 2.821828129936313e-05
Position 1629: 2.8107097210609436e-05
Position 27: 1.698370850651838e-05
Position 96: 1.6637719576478935e-05
Position 433: 1.5028219630786803e-05
Position 644: 1.4872745629235622e-05
Position 118: 3.2166684768281073e-06
Position 1278: 2.9867694189187196e-06
Position 635: 2.711985759711362e-06
Position 1291: 2.407028931089891e-06
Position 708: 2.3927127804932474e-06
Position 669: 1.462296793051596e-06
Position 358: 1.1958305247605456e-06
Position 685: 1.0703188768940854e-06
Position 1235: 9.7430445048263e-07
Position 452: 9.128597290473903e-07
Position 570: 7.787390837768985e-07
Position 311: 7.004085160121844e-08
Position 624: 1.3269092457580852e-08
Position 567: 8.008794636928365e-09
Position 606: 1.2874388627566703e-09
Position 632: 9.147711711281098e-10
Position 177: 8.71249918163709e-11
Position 207: 9.151460147560681e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8952: 0.42067326538105987
Position 9356: 0.23882013072117492
Position 5428: 0.13142500672685473
Position 2118: 0.0901558931148231
Position 4405: 0.046971368886454534
Position 1373: 0.04446254379325397
Position 5987: 0.03702930434354796
Position 3023: 0.036347460524836825
Position 1952: 0.03255094368569996
Position 2092: 0.025099667082193203
Position 1902: 0.0218149213910862
Position 2259: 0.0216038445765879
Position 1809: 0.021106952097441713
Position 2285: 0.02097682030420558
Position 1267: 0.018055810878740815
Position 8374: 0.016875676129097746
Position 7474: 0.01242354497655574
Position 6926: 0.011208722436928676
Position 6460: 0.010920294924921801
Position 5983: 0.009269898008665954
Position 5510: 0.008605373547234974
Position 9767: 0.007841044424428789
Position 9991: 0.006936510259038598
Position 1154: 0.006686699699060822
Position 5151: 0.006225070961686738
Position 739: 0.005935276513308191
Position 9382: 0.00494675661094765
Position 5061: 0.004837945315392465
Position 1106: 0.004374369686779007
Position 854: 0.004211659038580358
Position 1393: 0.004194207199664604
Position 1666: 0.004102616960822928
Position 5640: 0.004084064617334575
Position 7799: 0.003443272614906111
Position 4299: 0.00326714649088834
Position 3019: 0.002678391486050513
Position 3684: 0.002522308820270128
Position 788: 0.0024401873722301763
Position 4158: 0.002390429904220886
Position 4425: 0.002182391120849842
Position 3044: 0.0020069460088341464
Position 6007: 0.0018384305459264927
Position 2498: 0.0015861410773679752
Position 4557: 0.0015273572140961774
Position 5866: 0.0012900525998604747
Position 2333: 0.0012611288249672397
Position 2666: 0.0011484419566362741
Position 3381: 0.0009561233688371611
Position 7404: 0.0008640705837541024
Position 6387: 0.0008241481331784406
Position 7028: 0.0008168961797156935
Position 6479: 0.0005741420669104336
Position 5759: 0.0005370527566300465
Position 803: 0.0005108251913903631
Position 2868: 0.0004860896625431761
Position 3384: 0.000450659187634155
Position 3625: 0.00043962813709172107
Position 1226: 0.00041529238321914787
Position 1163: 0.0003556650274619889
Position 4131: 0.0003031589648988978
Position 3998: 0.0002628435818787357
Position 2392: 0.00026233908007193893
Position 3712: 0.0002475129267209184
Position 4366: 0.0002271185987632524
Position 2094: 0.00020893025097450774
Position 3238: 0.00018984421578365767
Position 4282: 0.0001894143011742594
Position 556: 0.00017634942260518312
Position 3213: 0.00017352963087037066
Position 2620: 0.0001706688405170673
Position 857: 0.000155322999624139
Position 3184: 0.0001528415239067541
Position 2910: 0.0001522547401516806
Position 583: 0.00014807650535261495
Position 2646: 0.00014255269012224228
Position 1067: 0.00011819700807126537
Position 2773: 0.00011437560793940905
Position 1559: 9.781916215714402e-05
Position 292: 8.980570353310337e-05
Position 2424: 8.731558148560527e-05
Position 669: 8.450623950233387e-05
Position 1210: 7.30064915950431e-05
Position 369: 6.712721264821182e-05
Position 1904: 5.781009389327589e-05
Position 563: 5.4016031741983424e-05
Position 1626: 5.3137964676551344e-05
Position 893: 5.1540336578895646e-05
Position 648: 5.126684651264118e-05
Position 596: 4.874125097204016e-05
Position 272: 4.808483153179737e-05
Position 2098: 4.5241802600158964e-05
Position 1284: 2.1909713321945155e-05
Position 2643: 1.9555858082152284e-05
Position 2547: 1.385639801686963e-05
Position 1530: 1.3550719167834775e-05
Position 2145: 4.487220921106027e-06
Position 1533: 2.6935139723614967e-06
Position 251: 1.5387985982532035e-06
Position 1117: 1.1848269718795027e-06
Position 2261: 1.1820110517883757e-06
Position 618: 5.360278694217235e-07
