Gene = HENMT1
index = 647
Annotated 5SS: [  160  1259  3672  5537  6407 10093 10912]
Annotated 3SS: [ 1159  3542  5423  6271  9912 10733 12130]
SMsplice 5SS: [ 1259  3672  6407 10093 10912]
SMsplice 3SS: [ 3542  6271  9912 10733 12130]
top_k =  500
Partition function (log Z): -4.194841523008397

Sorted 5' Splice Sites (High to Low Probability):
Position 3672: 0.9404978377016001
Position 10912: 0.897004460778931
Position 1259: 0.8437969278221875
Position 10093: 0.656772163881128
Position 6407: 0.6537404035296625
Position 160: 0.37972826068024534
Position 1013: 0.34196950178278773
Position 3416: 0.27732708143459034
Position 5537: 0.22788726736391768
Position 589: 0.1227194970411869
Position 4986: 0.07720721959307351
Position 4921: 0.06223883959525361
Position 11782: 0.04867926533411256
Position 4748: 0.04465516957863331
Position 5226: 0.04369593379584754
Position 19: 0.043437599950477114
Position 1900: 0.04289740101001838
Position 11784: 0.033094552010032606
Position 460: 0.031245439672095948
Position 6004: 0.02815497497368879
Position 91: 0.023654021699730837
Position 10823: 0.01766152838663122
Position 1920: 0.01637598212162322
Position 896: 0.01433147862819388
Position 1383: 0.013707716283657627
Position 12224: 0.01324521464416402
Position 6177: 0.012317058138239278
Position 8877: 0.009896217745269761
Position 1123: 0.008709725908642624
Position 1427: 0.007057057749785256
Position 2047: 0.0068998976558201286
Position 6216: 0.006791007717413559
Position 1581: 0.00564628686909298
Position 3676: 0.005294717854450604
Position 8804: 0.004746526139031838
Position 497: 0.004629259303610177
Position 9237: 0.004538869114269167
Position 7000: 0.0043393153849400155
Position 4873: 0.0038974901362220757
Position 9032: 0.0037761647792863263
Position 11175: 0.0034142007852318076
Position 10925: 0.0032315688709260533
Position 1003: 0.003186293701352991
Position 11220: 0.002267853482939672
Position 169: 0.0021035267057729883
Position 501: 0.002101834277718232
Position 11270: 0.0020669079712868923
Position 9313: 0.0020626027639341045
Position 4877: 0.00204021069883492
Position 700: 0.00201090693592171
Position 10916: 0.0018552453989826392
Position 10979: 0.0017020306036675632
Position 150: 0.0016887320060513418
Position 12335: 0.0016386537537471462
Position 3444: 0.0016346956065604603
Position 3885: 0.00162753828438411
Position 134: 0.0013224569201695645
Position 1069: 0.001275168389933786
