Gene = CTH
index = 419
Annotated 5SS: [  312  4766  6761 10404 13145 18580 19123 20964 22678 23906 27555]
Annotated 3SS: [ 4683  6664 10293 13012 18521 19044 20810 22555 23852 27415 27828]
SMsplice 5SS: [  312  6583  6761 10404 13145 18580 19123 20964 23906 27555]
SMsplice 3SS: [ 6487  6664 10293 13012 18521 19044 20810 23852 27415 27828]
top_k =  500
Partition function (log Z): 1.9223137457341999

Sorted 5' Splice Sites (High to Low Probability):
Position 27555: 0.9764671807702754
Position 10404: 0.9408314514046398
Position 6761: 0.9059604156430372
Position 19123: 0.8775372448306317
Position 23906: 0.8556213852844584
Position 312: 0.8203308807722528
Position 13145: 0.8095675578838907
Position 20964: 0.6600996233115917
Position 6583: 0.6384930061195052
Position 18580: 0.6241859744383617
Position 15411: 0.5450578745986748
Position 14130: 0.537893014422906
Position 12863: 0.5250057729989863
Position 562: 0.4652718664072643
Position 4766: 0.4197085201057835
Position 22712: 0.3804459576011819
Position 24655: 0.36349176361233204
Position 22678: 0.35444366078536316
Position 2897: 0.2603352297990524
Position 6592: 0.21216844491392955
Position 10930: 0.19420951561374272
Position 13983: 0.16723439089807246
Position 23624: 0.14862368857283395
Position 25484: 0.12749840277801336
Position 385: 0.1255062001190654
Position 20951: 0.11566941633261027
Position 4599: 0.07377546865513616
Position 16098: 0.07018529288681812
Position 11682: 0.06855820417530978
Position 5264: 0.047530066539475446
Position 12752: 0.04289744888490764
Position 12001: 0.04103318695793009
Position 4948: 0.03907768552111857
Position 23608: 0.03834289190072163
Position 15928: 0.032668234681349606
Position 350: 0.0302273673862891
Position 16006: 0.023478288365950752
Position 22961: 0.018344321226314252
Position 13642: 0.01820272167497428
Position 23071: 0.01789649460363666
Position 12958: 0.015965761822328027
Position 2921: 0.01556668856516779
Position 4258: 0.013936938067119818
Position 22000: 0.013301828578322095
Position 6815: 0.011763719975280728
Position 2821: 0.01135831976301778
Position 11156: 0.011221649362367499
Position 10214: 0.010310994159439956
Position 6765: 0.00938319809109916
Position 20942: 0.008894956722440728
Position 23398: 0.008311699970546182
Position 6887: 0.007918779832760453
Position 2905: 0.0077587783966270125
Position 7787: 0.00738674145862171
Position 596: 0.00726104749771956
