Gene = LNP1
index = 788
Annotated 5SS: [ 1247 28693 50757]
Annotated 3SS: [28503 50525 54583]
SMsplice 5SS: [ 1247 28693 34235 50256 50613]
SMsplice 3SS: [28503 34047 50074 50525 54583]
top_k =  500
Partition function (log Z): -36.604312874695154

Sorted 5' Splice Sites (High to Low Probability):
Position 1247: 0.48232781809258485
Position 970: 0.23007971324604543
Position 20: 0.10379271027051618
Position 295: 0.0914502970538071
Position 989: 0.07769757972222147
Position 7050: 0.025373507654637386
Position 7882: 0.025329280513775643
Position 3204: 0.02030560779169615
Position 548: 0.015488959808482533
Position 457: 0.011817498137548718
Position 10196: 0.010451520708180773
Position 1054: 0.007733725912732619
Position 1883: 0.006189335242135059
Position 14: 0.005257628959153476
Position 619: 0.003863516348450001
Position 1769: 0.002939400693653855
Position 266: 0.0028257547655589194
Position 6447: 0.002692071969405735
Position 707: 0.0021287945361372447
Position 682: 0.001699560994801721
Position 1992: 0.0015671387290795463
Position 179: 0.0014508967771287953
Position 18: 0.0012058473129614175
Position 108: 0.0010504766385392437
Position 1062: 0.0010416317187275598
Position 1584: 0.0010313810906214269
Position 24: 0.000979051215774163
Position 292: 0.0009158345822910357
Position 600: 0.0008860238597107832
Position 1965: 0.0008693555338582885
Position 3426: 0.0008308025943761589
Position 3346: 0.0007992612645342954
Position 689: 0.0007848526988121665
Position 2482: 0.0006954053121125484
Position 872: 0.0006460301390248855
Position 70: 0.0006226009090744445
Position 393: 0.00060229421982224
Position 703: 0.0005812377520542584
Position 2089: 0.0004429438610218664
Position 455: 0.00034272993229753356
Position 331: 0.0003381288050977854
Position 402: 0.00029605114399777
Position 822: 0.0002515328833421677
Position 1444: 0.00019965688966608225
Position 269: 6.618229604971293e-05
Position 581: 3.082681811464361e-05
Position 1040: 2.2400189804619744e-05
Position 1261: 6.3525957102021426e-06
Position 646: 5.610698726584732e-06
Position 1231: 3.2843737306233625e-06
Position 1604: 2.5392061028483332e-06
Position 763: 2.0796674482582615e-06
Position 722: 1.467563923915654e-06
Position 630: 1.43755228840865e-06
Position 1129: 5.546540189092879e-07
Position 92: 3.2322924981866326e-07
Position 784: 2.692969589483381e-07
Position 306: 2.6516511255290996e-07
Position 833: 2.597339692028401e-07
Position 101: 2.497707579841979e-07
Position 113: 2.3980988571664264e-07
Position 355: 2.2686046049840634e-07
Position 1108: 1.5426710413055644e-07
Position 366: 1.3348020319716296e-07
Position 531: 1.3202362695211843e-07
Position 323: 1.1375284724391144e-07
Position 728: 1.0783495573372472e-07
Position 214: 1.0735442788245802e-07
Position 881: 8.942849711777305e-08
Position 30: 8.939303537495279e-09
Position 98: 1.0946460124177315e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11374: 0.22906424569385567
Position 2172: 0.13580506234329723
Position 3092: 0.1165511500521316
Position 10089: 0.06201051272535707
Position 11809: 0.050417275544035786
Position 6899: 0.04555555803618437
Position 6933: 0.032978423754931284
Position 1113: 0.03261716399843007
Position 1768: 0.031767479143186256
Position 1436: 0.02925413839409324
Position 7736: 0.0289454309349332
Position 6321: 0.022481705885322983
Position 12958: 0.021969048033757068
Position 4575: 0.02179902119719615
Position 5881: 0.021280409264410237
Position 6446: 0.020507609329346272
Position 6874: 0.02012871651861266
Position 6201: 0.0147347870962026
Position 2833: 0.014423432419861347
Position 11525: 0.01330691043966909
Position 5361: 0.01199590772813294
Position 1069: 0.01199234937296568
Position 2316: 0.011987399082574594
Position 4594: 0.011028697343638058
Position 5386: 0.01070317588230728
Position 6340: 0.009999550824959055
Position 10841: 0.00996760158140144
Position 6030: 0.009947795936100248
Position 129: 0.008667201194503713
Position 1839: 0.008619514675925194
Position 7585: 0.007284430827159119
Position 1475: 0.007228609628163426
Position 7588: 0.006377782342810058
Position 3492: 0.006167744680426048
Position 939: 0.0049179873985477135
Position 6722: 0.004714273127215759
Position 4649: 0.004220935694117628
Position 6830: 0.003698709384696134
Position 9354: 0.003246742086963371
Position 6008: 0.002941538059625522
Position 2291: 0.0026025352240502423
Position 3620: 0.002485031099529839
Position 2224: 0.002351958667352407
Position 1664: 0.0017043506055077972
Position 969: 0.001220496875711425
Position 3137: 0.0011013323741174783
Position 1129: 0.000981644084340378
Position 599: 0.0009383403589056714
Position 6041: 0.0009179309699782992
Position 4448: 0.000912423276031266
Position 4106: 0.0008561834289096405
Position 3644: 0.0008444942438647501
Position 1132: 0.0008017458344797388
Position 1168: 0.0006585348502975444
Position 3157: 0.000619432423528863
Position 2131: 0.0005458226424726644
Position 2151: 0.0004910739326901075
Position 1985: 0.00047101056034066894
Position 2772: 0.00045152647335013627
Position 2714: 0.0003950354698521096
Position 2723: 0.00038519152513474147
Position 1891: 0.0003665501589640389
Position 1348: 0.0003341138390260712
Position 1002: 0.0002998489993848782
Position 3473: 0.0002930301290766932
Position 881: 0.00028651330977964417
Position 4006: 0.0002859396791806412
Position 1651: 0.00028369156367902607
Position 164: 0.00028117914668571707
Position 1177: 0.0002682399796827873
Position 3782: 0.0002621139612199824
Position 397: 0.00024271903255402755
Position 3425: 0.00022201253656676072
Position 1390: 0.00021829048753089765
Position 905: 0.0001802405013552777
Position 1687: 0.0001713626069242692
Position 833: 0.00016812636227768216
Position 1196: 0.0001379228611973134
Position 104: 0.00013547724508938133
Position 2365: 0.0001243802173749483
Position 1584: 0.00011386260803136948
Position 347: 7.403889684564016e-05
Position 1072: 5.964578422202552e-05
Position 1624: 5.68270936625724e-05
Position 1618: 4.571476277135223e-05
Position 1084: 2.282059065224624e-05
Position 1016: 2.166477402066996e-05
Position 1222: 1.5143942652886046e-05
Position 836: 1.9517084999948337e-06
Position 788: 1.5933829975494755e-06
Position 686: 1.448189894090197e-06
Position 1588: 8.544936040299055e-07
Position 772: 6.898318987439621e-07
Position 888: 3.688757293509045e-07
Position 610: 2.943276948480624e-07
Position 839: 4.517683579643892e-08
Position 137: 1.4481886863512538e-08
Position 710: 1.074272790091269e-08
