Gene = NDC1
index = 921
Annotated 5SS: [  656  3361  6371 10862 13063 19890 29166 31205 32436 34933 38168 41962
 42172 45632 49728 51703 66532]
Annotated 3SS: [ 3239  6268 10686 12923 19780 29113 31068 32342 34850 38011 41715 42055
 45580 49663 51601 66370 70826]
SMsplice 5SS: [  656  3361  6371 10862 13063 31205 32436 34933 38168 42172 45632 49799
 51703 66299 66532]
SMsplice 3SS: [ 3239  6268 10686 12923 31068 32342 34850 38011 42055 45580 49663 51601
 66208 66370 70826]
top_k =  500
Partition function (log Z): -33.56244510895834

Sorted 5' Splice Sites (High to Low Probability):
Position 13063: 0.9462437499580791
Position 6371: 0.9257740991886874
Position 3361: 0.8523642584674225
Position 10862: 0.7460029440689437
Position 656: 0.42429836228374007
Position 4426: 0.3424914248104617
Position 13812: 0.279136331854323
Position 19890: 0.24563884720604195
Position 947: 0.22238251547480162
Position 49: 0.15203155062223578
Position 11919: 0.12926379036421468
Position 11233: 0.09039613303931354
Position 15765: 0.08776292624461952
Position 954: 0.08029183447131942
Position 4013: 0.059986980116624004
Position 1264: 0.056497686201539735
Position 18365: 0.055300709187638235
Position 15769: 0.04707911761506815
Position 5304: 0.04194767237152183
Position 5975: 0.039806372804363235
Position 16144: 0.03680608158814696
Position 9468: 0.03661290092291017
Position 942: 0.03125592672506005
Position 634: 0.028837110742360318
Position 9339: 0.027909747231190662
Position 13106: 0.026277393275673584
Position 61: 0.025022160950189592
Position 3092: 0.024413662719290293
Position 10852: 0.02207156739937759
Position 4464: 0.019306704887215153
Position 13998: 0.014384695566862723
Position 844: 0.010626982813055429
Position 3365: 0.008568817152594093
Position 11262: 0.007532693061468419
Position 1506: 0.0070990584973858566
Position 11164: 0.006971076864615959
Position 1058: 0.0050288843790789566
Position 11794: 0.0049914033066924945
Position 919: 0.003776716795726726
Position 611: 0.0035298969412098165
Position 958: 0.003487676925721128
Position 1085: 0.0025095060619088868
Position 4196: 0.002104079793098024
Position 569: 0.0019921503810776636
Position 1691: 0.0018783700408762883
Position 2895: 0.0018180145180779347
Position 457: 0.0016460081928289531
Position 1550: 0.0014913163133934504
Position 3017: 0.0014805777465689849
Position 367: 0.0014010744727508487
Position 2039: 0.0013877424670734688
Position 2640: 0.0013410259683934989
Position 13320: 0.0012347339574439405
Position 1712: 0.001187086734826663
Position 692: 0.0010116017698097266
Position 2855: 0.0009172798642551125
Position 398: 0.0009073133507689633
Position 660: 0.0008914129874795676
Position 1260: 0.000854658670709079
Position 876: 0.0008181392063703065
Position 422: 0.0007316367542164086
Position 723: 0.0005887512391218564
Position 832: 0.0005459795955448908
Position 1804: 0.00046501070609993305
Position 1842: 0.0004623971443639974
Position 4015: 0.0004573057550889511
Position 2574: 0.00043394604522997135
Position 213: 0.00039771552138929376
Position 4265: 0.0003509734517172567
Position 2849: 0.0003278465340955748
Position 10785: 0.000309351793401166
Position 353: 0.0002848669407852031
Position 1047: 0.0002803500968430988
Position 10796: 0.0002641049773448714
Position 1071: 0.00025862263780282153
Position 1080: 0.00019603384902007684
Position 5002: 0.00010819296632211584
Position 511: 3.674227964872401e-05
Position 400: 2.980185021524124e-05
Position 6791: 1.532446899984116e-05
Position 387: 1.2823822492985673e-05
Position 36: 1.1259994528563783e-05
Position 3275: 4.649107860363133e-06
Position 562: 3.948129308458394e-06
Position 412: 2.251329639368851e-06
Position 348: 2.221077780126268e-06
Position 1203: 1.9205346271018028e-06
Position 376: 1.3525270226481817e-06
Position 431: 1.31392580622996e-06
Position 544: 1.0428859472160825e-06
Position 490: 5.281592462859834e-07
Position 129: 5.260568615306353e-07
Position 284: 4.886747238888745e-07
Position 11: 4.110481279734049e-07
Position 230: 2.827866977859445e-07
Position 135: 3.536531074434938e-08
Position 116: 2.4681787600854472e-08
Position 6328: 2.210994148924789e-08
Position 4688: 1.89263730301271e-08
Position 272: 3.226935936168427e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12923: 0.9752521592660354
Position 3239: 0.8508181744899745
Position 6268: 0.8328221739290111
Position 19780: 0.4228179113756072
Position 10686: 0.39123889769186987
Position 10711: 0.3729463219926301
Position 24008: 0.31853426554131764
Position 13694: 0.30044782510905677
Position 4315: 0.2818289335519862
Position 11741: 0.1305748256060627
Position 15611: 0.12013110019274854
Position 11024: 0.09301912136606821
Position 6207: 0.08486507797816228
Position 19985: 0.08208584577527052
Position 18240: 0.08101123545665496
Position 4350: 0.07428869425051733
Position 18198: 0.04680972742943874
Position 13319: 0.04572874908040093
Position 15855: 0.04452185869782316
Position 9277: 0.04028370196745763
Position 15976: 0.03779912565989139
Position 18500: 0.037230135584386766
Position 5875: 0.036947100037444794
Position 18612: 0.035784021291164377
Position 5122: 0.034504660801669
Position 17798: 0.026763130718717273
Position 1129: 0.02610644842710414
Position 13690: 0.024590621908530452
Position 3861: 0.020727125277599113
Position 15579: 0.019424536846873494
Position 13159: 0.019243839702001313
Position 14653: 0.01543350999479614
Position 9327: 0.014416649960882256
Position 10958: 0.01277610344120174
Position 579: 0.011149113286615525
Position 3679: 0.009430530776072447
Position 16917: 0.009241690353113103
Position 17426: 0.008706563016373632
Position 14633: 0.008398225892226711
Position 3645: 0.008362308155471869
Position 265: 0.008358544102906078
Position 2983: 0.008199967626080601
Position 3785: 0.008090285053438761
Position 807: 0.007878998112571943
Position 16553: 0.007149417359243984
Position 3805: 0.007114134291755287
Position 9197: 0.007018596109135139
Position 2937: 0.006797365971410314
Position 2770: 0.006601893375041897
Position 15892: 0.005942712586602595
Position 6325: 0.005680202240972457
Position 19690: 0.005333067444661728
Position 13879: 0.0052444463913239175
Position 11695: 0.0051161285751430375
Position 14060: 0.00496591828057464
Position 10652: 0.004765160603446077
Position 1317: 0.004141281447380174
Position 3916: 0.004088410268525693
Position 5856: 0.004048681213415876
Position 1084: 0.004007024648970356
Position 5152: 0.003820336806406436
Position 633: 0.003791909499200924
Position 4143: 0.0037385901520547156
Position 3306: 0.0033382728412917613
Position 2798: 0.0031646001997180317
Position 3279: 0.0028626960473132714
Position 9166: 0.0028037001166257036
Position 14195: 0.0027906646527926316
Position 13179: 0.002657028860118261
Position 15465: 0.0024848140679562835
Position 14792: 0.0024383585995730603
Position 1366: 0.0020132905135356797
Position 759: 0.0019415941198923981
Position 13932: 0.0019281426756805277
Position 3325: 0.0018731713773433006
Position 2773: 0.0017704351041424862
Position 4188: 0.0017302815498609358
Position 3057: 0.0016864687477884744
Position 3322: 0.0016366693359880073
Position 16797: 0.0016364866570108294
Position 13062: 0.0015776322286777092
Position 16528: 0.0015731640086571865
Position 7064: 0.0013766373771165066
Position 5234: 0.0013149378603791052
Position 2479: 0.0012993357422121188
Position 13714: 0.0012469105275308174
Position 1144: 0.0012448356059330758
Position 5294: 0.0012382026219520074
Position 3878: 0.0012341781665269672
Position 3919: 0.0012046937738396817
Position 13853: 0.0011230592301798804
Position 3945: 0.0010727627810176966
Position 5248: 0.0010720107448514721
Position 13432: 0.000978724342901177
Position 13206: 0.0009365300441944982
Position 11051: 0.0009013887439282901
Position 6190: 0.0008852340176393404
Position 17422: 0.0008521158655326322
Position 4449: 0.0007692546701070155
Position 15091: 0.0007414747636508932
Position 15314: 0.0006755653038886219
Position 1217: 0.0006403717905315804
Position 1603: 0.0005976246075960367
Position 1088: 0.0005422245897184144
Position 14629: 0.0005294588033376163
Position 13346: 0.0004741425959689858
Position 1804: 0.00045838906733270665
Position 1690: 0.0004488360942230899
Position 13414: 0.00040548538252614924
Position 13283: 0.0004018169499278349
Position 3350: 0.00040052638754847487
Position 14158: 0.0003843220510717008
Position 1666: 0.0003783255039376145
Position 4251: 0.0003700614792123991
Position 3089: 0.0003686967719374497
Position 1721: 0.0003601932114025005
Position 6126: 0.00035543295297148084
Position 1959: 0.0003026515541447901
Position 4058: 0.00029255794582190895
Position 4233: 0.00027638550182106444
Position 915: 0.0002594895356971205
Position 1623: 0.00023816777259633428
Position 1291: 0.0002343859552337678
Position 2505: 0.0002074220313911948
Position 12158: 0.00017940731307494512
Position 847: 0.00017007794367337846
Position 991: 0.00016948273424045494
Position 2558: 0.00016895062610377659
Position 1451: 0.00015420924625901582
Position 6557: 0.00015281161513855274
Position 1165: 0.0001347931387520905
Position 1866: 0.0001297790396675211
Position 1454: 0.0001180917959838585
Position 342: 0.00010802747042956327
Position 2485: 9.925716604754735e-05
Position 484: 9.749680492787028e-05
Position 3787: 9.447963166840362e-05
Position 4770: 9.082692805247695e-05
Position 1172: 8.806425306686873e-05
Position 360: 8.081319039525066e-05
Position 7195: 7.490902212293673e-05
Position 1203: 7.222555974926202e-05
Position 819: 7.000590737024572e-05
Position 868: 6.967695899033123e-05
Position 488: 6.685302237163181e-05
Position 1533: 6.263575617504944e-05
Position 826: 5.0891754003898195e-05
Position 500: 3.9489955804566625e-05
Position 584: 3.528060371246276e-05
Position 153: 3.261204098000311e-05
Position 4687: 2.7680086222202463e-05
Position 7568: 2.4652814125455175e-05
Position 8025: 2.2222201169939043e-05
Position 6693: 1.662675774678463e-05
Position 13946: 1.072427808785187e-05
Position 167: 2.6258749785782185e-08
Position 690: 2.307580574648471e-08
Position 872: 2.2205187129346268e-08
Position 188: 1.192062992138751e-08
Position 994: 1.157581007859156e-08
Position 832: 1.0004232188465886e-08
Position 957: 9.730536039273328e-09
Position 412: 7.789056349639774e-09
Position 2531: 6.447868837841088e-09
Position 615: 6.039840222009458e-09
Position 382: 5.104749468667859e-09
Position 4568: 5.008985853073345e-09
Position 206: 4.284530618550805e-09
Position 1113: 4.059914303659695e-09
Position 284: 3.8108559032986935e-09
Position 298: 2.7988674654147753e-09
Position 236: 1.7703010168043612e-09
Position 178: 1.7039909414670777e-09
Position 742: 1.2601741607421238e-09
Position 362: 1.2320193942827702e-09
Position 436: 1.1219560043151993e-09
Position 880: 7.558789918696259e-10
Position 450: 7.081164491310331e-10
Position 509: 6.856547676967802e-10
Position 116: 5.416967095905735e-10
Position 850: 4.5843067037384735e-10
Position 230: 2.6820120647532864e-10
Position 506: 1.5147580227492136e-10
Position 291: 1.4506649318400737e-10
Position 192: 1.446859939038653e-10
Position 427: 8.016415084160801e-11
Position 277: 7.293359902015558e-11
Position 442: 2.3166409814087133e-11
Position 496: 1.3432371870606844e-11
Position 376: 1.2962086188670762e-11
