Gene = CASR
index = 282
Annotated 5SS: [  130 70692 73705 78730 92360 98554]
Annotated 3SS: [ 70264  73397  77844  92128  98429 100003]
SMsplice 5SS: [  847 48425 55061 64668 70692 76494 79636 80900 83604 92360 98554]
SMsplice 3SS: [ 48290  54952  64507  70420  76371  79508  80617  83449  92246  98429
 100262]
top_k =  500
Partition function (log Z): -52.392050338080985

Sorted 5' Splice Sites (High to Low Probability):
Position 847: 0.9327441602453136
Position 5891: 0.6147447159010861
Position 130: 0.20654482610638814
Position 5594: 0.13518810113353377
Position 2356: 0.11279010907766979
Position 2775: 0.07908537784112343
Position 5500: 0.07569645876427934
Position 500: 0.06029518268834019
Position 476: 0.05367827253623893
Position 1729: 0.050509183701362544
Position 2786: 0.032934162993338664
Position 3429: 0.023545409760359404
Position 4496: 0.022715225597699045
Position 238: 0.020743804176109965
Position 2879: 0.014968457731123715
Position 4533: 0.014914731281160618
Position 3527: 0.013214426377155473
Position 2779: 0.013076481337619262
Position 1717: 0.011948425820672577
Position 5964: 0.008420044057554555
Position 3890: 0.005392658647080994
Position 278: 0.0052267327021058236
Position 86: 0.005099621731184614
Position 506: 0.004770491011968041
Position 4747: 0.003852015443974854
Position 3966: 0.00317110786620793
Position 3853: 0.0027654380093216874
Position 6370: 0.002560481280023604
Position 4815: 0.0025221621466117836
Position 4026: 0.002498091165540415
Position 5945: 0.0010282484038183748
Position 272: 0.0007698850335475865
Position 4649: 0.000516634329493148
Position 5993: 0.0004977296908774944
Position 1208: 0.0003030656630313213
Position 525: 0.00023872138713548026
Position 4155: 0.00023402052320412113
Position 2734: 0.0001929625618455033
Position 444: 0.00018157076033843036
Position 4009: 0.00017078930603061493
Position 3738: 9.91150909684111e-05
Position 1878: 8.44329691383666e-05
Position 1352: 6.036961457751794e-05
Position 136: 5.7660667683531395e-05
Position 1001: 5.6162832420062915e-05
Position 167: 4.545755611787978e-05
Position 819: 3.502768679144882e-05
Position 3294: 1.8757108463412473e-05
Position 644: 1.3874331577811753e-05
Position 226: 1.1883565755163822e-05
Position 891: 1.0591673741422328e-05
Position 153: 6.744437432876566e-06
Position 116: 6.101279061758309e-06
Position 554: 6.057333866740158e-06
Position 1126: 4.902318517418934e-06
Position 1544: 2.6952759611721313e-06
Position 230: 2.127040027918025e-06
Position 1387: 1.701904297543824e-06
Position 70: 4.647034796170958e-08
Position 54: 3.5455679938946096e-09
Position 203: 2.343247206907828e-09
Position 235: 6.977108695097332e-10
Position 374: 5.943075312840906e-11
Position 399: 3.6799210955662644e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5859: 0.39992069006989395
Position 5830: 0.31758008188079867
Position 18869: 0.16332628882023528
Position 13946: 0.16062086457697927
Position 629: 0.14695435113721633
Position 11639: 0.13614125519566375
Position 2685: 0.13376361199896794
Position 14053: 0.0967580360182529
Position 5314: 0.0822280960348459
Position 675: 0.07986034780723125
Position 7649: 0.07561047062810539
Position 4384: 0.06959108311689578
Position 5525: 0.06462550732937584
Position 6077: 0.059598403410304375
Position 16244: 0.048486389262129774
Position 1578: 0.048365517957849054
Position 2098: 0.03905975334123475
Position 2060: 0.03281048036099756
Position 735: 0.029462934452580608
Position 3393: 0.029347494464964655
Position 5359: 0.027686180024457704
Position 5414: 0.020206803558835203
Position 5389: 0.017732356033622974
Position 1524: 0.014936590525903829
Position 2256: 0.014864703294605501
Position 7315: 0.01457145741598533
Position 2310: 0.013764861562676391
Position 7297: 0.012327757773871073
Position 640: 0.01209677950305533
Position 8210: 0.01187784166343047
Position 2021: 0.0100217115791775
Position 1627: 0.009828053110886928
Position 3119: 0.009327785016223677
Position 8841: 0.008427175281022218
Position 8858: 0.00815563907143136
Position 11608: 0.007506205359297978
Position 3852: 0.006737803200589316
Position 3557: 0.006563296156720607
Position 9067: 0.005872475040492292
Position 717: 0.005871558542673653
Position 7206: 0.005655463746502077
Position 6138: 0.004810424361550209
Position 7342: 0.004661414726292748
Position 6264: 0.004643611805945673
Position 4722: 0.004487759499740137
Position 754: 0.004404386163299143
Position 3720: 0.003967333245307946
Position 6169: 0.003839072071542408
Position 1973: 0.003827828633508772
Position 6286: 0.0036786942348819595
Position 642: 0.0032818609593076305
Position 1494: 0.003072984038036675
Position 2587: 0.0029663622931980897
