Gene = SRD5A1
index = 1329
Annotated 5SS: [  527 18666 22837 29624]
Annotated 3SS: [18498 22734 29472 34858]
SMsplice 5SS: [  527 18666 22837 29624]
SMsplice 3SS: [18498 22734 29472 34858]
top_k =  500
Partition function (log Z): -17.319756112136652

Sorted 5' Splice Sites (High to Low Probability):
Position 18666: 0.9992011702587943
Position 22837: 0.9980483769178965
Position 29624: 0.9554991981373137
Position 527: 0.9528840261473549
Position 3011: 0.6271510101320907
Position 10695: 0.47108607669096275
Position 32297: 0.2925219848291685
Position 15807: 0.08701980741223074
Position 344: 0.08351005340091781
Position 2708: 0.07003693135902495
Position 146: 0.05257105037870473
Position 131: 0.0468602024752108
Position 3121: 0.013921505328174422
Position 926: 0.008958926871525955
Position 824: 0.0022642701446562176
Position 293: 0.0013164645509006784
Position 1932: 0.0011193268439730459
Position 1814: 0.0011162486215196825
Position 118: 0.0007145329120476173
Position 14: 0.0006316451329505969
Position 328: 0.00013712298848489958
Position 405: 0.00012950786751339625
Position 381: 0.00012237801571749778
Position 300: 8.653672919104149e-05
Position 30: 8.631053855886481e-05
Position 402: 7.66575227568158e-05
Position 312: 4.346106584733916e-05
Position 443: 1.920975449439429e-05
Position 252: 1.5064339178414216e-05
Position 109: 1.4551429000598334e-05
Position 6181: 9.380475914916559e-06
Position 5140: 9.094795982128795e-06
Position 601: 8.546229950090098e-06
Position 342: 2.7495414698894715e-06
Position 455: 2.45318421588817e-06
Position 679: 1.8691828862653634e-06
Position 9127: 1.13794165908081e-06
Position 1395: 9.901162294489327e-07
Position 4459: 7.169326641084614e-07
Position 1474: 6.837240269466016e-07
Position 466: 6.812220015598146e-07
Position 961: 6.115448943775582e-07
Position 1017: 5.930571793239655e-07
Position 6662: 3.704497627321893e-07
Position 8014: 2.6353203788176115e-07
Position 920: 2.434681970415699e-07
Position 768: 2.0225501942990702e-07
Position 1477: 1.6856876668511006e-07
Position 1116: 1.533482380819079e-07
Position 3063: 8.794275939874167e-08
Position 184: 8.146615407149571e-08
Position 5054: 6.802172117708237e-08
Position 710: 3.756799948841633e-08
Position 532: 3.4739106746862703e-08
Position 503: 8.66182605082791e-10
Position 693: 2.4862063939363013e-12
Position 510: 4.339462914332781e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 18498: 0.9996510015151522
Position 22734: 0.9992011702587943
Position 29472: 0.9931208517453213
Position 34858: 0.6549908707921728
Position 10612: 0.3695233963844379
Position 32122: 0.26356272174156453
Position 2841: 0.2400905633211575
Position 33212: 0.14665352580273955
Position 2860: 0.14375435009287882
Position 32221: 0.1147123904795353
Position 475: 0.11214605459333583
Position 10644: 0.10159558755097932
Position 2939: 0.09053415332170694
Position 15647: 0.08717684749524658
Position 2978: 0.0720682952127271
Position 29688: 0.06810167415046875
Position 2580: 0.04927688285907833
Position 2942: 0.04731436479852523
Position 2811: 0.03603164812006868
Position 443: 0.02305385476322899
Position 2621: 0.005690007237003383
Position 649: 0.0052729280770247595
