Gene = SPICE1
index = 1312
Annotated 5SS: [  260  8650 11977 15718 21108 21951 26212 46058 46395 47018 49504 54540
 58021 61691 64821 67119 68568]
Annotated 3SS: [ 8550 11928 15573 21013 21843 26092 45917 46256 46751 49371 54391 57798
 61205 64639 67015 68479 69795]
SMsplice 5SS: [  499  8650 11977 15718 21108 21951 26212 36363 46058 46395 49504 54540
 58021 67119 68568]
SMsplice 3SS: [ 8550 11907 15573 21013 21843 26092 36238 45917 46256 49371 54391 57798
 67015 68479 68751]
top_k =  500
Partition function (log Z): -17.888110624934573

Sorted 5' Splice Sites (High to Low Probability):
Position 15718: 0.9980733505890013
Position 11977: 0.9972909717927119
Position 8650: 0.9838577080887548
Position 26212: 0.9741454057790084
Position 21951: 0.9013889436009416
Position 21108: 0.8556367102664946
Position 14143: 0.34667533128400574
Position 499: 0.3422504048585119
Position 360: 0.25578842964120296
Position 29711: 0.2538684421757215
Position 22352: 0.21638109369194494
Position 16619: 0.19775262599591795
Position 36363: 0.16624046702751472
Position 10290: 0.16567515888610954
Position 260: 0.15268723037225404
Position 15496: 0.12611330344870364
Position 29534: 0.11056266670422396
Position 10075: 0.1093150160694324
Position 20826: 0.10837733863257917
Position 14352: 0.09870963615364517
Position 81: 0.09209807589522362
Position 9811: 0.07663069881157476
Position 29666: 0.07342567680594936
Position 272: 0.05934473455776128
Position 4470: 0.04472186993280526
Position 10064: 0.04201411201015406
Position 20323: 0.04147598611198189
Position 22487: 0.04135685620021621
Position 25435: 0.04074263868680257
Position 10006: 0.03832649144129469
Position 19918: 0.037105800140039204
Position 4456: 0.03648498050639189
Position 24978: 0.035206299142100356
Position 1364: 0.03397408961682528
Position 10245: 0.03227439308951398
Position 9975: 0.030999715249523288
Position 22019: 0.027535738599656995
Position 284: 0.026013095212805537
Position 749: 0.025856048005730537
Position 745: 0.022831306604497722
Position 25827: 0.02085644671652935
Position 24628: 0.020532305624823863
Position 3482: 0.01995621760340989
Position 21604: 0.019701302316071517
Position 4093: 0.019061044226588515
Position 2044: 0.01847987738099611
Position 15184: 0.018121624184451873
Position 3619: 0.01593857403459398
Position 8660: 0.015222983248088209
Position 787: 0.015126475199912844
Position 9048: 0.014306024511218929
Position 1687: 0.013521709051742402
Position 544: 0.0121861461438567
Position 20905: 0.011127619897318957
Position 25061: 0.010510245856409176
Position 23402: 0.008937975006820701
Position 21096: 0.008180429171922963
Position 14623: 0.007755246131514957
Position 15204: 0.0076873250224317674
Position 6373: 0.0066387790673162785
Position 1628: 0.006617186495598286
Position 5227: 0.006257855306466862
Position 5258: 0.0059261469672206605
Position 14356: 0.005694762618688834
Position 10091: 0.005068370200634242
Position 15210: 0.005039326807918671
Position 15500: 0.004958756411518012
Position 3207: 0.004934648321567936
Position 26868: 0.004587470350267748
Position 19206: 0.004106112397731567
Position 9190: 0.003973636817875136
Position 22098: 0.0036635397592233616
Position 20396: 0.0032482304733519405
Position 15190: 0.003214354523129343
Position 12906: 0.002990790403517624
Position 18537: 0.002791107379895792
Position 21681: 0.0027410159934379355
Position 18269: 0.002670831441884535
Position 19254: 0.002138238977761486
Position 15361: 0.001874463116916289
Position 19462: 0.001856321249594155
Position 21894: 0.0018458753019540183
Position 28355: 0.0017468990910254826
Position 11016: 0.0016357590757260158
Position 15266: 0.0015950010010396126
Position 13424: 0.0015886884751827779
Position 29827: 0.0014706319017657227
Position 10097: 0.0010156848910507787
Position 14765: 0.0008977887233568654
Position 152: 0.0008675894284006083
Position 13812: 0.0008634688931003512
Position 14677: 0.0008310521911641949
Position 8668: 0.0007399075998938551
Position 13364: 0.0006092575265117622
Position 17050: 0.0005784516535463386
Position 12825: 0.0005553930713182178
Position 513: 0.0005383932202991752
Position 19851: 0.000492680989694741
Position 12165: 0.0004841462672047747
Position 10035: 0.0003899256760499987
Position 9154: 0.00038102143025330076
Position 1171: 0.0003086798109154431
Position 13182: 0.00027756569166438003
Position 316: 0.0002721853301624682
Position 9449: 0.0002403318029494454
Position 1516: 0.00022941378630027392
Position 3248: 0.00021285520446065928
Position 633: 0.00021224916997194913
Position 2930: 0.00020897023428427725
Position 8611: 0.00017940106326204029
Position 203: 0.00017363121158640418
Position 292: 0.0001262674112303668
Position 9078: 9.740724604958117e-05
Position 164: 8.176866267434546e-05
Position 596: 6.947829091221699e-05
Position 380: 5.124832418763577e-05
Position 23196: 5.115765645059662e-05
Position 16844: 3.09183676841424e-05
Position 324: 2.705429187412971e-05
Position 16823: 1.8388858888170696e-05
Position 370: 1.673648664803533e-05
Position 9172: 1.5407382907392507e-05
Position 656: 1.0840900594731056e-05
Position 592: 1.008585712480229e-05
Position 682: 8.6231489460726e-06
Position 523: 8.410701881370604e-06
Position 1162: 7.4507955584283065e-06
Position 22545: 7.175320357475268e-06
Position 12024: 4.952871492068375e-06
Position 17636: 4.2976474166657105e-06
Position 12565: 4.073963340030785e-06
Position 17082: 3.093895219054569e-06
