Gene = XRCC2
index = 1578
Annotated 5SS: [  125 15465]
Annotated 3SS: [15382 26801]
SMsplice 5SS: [  125  4870  7945 15465]
SMsplice 3SS: [ 4761  7740 15382 26801]
top_k =  500
Partition function (log Z): -16.13139625966931

Sorted 5' Splice Sites (High to Low Probability):
Position 4870: 0.9101430557098333
Position 15465: 0.9085275192795723
Position 7945: 0.8132953310077555
Position 125: 0.6073709853204892
Position 14820: 0.28140403962251553
Position 19447: 0.2685542392303252
Position 6457: 0.2432098772584141
Position 14783: 0.22578644596219763
Position 747: 0.11873436420516816
Position 342: 0.09184089418925515
Position 173: 0.07270811252360461
Position 7876: 0.05192301061214836
Position 17765: 0.04852648446747347
Position 6027: 0.040490718598874376
Position 11633: 0.03334871299307436
Position 12936: 0.03263085694317204
Position 420: 0.02994333541956679
Position 310: 0.02871346583014859
Position 5237: 0.026107777289650726
Position 4864: 0.019060632386684647
Position 787: 0.016746527368864304
Position 1153: 0.01575238234135285
Position 3652: 0.015194148250458499
Position 17450: 0.01365966725312389
Position 53: 0.012689903270991744
Position 651: 0.012207101960162036
Position 13831: 0.012178079333528878
Position 146: 0.011842747878023429
Position 553: 0.011653542110773765
Position 139: 0.011301255474957098
Position 29: 0.010079311871916026
Position 802: 0.009191348123225768
Position 1051: 0.00874426442597818
Position 361: 0.007662520734564673
Position 1074: 0.006392193365741881
Position 7047: 0.006380614848057866
Position 17515: 0.0061512195464797775
Position 1810: 0.005428355496493941
Position 4648: 0.00480215849564318
Position 6959: 0.0038616912861451974
Position 4548: 0.0036305092800810665
Position 5080: 0.003249523936202783
Position 17080: 0.003190505710482957
Position 4630: 0.0028858073998805876
Position 7669: 0.002861237412477668
Position 3698: 0.002577520583536802
Position 6841: 0.002413342734995866
Position 4909: 0.0019606457531363836
Position 6881: 0.0017654678124298094
Position 950: 0.0013322044445004324
Position 90: 8.279204653465553e-05
Position 442: 6.298649429385866e-05
Position 25: 5.601239185554166e-05
Position 8670: 5.588236503415356e-05
Position 436: 5.275385666449682e-05
Position 568: 5.137138954903527e-05
Position 718: 3.084477889746974e-05
Position 733: 2.2232533484253094e-05
Position 38: 1.9711813006397134e-05
Position 8402: 1.8870513336633506e-05
Position 58: 1.8107120885205164e-05
Position 1001: 1.0852641333059515e-05
Position 370: 1.0062284207498501e-05
Position 42: 8.183756590574546e-06
Position 906: 7.483868084712702e-06
Position 702: 5.484069808554456e-06
Position 88: 5.303100102300943e-06
Position 516: 4.791755262224072e-06
Position 556: 4.46989753656987e-06
Position 584: 3.634063347862824e-06
Position 332: 2.5703725486110635e-06
Position 675: 1.547888089634402e-06
Position 16: 6.873650156113831e-07
Position 8400: 3.0474264573491477e-07
Position 112: 1.4251564358063937e-07
Position 93: 4.056039798336888e-08
Position 480: 1.8264207980449875e-08
Position 558: 4.798309019412733e-09
Position 11: 4.200862618625155e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4761: 0.9207847651396645
Position 15382: 0.9110850318630782
Position 7740: 0.682282885617535
Position 14717: 0.4522400592786541
Position 19281: 0.2927109104265784
Position 19966: 0.24230773383982296
Position 23414: 0.21567751813338018
