Gene = YAE1D1
index = 1582
Annotated 5SS: [ 172 4252]
Annotated 3SS: [4129 5900]
SMsplice 5SS: [ 656 4252]
SMsplice 3SS: [4129 6043]
top_k =  500
Partition function (log Z): -5.342350643872186

Sorted 5' Splice Sites (High to Low Probability):
Position 4252: 0.9819856416405683
Position 656: 0.857078057142797
Position 4474: 0.3267161469331608
Position 172: 0.2615468729974313
Position 1035: 0.19182608326462153
Position 1474: 0.1435664843309893
Position 3913: 0.0664232214864621
Position 543: 0.023934471918806727
Position 178: 0.021406559150905655
Position 3173: 0.02109023609086144
Position 3729: 0.016051150436769426
Position 513: 0.015972212813023825
Position 181: 0.015660705789428367
Position 1518: 0.013654632254880146
Position 5039: 0.011432724461544176
Position 5609: 0.01051491190685454
Position 4526: 0.009685140900668484
Position 1513: 0.006526336039988991
Position 1602: 0.0061189219849099455
Position 4012: 0.005885391434616431
Position 4610: 0.005852051726770163
Position 3870: 0.005641067952697155
Position 3415: 0.004699266794168925
Position 40: 0.004170409509250617
Position 197: 0.0036120384446234463
Position 5994: 0.0033873267598447483
Position 4566: 0.0030666803397646205
Position 149: 0.002961811636206904
Position 4206: 0.002463988567982036
Position 2465: 0.0023685399609667695
Position 1050: 0.002262325736507258
Position 295: 0.001954763363544722
Position 887: 0.001724710576868273
Position 2470: 0.0012432965440202393
Position 3184: 0.001073531827469401
Position 778: 0.000660531266376621
Position 672: 0.0005180620609317117
Position 240: 0.0004607264119872224
Position 204: 0.00021312767546111146
Position 48: 0.00015846915073826524
Position 991: 0.00014302823705106068
Position 557: 0.00012944725226786218
Position 1339: 0.00010091114610788497
Position 52: 7.320580531908156e-05
Position 224: 7.180345506667854e-05
Position 120: 3.743883318126224e-05
Position 797: 2.998406651749186e-05
Position 792: 2.650128305372408e-05
Position 45: 2.456599974720149e-05
Position 13: 2.3204555806491763e-05
Position 343: 2.113195497401697e-05
Position 28: 1.882009824905426e-05
Position 207: 1.8313646930928067e-05
Position 440: 1.4545635477903467e-05
Position 698: 1.4430272707257657e-05
Position 166: 1.0412979488905856e-05
Position 936: 8.09031190152666e-06
Position 5182: 6.6754157199331445e-06
Position 97: 5.9073161170985075e-06
Position 183: 5.460024694831692e-06
Position 648: 5.340434874969517e-06
Position 227: 3.4408723364941933e-06
Position 433: 2.3626939632607435e-06
Position 419: 2.2554477990795634e-06
Position 530: 1.909226549438335e-06
Position 328: 1.4904242287809914e-06
Position 99: 1.3205191857965804e-06
Position 247: 7.292900301580506e-07
Position 565: 8.987003382707415e-09
Position 676: 2.054725448269311e-09
Position 637: 1.4081211002047684e-09
Position 444: 1.2810840549026117e-09
Position 417: 7.737043884351579e-10
Position 520: 6.981895570386213e-10
Position 384: 6.27189062225385e-10
Position 570: 1.0211996481561185e-15
Position 610: 7.739816020292381e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 4129: 0.9359336606352013
Position 6043: 0.531534385221236
Position 287: 0.20864800915336748
Position 4421: 0.16050909529112486
Position 5900: 0.14591325434798008
Position 1361: 0.07734958484775574
Position 5363: 0.07501382271221427
Position 879: 0.07481886667317675
Position 4926: 0.07442863784341648
Position 3757: 0.0720966766169708
Position 761: 0.06216501473973359
Position 4405: 0.06036773849943967
Position 4367: 0.05443889123822378
Position 4643: 0.05263083186055405
Position 1427: 0.051756017602327384
Position 4324: 0.05143271003119343
Position 1291: 0.027099057760745778
Position 4180: 0.024678138214595594
Position 315: 0.024283546819594132
Position 3130: 0.022914178943984644
Position 3614: 0.020053680617386983
Position 6085: 0.01883656025793513
Position 5142: 0.018578919998566788
Position 4072: 0.01721812518698287
Position 882: 0.015633159619607272
Position 4377: 0.013878084499923914
Position 4468: 0.013760450075637028
Position 5977: 0.0126091606905184
Position 4987: 0.012150004399530123
Position 5717: 0.012148946229723375
Position 4667: 0.009632213785905135
Position 5335: 0.0089840421970226
Position 4133: 0.008636387549169412
Position 768: 0.007749805044321242
Position 5042: 0.004999107938831633
Position 339: 0.0046388139978375195
Position 2209: 0.003740816010814105
Position 1263: 0.0035508758028945436
Position 4525: 0.0034822762134992242
Position 4102: 0.0032681562394012297
Position 1305: 0.002850869723461338
Position 4964: 0.002836066857731779
Position 844: 0.0027136993388189846
Position 5672: 0.002693689990093717
Position 1314: 0.002636836814209553
Position 1517: 0.0024922682905008705
Position 4721: 0.0022838935548296236
Position 5698: 0.0020261651000702766
Position 5859: 0.0019823406094007776
Position 5591: 0.0018015989737394712
Position 3699: 0.0017761577845248257
Position 6209: 0.0017148816993070152
Position 6429: 0.001576811846675694
Position 5409: 0.00153289071795911
Position 3171: 0.0014482351392612243
Position 743: 0.001406266796569218
Position 507: 0.0013476918120711788
Position 6091: 0.0012764313242844287
Position 2870: 0.00111645674968981
Position 3057: 0.001095417295603327
Position 6199: 0.0010593838646289374
Position 4806: 0.0010069123263136586
Position 6264: 0.0009734728177597503
Position 6366: 0.0009095621861991243
Position 695: 0.0008299635674980142
Position 1023: 0.0008085253347594411
Position 4384: 0.0006609144457011677
Position 1366: 0.0006526598587656271
Position 4096: 0.0006459366654701958
Position 4767: 0.0004987208291101474
Position 3597: 0.0004940995979899936
Position 3201: 0.0004735562372320563
Position 792: 0.00045866186250333044
Position 457: 0.000438342172179352
Position 546: 0.00043212858137020967
Position 4780: 0.00041632789855883587
Position 6232: 0.00040212975137735463
Position 898: 0.0003886435616102601
Position 3014: 0.00038739148287496024
Position 3141: 0.0003872486583660883
Position 4553: 0.0003479990564349277
Position 960: 0.0003477927313117885
Position 4968: 0.0003302496754461093
Position 940: 0.0003234953870311188
Position 1003: 0.00032332523833057084
Position 5675: 0.0002891760053282476
Position 422: 0.0002817180080096217
Position 440: 0.000276289818497451
Position 1403: 0.0002460821249353641
Position 433: 0.00024089012643497719
Position 4936: 0.00019437199027644379
Position 5185: 0.00017497568168534165
Position 4533: 0.00011455858082339479
Position 520: 7.004649629230655e-05
Position 592: 5.8743841921532155e-05
Position 579: 3.102181689587764e-05
Position 967: 3.001224292363024e-05
Position 2569: 2.7205403521876427e-05
Position 2086: 2.3359560897465085e-05
Position 355: 2.3121031430484786e-05
Position 388: 2.173076541148668e-05
Position 1408: 2.001957658467662e-05
Position 1159: 1.1365804205031613e-05
Position 850: 9.32316597929368e-06
Position 782: 6.866378572896337e-06
Position 369: 6.6010715524738086e-06
Position 603: 6.1794937725591245e-06
Position 3846: 5.699141635333008e-06
Position 655: 5.1077985124551745e-06
Position 1542: 4.882301136048148e-06
Position 550: 4.106787961611912e-06
Position 884: 3.145626548969695e-06
Position 1364: 2.9562500014926777e-06
Position 2346: 2.6044864150868172e-06
