Gene = PLEKHN1
index = 1036
Annotated 5SS: [ 118  307 3927 4105 4262 4510 4712 4908 5654 5928 6514 6830 7144 7555
 7868]
Annotated 3SS: [ 206 3779 4023 4188 4381 4615 4826 5577 5790 6363 6688 7002 7335 7818
 7944]
SMsplice 5SS: [ 118  307 3927 4105 4510 4712 4908 5654 5928 6514 6830 7144]
SMsplice 3SS: [ 206 3779 4023 4381 4579 4826 5577 5776 6363 6688 7002 7944]
top_k =  500
Partition function (log Z): 45.473033788039565

Sorted 5' Splice Sites (High to Low Probability):
Position 4510: 0.9997886507410557
Position 4908: 0.9960246162156989
Position 5654: 0.992483199399559
Position 307: 0.992055883732271
Position 4105: 0.9899603963257986
Position 118: 0.9882999609261993
Position 6830: 0.965595108504987
Position 5928: 0.9018535593868751
Position 3927: 0.8979933729220951
Position 4712: 0.8151639091647709
Position 7144: 0.7001978508035611
Position 6514: 0.5547107571305832
Position 7555: 0.5456448442913284
Position 6562: 0.405988268501361
Position 2528: 0.35975987768961704
Position 7868: 0.25531229893451984
Position 735: 0.25423324360960503
Position 6295: 0.24506819790943637
Position 2277: 0.23956767193887188
Position 4723: 0.17997012924387729
Position 5264: 0.1625072878192326
Position 8087: 0.14079804511943372
Position 2249: 0.13776212702946133
Position 5048: 0.1348366806943286
Position 514: 0.11440536421887433
Position 5097: 0.09576659175608367
Position 5111: 0.09348049717716485
Position 4262: 0.07602010880583752
Position 7213: 0.069082183976942
Position 8092: 0.06631587369956547
Position 5209: 0.05828078554511119
Position 2580: 0.05650916798506501
Position 7179: 0.05094441987811492
Position 1620: 0.04847609602262539
Position 423: 0.045952888591499465
Position 2153: 0.03647395249903494
Position 3605: 0.03553151465200871
Position 5215: 0.0342980150728747
Position 5478: 0.02787695990825438
Position 5403: 0.02544756298756326
Position 6566: 0.023029105467752227
Position 5508: 0.022874955967878998
Position 3864: 0.017177828752047222
Position 634: 0.017095411081061232
Position 7254: 0.016062822922666607
Position 815: 0.015096491916800493
Position 5188: 0.012661976012022257
Position 7172: 0.012494753934037902
Position 3900: 0.010475238264563088
Position 3550: 0.010460767888659675
Position 133: 0.009768104748240622
Position 7838: 0.00943440678552655
Position 4113: 0.008599540083264471
Position 1678: 0.008240155481142266
Position 5842: 0.007830960574857165
Position 2613: 0.006671866276855761
Position 5902: 0.006388455930805045
Position 7126: 0.0061728086937691195
Position 5699: 0.005583067235245858
Position 427: 0.005408660138999483
Position 8437: 0.005327721864842241
Position 5462: 0.004944507478595545
Position 5197: 0.0039858247117692605
Position 3157: 0.003921295559316123
Position 1375: 0.0037216582669991893
Position 7160: 0.003601443849246986
Position 4716: 0.003477100600323058
Position 7204: 0.003052982980282266
Position 8484: 0.002957464732138566
Position 3173: 0.0027898896559012116
Position 5970: 0.002646926759661278
Position 650: 0.0024786629411259484
Position 3203: 0.002229884712127423
Position 7893: 0.002222649248176182
Position 3141: 0.002176410988560749
Position 3882: 0.0020967776150926805
Position 6138: 0.0019278437211621886
Position 3127: 0.0019060200309598612
Position 7872: 0.001829750339123644
Position 5251: 0.0017258706858741628
Position 3858: 0.0016900374659367544
Position 8461: 0.0015698703728586963
Position 6760: 0.0012284033117664563
Position 3153: 0.0011299542596336933
Position 129: 0.0011153528628790293
Position 3199: 0.0010990843045353797
Position 6887: 0.0010607251307897054
Position 5219: 0.0010034850787614606
Position 5174: 0.0009888788386159784
Position 5195: 0.0009641435017760387
Position 920: 0.0009555954447556004
Position 5957: 0.0009130665099290128
Position 2365: 0.0007992226827663133
Position 6056: 0.0007855647795831475
Position 3832: 0.0007470557715460596
Position 21: 0.0006121238054162785
Position 4344: 0.0005352878122970864
Position 6542: 0.0005314644001751766
Position 1217: 0.0005279614760757592
Position 5410: 0.0005132490887004011
Position 1370: 0.000511062714392426
Position 7393: 0.00048452927401839444
Position 4350: 0.0004844103238507022
Position 6211: 0.00043208618944882456
Position 360: 0.0003696027633991396
Position 5057: 0.0003603970469990159
Position 4925: 0.0003379150042618067
Position 5221: 0.0002925993224937607
Position 8452: 0.000289049535079731
Position 4685: 0.0002458043988357872
Position 7611: 0.0002377568318680485
Position 6568: 0.000228511626344041
Position 325: 0.00021218145569599811
Position 7230: 0.00019867528521638755
Position 2354: 0.00019727058073132792
Position 7117: 0.00017753997644408644
Position 4735: 0.00017554269301512675
Position 1278: 0.00017072318941888464
Position 1412: 0.00017053029814716574
