Gene = RP11-96L14.8
index = 1183
Annotated 5SS: [ 166 2547 2756]
Annotated 3SS: [2462 2657 4125]
SMsplice 5SS: [ 166 2547 2756]
SMsplice 3SS: [2462 2657 3478]
top_k =  500
Partition function (log Z): -1.7151622685062904

Sorted 5' Splice Sites (High to Low Probability):
Position 2547: 0.9148706407756042
Position 166: 0.7512545237613402
Position 2984: 0.5306407217132153
Position 2756: 0.4077083756908074
Position 2760: 0.40697533074935255
Position 1941: 0.32459775556082315
Position 186: 0.23692374878195535
Position 1866: 0.10586795829480189
Position 2766: 0.04897944687281807
Position 2829: 0.02557265505399243
Position 2799: 0.02431653334128367
Position 3090: 0.02343324274635638
Position 2764: 0.02244194876787404
Position 2974: 0.022422225449474274
Position 3292: 0.0175759923371153
Position 1337: 0.010777764469386508
Position 2935: 0.009005028452619804
Position 4031: 0.008973535624301737
Position 2290: 0.007519768200307442
Position 529: 0.006037750772759159
Position 1810: 0.005763395534842709
Position 3859: 0.004624006811353232
Position 3268: 0.004576847186394241
Position 1826: 0.0034835247797785976
Position 3180: 0.0028900472708814845
Position 443: 0.002497102802500521
Position 709: 0.0019435719348929292
Position 297: 0.0018987595561851494
Position 225: 0.0017896712265794887
Position 2815: 0.0016180005511633815
Position 2112: 0.0015379424286346966
Position 2777: 0.0014605428009895158
Position 256: 0.0014214715953322287
Position 2016: 0.0010602272450008102
Position 3061: 0.0009053819799888488
Position 1933: 0.0008604495914726993
Position 2341: 0.0006643158151425116
Position 2770: 0.0005006595021348807
Position 1860: 0.0003446674118473357
Position 846: 0.0002911426026161895
Position 170: 0.00026704646171354067
Position 1504: 0.00021270748116868353
Position 2551: 0.00020735553718147245
Position 23: 0.00020465818517326767
Position 2780: 0.00018711287020375898
Position 494: 0.00015877871161480527
Position 1598: 0.00014931131841449487
Position 199: 0.00010743185813354157
Position 1026: 7.971775659696932e-05
Position 436: 6.868435218045821e-05
Position 118: 6.265209709273347e-05
Position 759: 5.156859557342883e-05
Position 1588: 5.0209143134991544e-05
Position 1669: 4.548749336657572e-05
Position 190: 4.4381526603484906e-05
Position 232: 4.431899760662241e-05
Position 1761: 4.054253633136343e-05
Position 558: 3.367283832321908e-05
Position 1653: 2.824367903610294e-05
Position 134: 2.8232173002045534e-05
Position 1458: 2.345201486046477e-05
Position 2616: 1.9449917217700103e-05
Position 508: 1.4044827683779605e-05
Position 1868: 1.3750173819407063e-05
Position 1193: 1.1797942849552219e-05
Position 2774: 1.1138428804854987e-05
Position 1703: 9.087283721727388e-06
Position 1544: 7.054936305866278e-06
Position 2768: 5.137847871301444e-06
Position 111: 3.183067319876586e-06
