Gene = GDA
index = 583
Annotated 5SS: [  216 46122 53276 61308 64525 70040 73761 76318 78574 81715 91832 95812
 97967]
Annotated 3SS: [46032 53103 61219 64418 70011 73652 76209 78475 81646 91684 95680 97938
 98804]
SMsplice 5SS: [   216  12785  16093  23816  27155  46122  46527  47502  48207  53276
  58705  61308  64525  76318  78574  95812  99165 101375]
SMsplice 3SS: [ 12683  15865  23737  27069  46032  46427  47399  47994  53103  58562
  61219  64418  76209  78475  95680  98804 101282 102344]
top_k =  500
Partition function (log Z): -45.16946149075356

Sorted 5' Splice Sites (High to Low Probability):
Position 12785: 0.9878852559489999
Position 22648: 0.9631447402026796
Position 23816: 0.9617477754896135
Position 27155: 0.9295494096807184
Position 216: 0.9105771917062773
Position 10650: 0.5157929065908339
Position 9547: 0.4317790245754154
Position 13672: 0.3297070167320088
Position 16093: 0.32713427572138726
Position 2622: 0.31341599264192715
Position 12037: 0.30997302400048915
Position 3417: 0.2964075167363813
Position 16038: 0.24024068344077842
Position 15979: 0.18295141602576034
Position 9396: 0.16794073982735858
Position 4795: 0.13276758558537044
Position 12590: 0.059876526287745695
Position 13618: 0.05319549021120816
Position 3751: 0.022041698635919257
Position 198: 0.021888005569050444
Position 1461: 0.02082454139226194
Position 389: 0.019376874165003128
Position 1398: 0.017444679112719127
Position 174: 0.014298503142507133
Position 7446: 0.013289624969115128
Position 1833: 0.010621498504701937
Position 6135: 0.010494601312727387
Position 309: 0.010298264231847288
Position 1004: 0.009556354351058415
Position 7454: 0.008989345355342841
Position 5462: 0.0087534882195142
Position 140: 0.007289116846028398
Position 6647: 0.0072315466047889266
Position 475: 0.006649028761144439
Position 1278: 0.00324126979052705
Position 7465: 0.0028035981159703015
Position 1510: 0.002534936234385922
Position 2060: 0.0015732324335025847
Position 16302: 0.001116384714281992
Position 2004: 0.000971795935037355
Position 16084: 0.0008130072775910523
Position 316: 0.0005616755046806745
Position 1522: 0.0005349912533003586
Position 95: 0.0005252036231570853
Position 2569: 0.00038136879125733004
Position 1361: 0.00012982931885285537
Position 1243: 0.00010208682973820182
Position 1861: 9.325728995477829e-05
Position 1604: 7.787689855716659e-05
Position 3428: 3.47547974731812e-05
Position 262: 3.310257980128156e-05
Position 300: 3.0719613716370314e-05
Position 281: 2.5283336447343606e-05
Position 759: 1.6197745984643996e-05
Position 931: 1.505076475185295e-05
Position 46: 1.1507714199038958e-05
Position 231: 7.902502446298202e-06
Position 1239: 7.069509007277075e-06
Position 621: 4.05000553425327e-06
Position 789: 2.4473811903753874e-06
Position 953: 4.1834691729388663e-07
Position 658: 7.324531826353623e-08
Position 35: 2.6744031841060354e-08
Position 463: 2.6529903497487433e-08
Position 592: 2.418737029383043e-08
Position 771: 2.3036535096747697e-08
Position 636: 2.111158713091139e-08
Position 393: 1.2086075933829433e-08
Position 97: 7.99760293841797e-10
Position 290: 3.3589370633679245e-10
Position 1609: 1.6546542902460357e-10
Position 144: 1.602017469343887e-10
Position 336: 5.382909772523281e-11
Position 25: 4.004622653999282e-11
Position 347: 2.6691611419044842e-11
Position 1259: 4.257053287485476e-12
Position 1170: 4.132305055992657e-12
Position 1302: 7.469984327147471e-13
Position 1837: 2.7655481891982953e-13
Position 1437: 2.491308267889921e-13
Position 419: 1.0999122668588669e-15
Position 495: 1.3583669416061264e-16
Position 624: 3.005684113951319e-17
Position 672: 9.315023293139231e-18
Position 573: 7.917661996015233e-18

