Gene = POP7
index = 1054
Annotated 5SS: [252]
Annotated 3SS: [767]
SMsplice 5SS: [344]
SMsplice 3SS: [767]
top_k =  500
Partition function (log Z): -11.006985971308685

Sorted 5' Splice Sites (High to Low Probability):
Position 344: 0.709630073284455
Position 252: 0.21978889658993564
Position 548: 0.033448222073547286
Position 50: 0.020410746626507267
Position 685: 0.019361855631490277
Position 389: 0.007507093960892699
Position 1281: 0.005225927741867198
Position 405: 0.003556667759272008
Position 665: 0.0025382496242188964
Position 962: 0.002395386578794241
Position 1335: 0.002228744541329193
Position 710: 0.0020795574459157745
Position 321: 0.0015525477722015265
Position 167: 0.0013042728832634253
Position 1197: 0.0007833866960375189
Position 391: 0.0006636706317762833
Position 62: 0.0005037120368540126
Position 161: 0.00029774161248711725
Position 803: 0.0002948103631072528
Position 1329: 0.00024835474082873305
Position 656: 0.00021381527387286537
Position 80: 0.00019595971695481217
Position 1069: 0.00017669354601023476
Position 348: 1.914379960056623e-06
Position 727: 8.322809462052292e-07
Position 501: 5.91370628459248e-07
Position 284: 4.6571822804457214e-07
Position 196: 2.2041993663941386e-07
Position 696: 9.66947049015107e-08
Position 648: 3.993694212496086e-08
Position 393: 1.3405844628852511e-08
Position 456: 1.1527210425142984e-08
Position 471: 3.2313071770663964e-09
Position 238: 2.922561239760321e-09
Position 577: 3.6868466399946344e-10
Position 434: 1.2420609138694956e-10
Position 476: 1.5087094411369505e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 767: 0.3757509440717334
Position 1068: 0.3222643202654912
Position 444: 0.06312725300515518
Position 595: 0.044552594503896814
Position 575: 0.03150432238427618
Position 875: 0.030633075320552188
Position 1038: 0.027236320523494548
Position 469: 0.016849556933668235
Position 571: 0.013341221394607626
Position 1432: 0.011961327011186983
Position 903: 0.011069560195398221
Position 465: 0.011051389376869286
Position 966: 0.010448372288439306
Position 845: 0.009890447428404498
Position 1044: 0.009360285230771655
Position 621: 0.009087381959339835
Position 939: 0.006042872751872006
Position 648: 0.005680194229851404
Position 440: 0.004831324474056202
Position 936: 0.004153041081998967
Position 776: 0.0033103078585159664
Position 1358: 0.002537544064034518
Position 701: 0.0022294846042388
Position 915: 0.001842852724417527
Position 1095: 0.0010824062926302858
Position 860: 0.0006705537359203377
Position 1162: 0.0006610763749041166
Position 684: 0.000608181945562019
Position 851: 0.0005829124209865034
Position 1184: 0.00040274669549370977
Position 446: 0.000264639602772654
Position 1117: 0.00018593718612276564
Position 813: 0.00017050333119542253
Position 921: 0.00016559390394446213
Position 829: 0.00013957834120055572
Position 662: 0.00012251884971299984
Position 1107: 9.345913611258115e-05
Position 1113: 9.33231394074511e-05
Position 504: 7.645078394253396e-05
Position 1256: 5.153095578401542e-05
Position 981: 4.926534338453734e-05
Position 1306: 4.7646348623443154e-05
Position 1274: 4.550980862175345e-05
Position 707: 4.302928044719144e-05
Position 784: 3.50850129525605e-05
Position 1362: 3.0340562666379063e-05
Position 1313: 2.2798496392489e-05
Position 525: 2.3608153316112217e-06
Position 1197: 1.978444201947919e-06
Position 1134: 1.6697822085815643e-06
Position 471: 1.1013600778896225e-06
Position 379: 5.884378667534849e-07
Position 348: 3.486806911455824e-07
Position 343: 2.417583150624137e-07
Position 1052: 2.2765338241909387e-07
Position 248: 2.0232452836216682e-07
Position 655: 1.7316170687680408e-07
Position 328: 1.5859320277472287e-07
Position 476: 1.4684702190718104e-07
Position 372: 1.237294682666684e-07
Position 196: 8.261444702641754e-08
Position 231: 8.22157663018269e-08
Position 250: 9.084922498135267e-09
Position 211: 9.80690759514244e-10
Position 252: 6.624114183444227e-10
Position 290: 4.6092543709603567e-10
Position 275: 2.627147556918085e-10
Position 256: 1.0736343509732394e-10
Position 362: 7.997640250919023e-11
Position 284: 7.424292915810298e-11
Position 354: 5.2143093019410067e-11
Position 389: 3.8843773128306084e-11
Position 114: 3.33830175645412e-11
Position 356: 2.58970685753716e-11
