Gene = CHCHD4
index = 368
Annotated 5SS: [ 204 8433]
Annotated 3SS: [ 8333 11663]
SMsplice 5SS: [ 204 2942 8433]
SMsplice 3SS: [ 2828  8333 11663]
top_k =  500
Partition function (log Z): -5.4797103815042165

Sorted 5' Splice Sites (High to Low Probability):
Position 8433: 0.9979683952769962
Position 2942: 0.7950012348519551
Position 204: 0.5289262044593933
Position 315: 0.24290960290302088
Position 9763: 0.1662650644790519
Position 3988: 0.11017230701910027
Position 6753: 0.09962827634456943
Position 456: 0.08720492588259056
Position 3941: 0.0793264896529091
Position 2913: 0.07929165595484958
Position 160: 0.07497548651178568
Position 9516: 0.07283107701067741
Position 7321: 0.05252364388860517
Position 9750: 0.05111427202520858
Position 5862: 0.04703469757942457
Position 10953: 0.04567716049769352
Position 1025: 0.04229285490070754
Position 9366: 0.034860200905036616
Position 2499: 0.031852225177503926
Position 129: 0.023573051209832524
Position 762: 0.022939521739393374
Position 4996: 0.022437702816151383
Position 5714: 0.020833275991188612
Position 7326: 0.019651513256569556
Position 10496: 0.01918078015640136
Position 2508: 0.018980210927601864
Position 6205: 0.01737827969002588
Position 10456: 0.016926310457312837
Position 7245: 0.01680762355926281
Position 10968: 0.015661101789177158
Position 2848: 0.014129318240072467
Position 12292: 0.012522499740999785
Position 3665: 0.011139956738852666
Position 7231: 0.01108604160960185
Position 8799: 0.010837855899724923
Position 8692: 0.010233059593024629
Position 9143: 0.009625539649805379
Position 10039: 0.00830249475222379
Position 5366: 0.008179376812340124
Position 9627: 0.007893707981911571
Position 10354: 0.00739097610222817
Position 11545: 0.007048821666480236
Position 9631: 0.006440437744219615
Position 9857: 0.005938166183873549
Position 418: 0.005572304257299197
Position 1785: 0.005544094986742132
Position 479: 0.005510882765124778
Position 6585: 0.004993339108013197
Position 8594: 0.003926165191985107
Position 460: 0.0037089804996955993
Position 1979: 0.0023627207424024095
Position 8538: 0.002076500634544491
Position 11597: 0.0018901706300425579
Position 10620: 0.0012304891765398053
Position 69: 0.001115996973765509
Position 536: 0.001070926224577662
Position 2595: 0.0010223467714885418
Position 9823: 0.0009474730211955933
Position 1101: 0.000576630227721435
Position 1256: 0.00047078385490458274
Position 9520: 0.0003251155196785728
Position 5016: 0.0002540993993512431
Position 5000: 0.00017796899452564527
Position 115: 0.00013668021028191815
Position 3460: 0.00010128890852939281
Position 635: 7.749427219415751e-05
Position 484: 6.276438917211508e-05
Position 3268: 5.598485621460957e-05
Position 3216: 5.454326037818345e-05
Position 9216: 4.1675820026341965e-05
Position 8794: 3.01731455125433e-05
Position 8702: 1.4172945383721511e-05
Position 17: 1.1257286864219474e-05
Position 541: 4.763741683561919e-06
Position 861: 4.694899954579148e-06
Position 424: 4.63711908209812e-06
Position 411: 4.2039934688673434e-06
Position 544: 1.7899908093477394e-06
Position 640: 1.6222881899555056e-06
Position 355: 1.3025304647236073e-06
Position 123: 1.1101725558960247e-06
Position 954: 8.932632519418419e-07
Position 467: 7.231811890825642e-07
Position 499: 6.744634452241087e-07
Position 1294: 6.657369226062295e-07
Position 642: 6.02150342708336e-07
