Gene = FAAP20
index = 521
Annotated 5SS: [  87  777 1136]
Annotated 3SS: [ 640  863 4992]
SMsplice 5SS: [  87  777 1136 1930]
SMsplice 3SS: [ 640  863 1798 4992]
top_k =  500
Partition function (log Z): -3.4390813624802496

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.9750439500978866
Position 1136: 0.851465260872276
Position 1930: 0.756598089970675
Position 777: 0.5510536983064509
Position 717: 0.2968691789114685
Position 2940: 0.23945406352086096
Position 1476: 0.23418144766690197
Position 872: 0.1835209506066879
Position 747: 0.12108894972170157
Position 2947: 0.09201761959264915
Position 2480: 0.05127105062766743
Position 2466: 0.04580202180087653
Position 1706: 0.03725638155110484
Position 1013: 0.026704618923878227
Position 1674: 0.0194775046305146
Position 4969: 0.009401294332441346
Position 1261: 0.008777370527856765
Position 2394: 0.006924582227368643
Position 4236: 0.0067739875286964915
Position 2128: 0.004319327889423963
Position 2426: 0.003906586614171352
Position 4839: 0.003213814217921526
Position 535: 0.003084624573523637
Position 2414: 0.0027994903058672365
Position 1886: 0.002488422318723147
Position 1550: 0.002440474529423031
Position 2154: 0.0023882007557827806
Position 4505: 0.002241232103165078
Position 2913: 0.0021282773818813595
Position 1292: 0.0018386622798883504
Position 1140: 0.0012394244646657545
Position 1204: 0.0010071764962961249
Position 947: 0.0009904189852030629
Position 1710: 0.0008469125949352274
Position 2732: 0.0007511162705782243
Position 1212: 0.0007339629338411642
Position 903: 0.0005612970963681358
Position 578: 0.0005289192687456326
Position 450: 0.00045708510409712163
Position 1691: 0.00024150649105307803
Position 2568: 0.00022372540864931036
Position 324: 0.00019934101017094844
Position 1899: 0.00015652998979297166
Position 119: 0.00015601143490963484
Position 2090: 0.00015294067367692708
Position 54: 0.00013634877507072017
Position 1084: 0.0001107392802909294
Position 1487: 0.00010382233318185306
Position 779: 9.316817156438966e-05
Position 1573: 8.122096841178673e-05
Position 470: 2.9531850545266957e-05
Position 894: 2.4116682439706634e-05
Position 676: 1.858355307970437e-05
Position 135: 6.739501468299992e-06
Position 608: 6.710153288989465e-06
Position 662: 1.3971341216969232e-06
Position 594: 5.582399535582163e-08
Position 617: 3.9530416543227115e-08
Position 630: 1.8917348888577142e-08
Position 219: 8.839357281354307e-09
Position 811: 5.611888382616699e-09

