Gene = KISS1
index = 747
Annotated 5SS: [ 111 3713]
Annotated 3SS: [3571 5688]
SMsplice 5SS: [111]
SMsplice 3SS: [5688]
top_k =  500
Partition function (log Z): -6.728716459469819

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9823764730554048
Position 1852: 0.6625312724268407
Position 2118: 0.5803055427896425
Position 3713: 0.38057668157830654
Position 5069: 0.12033415917656619
Position 4277: 0.07536197698707833
Position 4201: 0.06680936930044978
Position 2659: 0.05458352000416055
Position 652: 0.04723894365190807
Position 2669: 0.03777311398921182
Position 2383: 0.03712091470135266
Position 3001: 0.019605912713763274
Position 3682: 0.007919430401726655
Position 4051: 0.005735364052019826
Position 855: 0.005431094616844075
Position 6011: 0.0038637100772757667
Position 5063: 0.00349875802992914
Position 970: 0.0033670836789075095
Position 2041: 0.003163638816118154
Position 4544: 0.002856821296166454
Position 52: 0.0011844452475171302
Position 1802: 0.0011468867126434002
Position 1389: 0.0011259117638648813
Position 5544: 0.0007691412531288871
Position 1527: 0.0005908879887206453
Position 918: 0.00042727010261254275
Position 2251: 0.0004108587791759447
Position 869: 0.0004001028916519784
Position 2197: 0.0002503730737634049
Position 1266: 0.00020107330630930013
Position 1270: 0.00010412977457432721
Position 2318: 0.00010160767336536626
Position 1028: 9.746882890935077e-05
Position 1000: 9.542036414429828e-05
Position 1792: 9.32611795733191e-05
Position 2469: 9.192388493345196e-05
Position 1211: 8.994295595389486e-05
Position 1016: 8.803250451760517e-05
Position 981: 7.269359157698883e-05
Position 146: 6.824632476582537e-05
Position 909: 5.8296072038956816e-05
Position 1200: 3.6282712535948595e-05
Position 2181: 1.7714193622716368e-05
Position 2265: 3.753272880114539e-06
Position 2159: 1.967843787024288e-06
Position 318: 6.663805820570179e-07
Position 55: 6.146682545616779e-07
Position 838: 2.819228746486586e-07
Position 125: 1.6905640001144717e-07
Position 127: 5.797971934906606e-08
Position 60: 2.0329590682515428e-08
Position 304: 1.2440952926672206e-08
Position 391: 7.249364351737441e-09
Position 254: 4.300829988686702e-09
Position 360: 4.2418570376513423e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5688: 0.5516931684185742
Position 1964: 0.525756727905927
Position 3571: 0.31281247168815407
Position 1695: 0.28985749379680203
Position 5857: 0.27560746741248193
Position 1738: 0.22758756172426367
Position 3995: 0.1465622434380795
Position 4948: 0.06999276491573375
Position 4792: 0.06647088098265237
Position 1801: 0.06528028966003739
Position 2497: 0.05862201683145331
Position 1945: 0.03833226309068547
Position 495: 0.03764527227790873
Position 1646: 0.03345671112517614
Position 3633: 0.025052991690831018
Position 2571: 0.024838418006265597
Position 3791: 0.0227108151998264
Position 1677: 0.022151000356304854
Position 3516: 0.02211297812809775
Position 2237: 0.019662890780854706
Position 3334: 0.019177961602894873
Position 5438: 0.018658430125000867
Position 2338: 0.01806095531592918
Position 4156: 0.016956562375591715
Position 5255: 0.015499764895689327
Position 2867: 0.014642955587068622
Position 3609: 0.01380727412075614
Position 2286: 0.012910773120033128
Position 5732: 0.012170872936983813
Position 5879: 0.008839621900794872
Position 3429: 0.008245128456714454
Position 2024: 0.008049076438531021
Position 1514: 0.007899572474687313
Position 4926: 0.0073190029913143126
Position 3446: 0.007103832529427793
Position 1628: 0.006417433230152955
Position 2483: 0.006352339625435763
Position 2898: 0.006166121924198082
Position 1971: 0.00604653723308567
Position 1931: 0.005323244382638739
Position 1703: 0.005256518493766166
Position 1650: 0.004507904922223163
Position 4060: 0.00401272031055132
Position 6118: 0.0038637100772757663
Position 4462: 0.0030807224369329366
Position 2989: 0.002273907007991469
Position 1557: 0.0020515739007971223
Position 2103: 0.0017391000556142603
Position 366: 0.0013837760953854792
Position 1866: 0.0012662492159159669
Position 1976: 0.0012238113523459556
Position 1363: 0.001160566324020855
Position 262: 0.0011193312131792998
Position 1758: 0.0011031001923673257
Position 3059: 0.0010798405293381017
Position 5019: 0.0010233570867919691
Position 4771: 0.0009906625423801514
Position 540: 0.0009344304619140635
Position 1911: 0.0008558890014824146
Position 2961: 0.0008522434301217144
Position 2221: 0.000683714835484929
Position 478: 0.0006791644259087499
Position 1113: 0.0006687436142934793
Position 1610: 0.0006632077952102542
Position 2196: 0.0006584677425933541
Position 5897: 0.0006507795676420871
Position 4617: 0.0006236272931244867
Position 2547: 0.0006126304996460436
Position 3172: 0.0006062822111661134
Position 2602: 0.000544209200502583
Position 3224: 0.000508140146713745
Position 563: 0.0004714685652401819
Position 1752: 0.0004612254145317779
Position 2986: 0.0004549956469844164
Position 1471: 0.0004261079499362112
Position 2001: 0.0003510636991982237
Position 705: 0.00033910200445278843
Position 2753: 0.0003204849572214615
Position 2750: 0.00029713457890384354
Position 648: 0.0002384301098716331
Position 433: 0.000232751370767484
Position 916: 0.00022109935503840744
Position 1598: 0.00021109742198039736
Position 618: 0.00020128139374387034
Position 1367: 0.00015822627294413962
Position 651: 0.00015290695238161223
Position 1405: 0.00013599783444819913
Position 404: 0.00012970976175119935
Position 1989: 0.00011893963300448206
Position 566: 0.00010039228237981019
Position 546: 6.952325062639066e-05
Position 1567: 5.534726391210411e-05
Position 2117: 4.455225257125195e-05
Position 2159: 4.4075701214293506e-05
Position 1393: 4.0887820107233585e-05
Position 323: 3.896846325325671e-05
Position 345: 3.8156816019215096e-05
Position 1431: 1.456409271349236e-05
Position 1982: 1.075257294020957e-05
Position 457: 9.508466555495526e-06
Position 1516: 9.187090043650259e-06
Position 205: 8.76885478548317e-06
Position 1583: 7.119315812289292e-06
Position 725: 6.431364761781505e-06
Position 519: 6.365385327020116e-06
Position 455: 6.029600454966104e-06
Position 413: 5.446600996430183e-06
Position 2838: 4.579739234871366e-06
Position 2449: 3.296171691875443e-06
Position 406: 2.410663145014633e-06
Position 197: 1.8613600233938938e-06
