Gene = CRBN
index = 407
Annotated 5SS: [   90  4548  5652  6935 12077 23492 24964 25751 26287 27255]
Annotated 3SS: [ 4440  5448  6784 11916 23428 24878 25634 26221 27122 28664]
SMsplice 5SS: [   90  4548  5602  6935  7205 12077 22143 23492 25751 26287]
SMsplice 3SS: [ 4440  5448  6784  7063 11916 22089 23428 25647 26221 28664]
top_k =  500
Partition function (log Z): -2.0584254365526875

Sorted 5' Splice Sites (High to Low Probability):
Position 23492: 0.9958571840145038
Position 12077: 0.995616244826995
Position 6935: 0.9481211265240053
Position 26287: 0.8703403122330573
Position 4548: 0.81447367369062
Position 7205: 0.7679359787988953
Position 25751: 0.7101118042392346
Position 22143: 0.6477012778599744
Position 90: 0.5871646334187899
Position 24964: 0.5262258044847653
Position 6237: 0.5104907308485577
Position 5330: 0.4649810365388011
Position 5602: 0.430647084473674
Position 5652: 0.384176095132108
Position 26735: 0.3228790638181823
Position 11731: 0.2764972746136098
Position 9153: 0.2560185754305999
Position 3725: 0.25587342736488516
Position 295: 0.25300005099219663
Position 26137: 0.22023219768585267
Position 3527: 0.1678635435302769
Position 6164: 0.15597174622626583
Position 966: 0.15117396875156142
Position 26492: 0.14017926746901194
Position 9950: 0.13847806087278716
Position 7226: 0.12464757644310873
Position 13030: 0.12447252836070616
Position 12287: 0.07566510046516546
Position 5761: 0.06468033532415082
Position 5593: 0.055064534635797836
Position 647: 0.053776236642903784
Position 6502: 0.04794700036571496
Position 28284: 0.045930680554481816
Position 10913: 0.04546261563810899
Position 11601: 0.04494320470330609
Position 7787: 0.04270326587312097
Position 9481: 0.03936635626693048
Position 6899: 0.037930319223482514
Position 934: 0.03500561488420184
Position 2513: 0.030846038090988657
Position 5263: 0.030632345510587137
Position 3655: 0.025006047733306405
Position 27255: 0.02238771720025648
Position 3734: 0.021862544030411143
Position 10488: 0.020564552212763598
Position 3866: 0.020290333074461986
Position 4809: 0.017426168144508234
Position 11828: 0.016729212539963654
Position 1300: 0.016279307478686174
Position 9696: 0.015025773589460816
Position 3998: 0.013989280449599241
Position 3235: 0.01352646111274017
Position 11507: 0.013155646687112759
Position 1142: 0.012643916262191522
Position 26504: 0.012643397958263788
Position 5512: 0.012170805778893876
Position 5597: 0.011700638160815725
Position 4773: 0.010986347871700119
Position 5099: 0.010746415678782244
Position 5332: 0.010311794928491682
Position 1785: 0.010129555170731549
Position 9962: 0.005447870314774746
Position 5147: 0.00520372102600109
Position 12282: 0.004970149827351301
Position 4884: 0.004958487237468054
Position 27993: 0.0048200201452014415
Position 5288: 0.00448352499032507
Position 5367: 0.004347042531341735
Position 3508: 0.0042871256195537175
Position 4552: 0.004050546575037037
Position 9725: 0.0037747347914508693
Position 410: 0.003747890816480753
Position 1206: 0.0034789398404263595
Position 5195: 0.0033595257989707723
Position 8199: 0.0033400332772414894
Position 1474: 0.0031858848667425024
Position 13: 0.0029240891243471796
Position 718: 0.0027929762565580174
Position 2791: 0.0024424422671074654
Position 7332: 0.002345935104872888
Position 23526: 0.0021152520056975255
Position 762: 0.0016942392326137448
Position 1380: 0.0014780218195181432
Position 1852: 0.001400396232399374
Position 103: 0.0011768191050711056
Position 6112: 0.0010717473121911287
Position 2848: 0.001028431329751661
Position 9750: 0.0006792328190707418
Position 9748: 0.0005448446373830928
Position 9754: 0.0004923429853798394
Position 6906: 0.00044015152737813634
Position 616: 0.00024304294781072978
Position 307: 0.00019331953186794794
Position 150: 0.00018240608176647388
Position 6876: 0.00015416168403528923
Position 305: 0.00014720894979702683
Position 6926: 0.00011111120050714996
Position 473: 6.947961853303099e-05
Position 882: 4.3878345073076676e-05
Position 4699: 1.6176385151468612e-05
Position 425: 1.345060756231631e-05
Position 234: 1.2537082193379883e-05
Position 16144: 1.2388818516451441e-05
Position 257: 1.1952178979792447e-05
Position 903: 1.160720998088418e-05
Position 990: 7.294746416425738e-06
Position 1030: 7.0620827533065015e-06
Position 438: 5.016161479511991e-06
Position 1567: 4.8394488272569085e-06
Position 1113: 4.676989568967675e-06
Position 7167: 3.7846006138281883e-06
Position 371: 2.8872337672425854e-06
Position 1102: 2.642364641637071e-06
Position 2028: 2.3593137596809277e-06
Position 113: 2.2015083795528372e-06
Position 123: 1.7337262935025516e-06
Position 943: 1.4115261486661986e-06
Position 282: 2.977934119665301e-07
Position 459: 2.9661010019068014e-07
Position 116: 1.1486971484036e-07
Position 506: 1.1406059763033056e-07
Position 1347: 1.0478933410253349e-07
Position 364: 8.35936516599774e-08
Position 175: 7.662985520578981e-08
Position 578: 3.6835274088513695e-10
Position 629: 2.811952124280828e-10
Position 106: 5.036774267036577e-11
Position 5533: 4.7080835118376704e-11
Position 362: 7.900880130672247e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 23428: 0.9993302338711031
Position 11916: 0.9923878964077986
Position 6784: 0.9785939783223235
Position 7063: 0.8793527197133375
Position 26221: 0.878835875271221
Position 28664: 0.7672384513125586
Position 25647: 0.711790485480642
Position 22089: 0.6477012778599744
Position 5448: 0.5289016735968138
Position 24878: 0.526961523258058
Position 5072: 0.501964329806122
Position 6048: 0.4853933186827559
Position 4440: 0.4441427139195889
Position 4443: 0.3695118918850143
Position 5483: 0.3259801772767113
Position 3591: 0.3166430544594845
Position 9016: 0.25597134868336563
Position 3396: 0.17555959164992907
Position 26635: 0.14627749619620245
Position 9824: 0.14370644577489292
Position 26374: 0.14344549648579719
Position 11684: 0.13826704875475118
Position 11478: 0.13447255010017203
Position 26005: 0.1341914383365295
Position 5994: 0.11052865476063838
Position 12958: 0.10518944344685398
Position 26580: 0.0979719057062366
Position 26040: 0.09597159822953846
Position 26686: 0.08631086267389934
Position 11637: 0.08352017471974478
Position 27122: 0.08234001687536882
Position 27888: 0.0760739934194088
Position 12142: 0.05844171328736902
Position 9463: 0.05049088070878433
Position 6386: 0.048019817965521024
Position 28203: 0.04788201324044168
Position 5963: 0.04663685596423068
Position 7688: 0.03679902762316891
Position 881: 0.03468878120048391
Position 5068: 0.03423510169841975
Position 2387: 0.02936760873869889
Position 4641: 0.028387284403419793
Position 10688: 0.028077749508145976
Position 5504: 0.02569164850723928
Position 783: 0.0255287459441862
Position 6070: 0.024393084583223666
Position 28250: 0.023200958653760605
Position 27863: 0.021299128540130653
Position 10239: 0.0205645522127636
Position 12961: 0.01746072142369698
Position 10748: 0.01738486612996304
Position 5705: 0.017168708986010743
Position 551: 0.017020006626523598
Position 5455: 0.017000728111257798
Position 5511: 0.01679455834539951
Position 5651: 0.0155984691996724
Position 28226: 0.015581773634789034
Position 12175: 0.013231502422251077
Position 2977: 0.012328661871277917
Position 1002: 0.012118006676424065
Position 1722: 0.010799033999018933
Position 28283: 0.010039113094496717
Position 9215: 0.008431488302221356
Position 1249: 0.008020313294383002
Position 713: 0.006648007444905981
Position 7100: 0.006409611812060697
Position 26909: 0.005990974874879153
Position 1093: 0.005634697357442553
Position 5559: 0.004983597015448154
Position 376: 0.004778554526475391
Position 865: 0.004607683862532218
Position 4808: 0.004417883823776165
Position 3360: 0.004177618708221608
Position 7553: 0.0039833563043008
Position 7042: 0.00391649856499535
Position 12146: 0.0038127995795789764
Position 4327: 0.0036866365970295197
Position 6794: 0.003655838518516058
Position 7069: 0.003518945421097439
Position 3653: 0.0034907659641373327
Position 6822: 0.0032956341333748077
Position 12199: 0.00325641112558232
Position 5750: 0.002887255824311305
Position 3875: 0.0028494327427668886
Position 558: 0.0024797049817396042
Position 592: 0.002388605325117427
Position 2628: 0.002304825668219353
Position 3817: 0.002197524699929156
Position 7284: 0.0021161638432611756
Position 3464: 0.0019126615540884199
Position 12870: 0.001896706634226352
Position 28686: 0.0018597571406362655
Position 4246: 0.001764989275656466
Position 8125: 0.0013922016463331396
Position 5233: 0.0012986521884154304
Position 3621: 0.0012332411829949663
Position 8190: 0.0012017268695150361
Position 2663: 0.0011660479286397716
Position 6825: 0.0011386015853874136
Position 903: 0.001078131613474804
Position 457: 0.0010438684420755273
Position 2194: 0.001022160738535635
Position 3001: 0.000987251457510342
Position 3331: 0.0009804252993283972
Position 9337: 0.0008007896588574213
Position 7578: 0.0007534206017810205
Position 1558: 0.0007333715176206329
Position 1196: 0.0007066438835841527
Position 5939: 0.0005823103961658578
Position 8044: 0.0005689516535032466
Position 1350: 0.0004959364661577598
Position 1044: 0.00048792201737230814
Position 1141: 0.0004664038753834287
Position 24165: 0.00045983938391510573
Position 934: 0.0004352328831402116
Position 7225: 0.00032227434262733004
Position 7163: 0.0003162271840518202
Position 737: 0.0003073989536929605
Position 867: 0.00030365419827424456
Position 1353: 0.00027846789355055816
Position 12228: 0.00023702345687606476
Position 2095: 0.00023482794707079
Position 9839: 0.00022565075025652903
Position 371: 0.00022269863759966942
Position 3138: 0.00021054778395191703
Position 506: 0.00019041781681464643
Position 8137: 0.0001773644697506545
Position 1280: 0.00016575146514771338
Position 17000: 0.0001648709911704754
Position 9418: 0.00016208175027702818
Position 7468: 0.0001437779331379268
Position 3347: 0.00012798554161405957
Position 14814: 0.00010764835912413811
Position 1398: 0.00010654731166574037
Position 2318: 0.00010389715333723208
Position 2215: 9.24468670210867e-05
Position 15900: 8.500940845049951e-05
Position 1299: 6.669883334967512e-05
Position 18773: 6.0013610626346114e-05
Position 1175: 5.687351520526734e-05
Position 1330: 5.3835397042398696e-05
Position 914: 5.2416466429018877e-05
Position 9144: 4.8208769475029636e-05
Position 14789: 2.8268401533273144e-05
Position 2473: 2.4559111350515386e-05
Position 12483: 2.302404019699608e-05
Position 7204: 1.8839652084318058e-05
Position 1059: 1.7686085965545436e-05
Position 16543: 1.4814502106549256e-05
Position 16213: 1.4017070167078992e-05
Position 942: 1.3892170212483477e-05
Position 14304: 1.028098090020987e-05
Position 16363: 8.955938457363398e-06
Position 188: 7.814215149925177e-06
Position 13452: 7.2083857206973505e-06
Position 14638: 7.166789566186679e-06
Position 224: 3.1984593668206163e-06
Position 401: 2.217939102459547e-06
Position 201: 1.951173595178834e-06
Position 12311: 1.9204110061577495e-06
Position 574: 1.9115211308204925e-06
Position 249: 1.382757409657871e-06
Position 615: 1.3596356723371285e-06
Position 597: 1.3574832156951999e-06
Position 209: 9.624880427560988e-07
Position 292: 7.48006341767642e-07
Position 206: 6.263282800080133e-07
Position 155: 6.085691889055628e-07
Position 1448: 5.52532485039725e-07
Position 459: 5.258099445105012e-07
Position 465: 5.116548229959886e-07
Position 2306: 4.7228463245350537e-07
Position 336: 3.556554844145946e-07
Position 1801: 3.4171723727050426e-07
Position 383: 3.1863048920222405e-07
Position 422: 2.516249464827797e-07
Position 7129: 2.455066620822424e-07
Position 414: 2.422934547562786e-07
Position 403: 2.1084284667881093e-07
Position 480: 2.072012922803247e-07
Position 498: 1.6516518329879216e-07
Position 7581: 1.6091954942871487e-07
Position 7599: 1.5771619407851998e-07
Position 627: 1.421122917690954e-07
Position 7355: 1.2635384292222928e-07
Position 1095: 1.2412142444075474e-07
Position 739: 1.1967185119359007e-07
Position 2235: 6.525034206150788e-08
Position 1065: 5.98737823970824e-08
Position 1457: 5.834931697823281e-08
Position 168: 5.656915323393361e-08
Position 1099: 5.645366765258509e-08
Position 624: 4.4416252742591296e-08
Position 989: 4.229402346241408e-08
Position 1429: 2.4872681812442217e-08
Position 1517: 2.4744850340172124e-08
Position 953: 2.2450906341920893e-08
Position 331: 1.6737643503809383e-08
