Gene = REPIN1
index = 1129
Annotated 5SS: [ 152 1079 2095]
Annotated 3SS: [ 880 1969 2437]
SMsplice 5SS: [152]
SMsplice 3SS: [3578]
top_k =  500
Partition function (log Z): -7.484443044416448

Sorted 5' Splice Sites (High to Low Probability):
Position 152: 0.8495949713417421
Position 2095: 0.3617593848045549
Position 881: 0.2162115634577396
Position 1013: 0.12685831277021714
Position 224: 0.1090476635698884
Position 2580: 0.06965943333468146
Position 4160: 0.05820937401776415
Position 774: 0.03603450643844337
Position 4986: 0.03469875356958991
Position 738: 0.02218543812124768
Position 1079: 0.020707014873897586
Position 244: 0.007837117977845037
Position 810: 0.007676207796708009
Position 908: 0.003006292497461013
Position 3490: 0.0026784747674732006
Position 413: 0.0018824987050360556
Position 2597: 0.0016968583914607866
Position 3672: 0.0011399600565255396
Position 1412: 0.0008570953058388273
Position 323: 0.0007587828984486621
Position 3339: 0.0007517399065243719
Position 3043: 0.0006218648117768105
Position 3255: 0.0006066793244090574
Position 2397: 0.00046972179766555664
Position 1746: 0.00032907365166891353
Position 2767: 0.0002861917096422323
Position 2069: 0.00026178817467751474
Position 665: 0.0002483465669662031
Position 686: 0.00021800768209602443
Position 248: 0.0002091294482037451
Position 230: 0.00012692632570160717
Position 4532: 0.00011376267105449013
Position 3756: 0.00011002436183875849
Position 240: 9.922821731346793e-05
Position 684: 7.450433571319847e-05
Position 14: 7.077656760366231e-05
Position 400: 5.75615308763711e-05
Position 282: 4.062492783113184e-05
Position 1924: 3.254183062062359e-05
Position 1593: 2.560420558487775e-05
Position 2162: 1.9218915747875744e-05
Position 758: 1.7962343548978736e-05
Position 1282: 1.363182366504567e-05
Position 1538: 1.3410226898590134e-05
Position 365: 8.656365848004028e-06
Position 367: 8.010031934252468e-06
Position 527: 6.80837115787179e-06
Position 1243: 6.651736368471215e-06
Position 644: 6.589275170439084e-06
Position 228: 6.413600108424253e-06
Position 696: 5.895010627377242e-06
Position 83: 4.4521645574532875e-06
Position 379: 4.1069888467539925e-06
Position 469: 3.15289525491646e-06
Position 218: 2.8379916523763354e-06
Position 415: 2.2933343989170823e-06
Position 472: 2.0833427089927264e-06
Position 475: 2.0315215588855437e-06
Position 242: 1.5026111783348884e-06
Position 800: 1.1394265406801736e-06
Position 327: 1.0041805033694507e-06
Position 728: 7.055042478492483e-07
Position 780: 6.610399830036151e-07
Position 788: 3.564664149879083e-07
Position 33: 3.204077378831274e-08
