Gene = DAG1
index = 425
Annotated 5SS: [  353 42117]
Annotated 3SS: [41715 62093]
SMsplice 5SS: [  640 42117 55381 62307]
SMsplice 3SS: [42021 55140 62093 65971]
top_k =  500
Partition function (log Z): -38.612766538760056

Sorted 5' Splice Sites (High to Low Probability):
Position 640: 0.6413553977724903
Position 353: 0.47308115122475247
Position 1731: 0.3427039750270912
Position 8203: 0.24725938789360583
Position 8198: 0.0933181362410454
Position 809: 0.052577736142189885
Position 1005: 0.035076102012582336
Position 1274: 0.03230437981961423
Position 8208: 0.026444982139089936
Position 112: 0.013972224515271813
Position 312: 0.013320788651012034
Position 2371: 0.012326416891826574
Position 2039: 0.010583970633007013
Position 646: 0.007689167266326837
Position 899: 0.007389316835345008
Position 3344: 0.007229941752481797
Position 2187: 0.005326445619267992
Position 7144: 0.0029712763996269033
Position 587: 0.002400496892124813
Position 151: 0.0020522403713190487
Position 333: 0.0008710187462143946
Position 70: 0.0006207591643599735
Position 656: 0.0005174326654944416
Position 1572: 0.00036043526208249355
Position 114: 0.0003152832622267414
Position 618: 0.00013683993567057616
Position 303: 9.294215108738215e-05
Position 697: 5.3561898011367644e-05
Position 830: 3.3384306126942166e-05
Position 1871: 3.125365922430907e-05
Position 683: 1.8981675383115214e-05
Position 131: 1.7501331378348367e-05
Position 173: 1.4715887722299503e-05
Position 662: 1.0462957917725389e-05
Position 97: 1.0111737775126799e-05
Position 196: 6.496494125334284e-06
Position 667: 5.471449965858671e-06
Position 40: 5.335548392407183e-06
Position 508: 3.5069539290363217e-06
Position 15: 3.2886034041766964e-06
Position 297: 2.8222483935108413e-06
Position 1829: 2.630759955315336e-06
Position 650: 2.5317860865563166e-06
Position 482: 1.9596591887014096e-06
Position 589: 1.8041228520957006e-06
Position 36: 1.539728433490278e-06
Position 1276: 1.4250225687522843e-06
Position 499: 1.3921502822818467e-06
Position 248: 1.330776637403526e-06
Position 49: 5.50842230858546e-07
Position 492: 1.3748147748996168e-07
Position 6: 1.2978489714577857e-07
Position 26: 1.282048449726733e-07
Position 524: 1.2095007047219087e-07
Position 33: 4.3348474517487205e-11
Position 183: 2.0167971746583195e-12
Position 357: 9.39044662762965e-15

Sorted 3' Splice Sites (High to Low Probability):
