Gene = PHYHD1
index = 1024
Annotated 5SS: [  774  1153  1462  6302 12963 13164 15609 15751 16884 19603 19821 20677]
Annotated 3SS: [ 1034  1387  6142 12886 13115 15552 15687 16861 19473 19703 20549 20772]
SMsplice 5SS: [ 1153  1462 13001 13164 15609 15751 16884 19821 20677]
SMsplice 3SS: [ 1387 12886 13115 15552 15687 16861 19703 20549 20772]
top_k =  500
Partition function (log Z): 4.043790629374478

Sorted 5' Splice Sites (High to Low Probability):
Position 1462: 0.9974429232992232
Position 20677: 0.9156871749522515
Position 19821: 0.9047788772450308
Position 13164: 0.8837996654412464
Position 15751: 0.8808315692386487
Position 15609: 0.8630862453899197
Position 16884: 0.7527334354860727
Position 1153: 0.6643091323322059
Position 13001: 0.5422837127031578
Position 6302: 0.3537755915074785
Position 14163: 0.28002262672176714
Position 19603: 0.23580293617253034
Position 13007: 0.21388683003202072
Position 12963: 0.17509332524517537
Position 14396: 0.15987234463316685
Position 15449: 0.1478245067864266
Position 17050: 0.13265170343893984
Position 774: 0.11978634473624754
Position 186: 0.0929865090712501
Position 15467: 0.07046940997122746
Position 20855: 0.06967548478559224
Position 547: 0.06829654554865043
Position 17199: 0.06707847701403721
Position 13349: 0.06086768701757499
Position 264: 0.052527244519650906
Position 707: 0.04770270216034985
Position 757: 0.04521298945985712
Position 17670: 0.036831229009667364
Position 20689: 0.035801909878870566
Position 1660: 0.03393294600478195
Position 20104: 0.03230314888950457
Position 4307: 0.02903836185786801
Position 15303: 0.02814924761608034
Position 17268: 0.027933331747551533
Position 13262: 0.02729284365323343
Position 19419: 0.026110232344025108
Position 778: 0.025339862197626583
Position 20914: 0.023248225869921785
Position 7177: 0.02146438516072611
Position 14429: 0.021277750124501015
Position 17077: 0.018922101994171197
Position 15603: 0.01793474368270217
Position 19768: 0.01603721436176493
Position 20108: 0.015953098902823242
Position 5120: 0.015535020665756497
Position 20681: 0.014176949655464167
Position 13182: 0.012356720217531257
Position 20693: 0.010329529589010525
Position 915: 0.010231531350839974
Position 18288: 0.010074424026904021
Position 15625: 0.009645971806412948
Position 7299: 0.009220629546302603
Position 17935: 0.007571515361656646
Position 19752: 0.006989176695216275
Position 16638: 0.006930561290511722
Position 19405: 0.006142110624201754
Position 15310: 0.00525221459072122
Position 15619: 0.0052207890668489
Position 16162: 0.004261974163127821
Position 13927: 0.0038971446751558067
Position 180: 0.0037617554591535263
Position 4474: 0.0037459188634026835
Position 183: 0.0036550599887511664
Position 20092: 0.0035788157068081315
Position 16718: 0.003349073926790006
Position 390: 0.003023424241812645
Position 344: 0.0027626569328596156
Position 4631: 0.002675397899623601
Position 1250: 0.002652685825506257
Position 7434: 0.0026017759745988974
Position 16921: 0.002509287077864616
Position 17628: 0.00238919368664659
Position 123: 0.0023570312366909874
Position 15254: 0.002286938814718764
Position 18233: 0.0019135279449829878
Position 16878: 0.0017085174338540771
Position 17764: 0.00139986605084322
Position 20870: 0.0012187539794157702
Position 17654: 0.001064854182932589
Position 194: 0.0010640135166531386
Position 15738: 0.0009514672360398873
Position 20238: 0.000815157958578304
Position 20970: 0.0007571892272010744
Position 1163: 0.0007444601991724529
Position 1271: 0.0007074291796524939
Position 14039: 0.0005022552957515509
Position 867: 0.00046789690832743164
Position 15857: 0.0003707114350571478
Position 17109: 0.0003390610730073246
Position 16629: 0.0003212177344784487
Position 141: 0.0002993816738773895
Position 15933: 0.00026929642418393855
Position 4102: 0.0002642480103448831
Position 1241: 0.00026404128296798863
Position 20919: 0.00025041772827060236
Position 196: 0.0002163048683621759
Position 20863: 0.00020734486484225972
Position 188: 0.00019279218823601727
Position 312: 0.00017149166954993997
Position 990: 0.00013877989800401718
Position 15640: 0.00012228259645782107
Position 13643: 0.000108898285832481
Position 1307: 0.00010819822538620809
Position 904: 0.00010136001374355145
Position 20695: 8.155427044910612e-05
Position 665: 8.090080693418976e-05
Position 20900: 7.504411778117696e-05
Position 17277: 7.31457301690697e-05
Position 20809: 7.198137631036486e-05
Position 20748: 7.053108643385353e-05
Position 16579: 7.01475790644041e-05
Position 1170: 6.72225324806348e-05
Position 586: 6.255766901407894e-05
Position 7089: 5.079888278561691e-05
Position 46: 4.3637928362238466e-05
Position 17398: 4.294396507817501e-05
Position 1315: 4.009200539490372e-05
Position 20949: 3.439796203340777e-05
Position 430: 2.778998600531134e-05
Position 620: 2.629283886149206e-05
Position 1476: 2.294755706169854e-05
Position 607: 1.7081361751692473e-05
Position 577: 1.1065233897415967e-05
Position 1244: 1.0266926304342974e-05
Position 732: 9.387579502852323e-06
Position 709: 8.930963830828787e-06
Position 48: 8.557891612523463e-06
Position 499: 8.009984888518435e-06
Position 1173: 6.154529424602768e-06
Position 4635: 5.935790389216487e-06
Position 712: 5.807230953238288e-06
Position 597: 5.365397862169259e-06
Position 4298: 2.280707070868238e-06
Position 3899: 1.8012307008031331e-06
Position 4609: 1.7820445522474506e-06
Position 4206: 1.6349634832791628e-06
Position 2525: 1.445860546816974e-06
Position 17355: 1.4384773529412726e-06
Position 1491: 1.2938941098204534e-06
Position 3809: 9.293135322882337e-07
Position 2329: 7.879955767236461e-07
Position 1665: 7.630515336029869e-07
Position 1991: 6.184814996230665e-07
Position 2145: 5.378405896822007e-07
Position 4611: 4.716406598252576e-07
Position 2859: 4.6621005585310165e-07
Position 3307: 3.9897522709330014e-07
Position 639: 7.8950344460805e-08
Position 268: 3.55873153365531e-08
Position 1336: 1.755528124341132e-08
Position 76: 1.6176740265733965e-08
Position 383: 4.38599423525184e-09
Position 212: 2.3033498263458628e-10
