Gene = RSRP1
index = 1216
Annotated 5SS: [ 211 1076 2370 3970]
Annotated 3SS: [ 489 2217 3885 4813]
SMsplice 5SS: [ 211 2370 3970]
SMsplice 3SS: [2217 3885 4813]
top_k =  500
Partition function (log Z): 2.5644655439688684

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9857269819404945
Position 3970: 0.9652104678879678
Position 2370: 0.9138909744618895
Position 1076: 0.5314063276548876
Position 624: 0.10411094840241081
Position 550: 0.07029916976186536
Position 4981: 0.06711243213922002
Position 2383: 0.05622093430482041
Position 4685: 0.04893298806658485
Position 3226: 0.04353633619075069
Position 633: 0.039019975532199644
Position 885: 0.037988927633358094
Position 1080: 0.03447129203819174
Position 3066: 0.031148497091129646
Position 2350: 0.016363800694817677
Position 5146: 0.015092892496069488
Position 744: 0.012664864701255267
Position 1038: 0.011869665898989381
Position 3096: 0.011659969666652377
Position 568: 0.004239985668196457
Position 909: 0.0039956384118918185
Position 3146: 0.003609448868417488
Position 774: 0.0031207586191131153
Position 5025: 0.0030033420105057634
Position 3241: 0.002852648183570264
Position 1529: 0.002755777201812824
Position 1106: 0.0014607789142051198
Position 5135: 0.0013149105284063687
Position 852: 0.0012961406072175628
Position 4382: 0.0012299081877174317
Position 2341: 0.001126432787261749
Position 579: 0.0010516279819021627
Position 927: 0.000959008712151698
Position 4952: 0.0009019174070767909
Position 4315: 0.0008345518806328255
Position 1258: 0.000815458153452959
Position 3498: 0.0007044422615504302
Position 1996: 0.0007009254215506043
Position 810: 0.0006751167828754269
Position 2016: 0.0006150166898883146
Position 687: 0.0006051769470826519
Position 4902: 0.0005853597819888798
Position 4746: 0.0005284989548859417
Position 2343: 0.0004953467610911557
Position 3974: 0.0004936238177313982
Position 2374: 0.0004752667516608521
Position 2356: 0.00039509284956628575
Position 3156: 0.0003712810940329775
Position 3195: 0.0003247251735823832
Position 87: 0.00031644515272922054
Position 4015: 0.0002908703267843199
Position 1286: 0.0002621707631276294
Position 945: 0.00024352862857936094
Position 93: 0.00023026109180904346
Position 80: 0.00021338369425837847
Position 4343: 0.00021306980911281053
Position 1448: 0.00020721324255372215
Position 4161: 0.00020664628718394722
Position 4137: 0.00020535935003891507
Position 5059: 0.00019414536900601745
Position 5169: 0.00017815070596705252
Position 32: 0.0001577093559536543
Position 4668: 0.00013520516903363833
Position 3464: 0.00012626145431283883
Position 412: 0.0001250704774137583
Position 3526: 0.00012456607022526684
Position 3898: 0.0001232863157129463
Position 3062: 0.0001160982449279017
Position 738: 0.0001018330074547203
Position 264: 0.00010075802809589409
Position 1111: 0.00010035473118415327
Position 186: 9.319393746851663e-05
Position 654: 7.055195580688664e-05
Position 4776: 6.916751994980704e-05
Position 4048: 6.860736237278696e-05
Position 891: 5.815343416158667e-05
Position 66: 4.0121456336218715e-05
Position 1361: 3.9779496724376854e-05
Position 500: 3.301452493603233e-05
Position 4915: 2.695281210354287e-05
Position 2882: 2.6082896167721654e-05
Position 897: 2.4385852716501367e-05
Position 5189: 2.4150089995988446e-05
Position 166: 1.5103100313910977e-05
Position 206: 1.1653518355603158e-05
Position 162: 8.927896950165355e-06
Position 434: 8.794494660121003e-06
Position 55: 4.433071805584432e-06
Position 493: 4.290204167367384e-06
Position 231: 2.7158716277847064e-06
Position 215: 2.6045691627373136e-06
Position 108: 2.1094129268459934e-06
Position 4306: 1.649969542575015e-06
Position 253: 1.5403797686070037e-06
Position 363: 7.133761959973814e-07
Position 558: 4.94746904707602e-07
Position 349: 4.264852621577917e-07
Position 183: 1.0021039412804926e-07
Position 45: 9.842594713932488e-08
Position 423: 8.979733487619503e-08
Position 280: 7.476204131035512e-08
Position 197: 7.11395047947087e-08
Position 378: 4.161071836528404e-08
Position 3395: 1.4349908337499307e-08
Position 481: 1.0448662230199368e-08
Position 58: 6.9851461307171655e-09
Position 369: 6.737706450201133e-09
Position 250: 6.064501952252874e-09
Position 294: 3.6234558282914937e-09
Position 792: 3.2933083316938317e-09
Position 96: 2.580781773821445e-10
Position 310: 1.9306361514378974e-10
Position 146: 1.1811041138766086e-10
Position 393: 3.191386699686256e-11
Position 139: 1.8984229810164612e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9877353263150283
Position 3885: 0.941858985850384
Position 4813: 0.9046832735762074
Position 489: 0.2843459314696711
Position 905: 0.13819461291584634
Position 908: 0.13456209519934004
Position 991: 0.09840895269236037
Position 3020: 0.08210044398445562
Position 5271: 0.07975871638287496
Position 677: 0.05842224255050943
Position 4432: 0.056959474420750375
Position 5092: 0.03231171930422663
Position 4593: 0.030250373298343698
Position 722: 0.029901220443380717
Position 926: 0.02794760650459652
Position 966: 0.024908427328895484
Position 758: 0.016646218867684734
Position 3829: 0.012987654896703147
Position 680: 0.012625998307299123
Position 5105: 0.008918448475256479
Position 3042: 0.005801829068453004
Position 4223: 0.005616880626560086
Position 3791: 0.005566201486683319
Position 4324: 0.005150117499354163
Position 707: 0.004630442670298263
Position 3897: 0.004089478787712208
Position 824: 0.0038922713589492355
Position 725: 0.00368304734335348
Position 3812: 0.0033436759854569
Position 4452: 0.0025046050502020058
Position 1413: 0.002440166198034596
Position 2979: 0.0019623448747821174
Position 659: 0.0016837143389808143
Position 4596: 0.0015589007937564679
Position 356: 0.0014966167785656662
Position 4343: 0.0014703560971721765
Position 4085: 0.0014116742484829147
Position 3149: 0.0013423101921439615
Position 597: 0.0013207077899538202
Position 1858: 0.0013169508929870496
Position 2950: 0.0012709510689905188
Position 2846: 0.001033345688259345
Position 4488: 0.0009731950276384897
Position 531: 0.0009103680479260938
Position 1159: 0.0008806375589964804
Position 4428: 0.0008584686978228156
Position 860: 0.0008426428436875238
Position 4844: 0.0007578867162924292
Position 4054: 0.0007462504146936057
Position 3294: 0.0007177935909381733
Position 2256: 0.000706210933462252
Position 2906: 0.0006438651067835235
Position 2292: 0.0006039881788585396
Position 4600: 0.000593529349542232
Position 768: 0.0005198652625441968
Position 493: 0.0005011954416526711
