Gene = PIK3R4
index = 1030
Annotated 5SS: [  512  2344 10961 13282 16522 18367 23416 28441 30434 38539 39882 41269
 43107 56340 60619 62580 65339 65853 66217]
Annotated 3SS: [ 1564 10826 12698 16386 18144 23241 28294 30229 38336 39693 41057 42940
 56174 60406 62447 65237 65763 66107 67343]
SMsplice 5SS: [  212 10142 13282 16522 23136 23416 28441 43107 56340 60619 62580 64038
 65339 66217]
SMsplice 3SS: [10001 13108 16386 22997 23241 28294 42940 56174 60406 62447 63928 65237
 66107 66771]
top_k =  500
Partition function (log Z): -16.42483357489408

Sorted 5' Splice Sites (High to Low Probability):
Position 13282: 0.9884192304179305
Position 212: 0.9479049483605314
Position 23416: 0.9442514291026403
Position 28441: 0.909527383289145
Position 10142: 0.8352111174475629
Position 16522: 0.7537098978374626
Position 43107: 0.6881104489790436
Position 2344: 0.664537528916241
Position 3083: 0.6283692393163096
Position 23136: 0.6002074519058663
Position 512: 0.579800147795943
Position 15222: 0.5079185280347692
Position 5697: 0.4417076829193915
Position 38539: 0.42768197644435496
Position 10961: 0.3968846145291745
Position 6353: 0.3695478935959633
Position 10386: 0.3318743584687321
Position 18046: 0.3217635083128326
Position 18516: 0.3005282738762234
Position 41408: 0.28761784342404606
Position 23110: 0.26393365225913795
Position 17642: 0.242022860107996
Position 10521: 0.23359504320071867
Position 18367: 0.22276407837910922
Position 13560: 0.21283348453376888
Position 3323: 0.14085005296833164
Position 4588: 0.11885158314051773
Position 9097: 0.08397321368076584
Position 6396: 0.0823422257043004
Position 4617: 0.08227125902766431
Position 30434: 0.08054980451331861
Position 15210: 0.07507626453011894
Position 24629: 0.07013542065752973
Position 15369: 0.06976767805053333
Position 14650: 0.06416397441269275
Position 471: 0.062138090564019186
Position 4045: 0.055652730558783906
Position 30272: 0.04405633715469087
Position 15482: 0.03956984554913506
Position 23019: 0.038815444352896654
Position 596: 0.03492908788356331
Position 24926: 0.03305653235562707
Position 23660: 0.027992210511598184
Position 28226: 0.023338371734994586
Position 1770: 0.022876247178613897
Position 23356: 0.02211340879524762
Position 23474: 0.021746668708474796
Position 4840: 0.01723336140758803
Position 535: 0.01426394489223435
Position 695: 0.01313153112766832
Position 15522: 0.01282315203597252
Position 1163: 0.011379775993340165
Position 27567: 0.0111782231007236
Position 126: 0.009955353839175951
Position 25459: 0.009656112077196065
Position 2070: 0.008723334341160672
Position 2579: 0.008631425165725144
Position 18071: 0.006972507852761378
Position 27631: 0.0064759352129389845
Position 242: 0.0054289062540165125
Position 1922: 0.00525788867026301
Position 3: 0.00482673183249703
Position 24087: 0.0036689891016742173
Position 3285: 0.003360871256909254
Position 2040: 0.0020453370006365003
Position 450: 0.0018215535146841582
Position 10652: 0.001478751269270324
Position 1347: 0.0009539528511429536
Position 28611: 0.0009362778034670662
Position 2094: 0.000563799177185275
Position 540: 0.0003586844915758945
Position 2224: 0.00034057888743233234
Position 61: 0.000295565302890323
Position 84: 0.00028560694250056375
Position 2352: 0.00021297631534038854
Position 1758: 0.00016839629574635462
Position 1068: 0.00016595557078277038
Position 1209: 0.00016478464595162795
Position 1599: 0.00013718171710737123
Position 156: 9.650113559540074e-05
Position 1337: 8.552403107996944e-05
Position 16491: 7.57880350348454e-05
Position 16613: 7.527094156458895e-05
Position 123: 4.936096359130472e-05
