Gene = PP2D1
index = 1056
Annotated 5SS: [  281 11301]
Annotated 3SS: [10233 26147]
SMsplice 5SS: [242]
SMsplice 3SS: [26387]
top_k =  500
Partition function (log Z): -18.255198144404673

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.7422139342410243
Position 281: 0.23127946092104643
Position 1867: 0.1324057066532584
Position 2994: 0.09504092670991705
Position 7484: 0.031004732595270777
Position 29: 0.030643211809345334
Position 8120: 0.023444279964729885
Position 486: 0.016479326399532705
Position 3129: 0.011952497661550729
Position 3909: 0.0068613330725304355
Position 3704: 0.006223200136140877
Position 1818: 0.0057408510342574015
Position 5298: 0.003968608640258977
Position 5300: 0.0022722235321857376
Position 6797: 0.002062482698016112
Position 1814: 0.0017386512388973237
Position 52: 0.0017090214114987598
Position 1232: 0.0009135398766403384
Position 5308: 0.0008190125637566295
Position 1484: 0.0007757766444053943
Position 5306: 0.000735808966651477
Position 4499: 0.0007054510386340387
Position 5310: 0.0006753151366185505
Position 5312: 0.00063103510068576
Position 93: 0.000567529923129286
Position 940: 0.0005576506287375932
Position 3554: 0.00047129433668326257
Position 1466: 0.00046877441734801523
Position 1480: 0.00030835051513244374
Position 192: 0.00030577123971709967
Position 5304: 8.927156970287723e-05
Position 326: 8.55526865334902e-05
Position 5314: 8.554820466128526e-05
Position 973: 8.077661258929216e-05
Position 5302: 8.01262999450262e-05
Position 5260: 7.942415760869807e-05
Position 5316: 7.0571990001669e-05
Position 2483: 4.9925836244123793e-05
Position 615: 4.012766873725861e-05
Position 609: 3.941848916425107e-05
Position 1857: 3.0838878290157255e-05
Position 1845: 2.6873562743966333e-05
Position 2797: 2.3455414651938218e-05
Position 2602: 2.3274561619831124e-05
Position 2610: 2.130489418526443e-05
Position 45: 1.8470886916344984e-05
Position 3546: 1.593243325736414e-05
Position 1747: 1.4949472860271544e-05
Position 641: 1.4740621429789323e-05
Position 3013: 1.2344787970240295e-05
Position 750: 1.200715605655887e-05
Position 401: 9.599490868180352e-06
Position 3131: 9.554594465236477e-06
Position 2593: 9.343638263270287e-06
Position 57: 4.575044569100517e-06
Position 1426: 2.2876436564294913e-06
Position 33: 1.3397678774534173e-06
Position 11: 9.573884011209622e-08
Position 60: 6.826050173049259e-08
Position 313: 4.645174530572927e-08
Position 341: 1.6055049799841995e-08
Position 413: 1.1238917211626779e-08
Position 391: 7.345297666308001e-10
Position 477: 2.4422716133851586e-10
Position 399: 4.286428657398983e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7226: 0.19055484911347428
Position 2876: 0.15377739073181373
Position 10233: 0.11282329845984101
Position 18011: 0.1124262837015777
Position 372: 0.08009550849284561
Position 1746: 0.07092453508791216
Position 12105: 0.07015900445613384
Position 538: 0.04520513211602558
Position 3769: 0.043058407345327836
Position 1555: 0.03738427234918645
Position 5192: 0.034737260866198175
Position 10123: 0.03463885540271801
Position 7580: 0.03389200945149954
Position 4946: 0.029807049230720053
Position 11354: 0.029285104395307883
Position 10045: 0.02866685828886142
Position 8582: 0.02273850072618265
Position 4333: 0.018930716060522646
Position 3401: 0.016197312725533892
Position 1721: 0.013162015429279533
Position 3607: 0.011215699217892158
Position 7988: 0.01002483686239203
Position 8977: 0.00941642945373021
Position 2872: 0.009157029357568425
Position 8009: 0.008981335566339062
Position 1692: 0.007983497296950158
Position 147: 0.007934241667666278
Position 7606: 0.007536428676455374
Position 558: 0.007288048440160702
Position 4564: 0.006703602026317518
Position 7861: 0.006202804170653315
Position 1774: 0.005626172326431288
Position 6091: 0.005524468923232891
Position 10286: 0.005341861986585647
Position 4589: 0.004789894966063757
Position 1697: 0.004684570248906072
Position 7703: 0.00377470508370152
Position 1412: 0.003536378642582842
Position 6111: 0.0031063949816527263
Position 9278: 0.003056223675658796
Position 3438: 0.002857383937639418
Position 2922: 0.002572404630125562
Position 6673: 0.0025458830441531972
Position 2707: 0.002436805986932026
Position 1817: 0.002361977425282774
Position 5402: 0.0023058401136258786
Position 4062: 0.002200310028388783
Position 2470: 0.0020154526998913797
Position 3502: 0.0016996247901251988
Position 8606: 0.0016793935300309156
Position 9026: 0.0015144392638951362
Position 4153: 0.0013856066718350153
Position 341: 0.0013301746806594782
Position 7222: 0.0010802885546472446
Position 7640: 0.001025584643528554
Position 8200: 0.0008340742888599029
Position 4172: 0.0007837690886500168
Position 534: 0.0007772177230823402
Position 4178: 0.0007722469362805339
Position 3428: 0.0006499613637516163
Position 2365: 0.0006481668596055888
Position 2826: 0.00061936197411362
Position 6444: 0.0005856573413084936
Position 3378: 0.0005660371290019955
Position 1530: 0.0005337028975329673
Position 2639: 0.0005330296517434315
Position 2666: 0.00048236819077902637
Position 3581: 0.00045285069026522744
Position 6161: 0.0004354933998386217
Position 1788: 0.00040086542723394736
Position 4968: 0.0003827556161290367
Position 1279: 0.0003594262609619146
Position 4779: 0.0003494945874224324
Position 1083: 0.0002936352647080981
Position 1936: 0.00025819130751179804
Position 4875: 0.0002575747077674075
Position 1611: 0.00025470667483913444
Position 996: 0.00024013896473523095
Position 4343: 0.00022721652051249612
Position 1258: 0.00021639940567153392
Position 93: 0.0002160667724468493
Position 5103: 0.00020343095118902928
Position 3765: 0.00018239604101797993
Position 4430: 0.00016972762893963645
Position 4488: 0.00016036814436945208
Position 3929: 0.00014324354765242364
Position 4112: 0.00013204699489091263
Position 3406: 0.0001290394752735461
Position 2669: 0.00012429471477226148
Position 2896: 0.00012379716383338686
Position 3257: 0.00011514460743843098
