Gene = ZMYM1
index = 1604
Annotated 5SS: [  140 19434 34298 36106 37781 44684 44984 50662 52127 52345]
Annotated 3SS: [19207 34127 36032 37530 44508 44770 50507 51985 52300 53190]
SMsplice 5SS: [  140 34224 39662 44684 50662 52127 52345 53396]
SMsplice 3SS: [34127 39564 44508 50507 51985 52257 53190 54852]
top_k =  500
Partition function (log Z): -32.69143868217703

Sorted 5' Splice Sites (High to Low Probability):
Position 140: 0.9932697261800125
Position 9194: 0.08795516912284439
Position 15501: 0.027977910396819603
Position 105: 0.005760865850755247
Position 2591: 0.004507604430411203
Position 10930: 0.003117147859491277
Position 2694: 0.0027458826996649556
Position 322: 0.0021332075108296353
Position 2636: 0.001796485410264745
Position 10960: 0.0017848568073893416
Position 1420: 0.0014869052184632388
Position 2788: 0.001113038800068593
Position 807: 0.0010735315847721682
Position 654: 0.000656794477748429
Position 310: 0.0004735975827168154
Position 4492: 0.00036937681572978194
Position 1183: 0.00036207896370468875
Position 972: 0.00029892323457011836
Position 3112: 0.00027669789421865524
Position 297: 0.00010891992887168112
Position 3037: 9.431672613555546e-05
Position 736: 3.474944587309612e-05
Position 96: 2.173718547920114e-05
Position 2324: 1.6688195095778112e-05
Position 1133: 5.630391042714414e-07
Position 194: 1.766543564048998e-07
Position 81: 1.3480590937922976e-07
Position 238: 1.0700673678768435e-07
Position 51: 3.7759843644024814e-08
Position 230: 3.2525302641173056e-08
Position 15: 2.4465697586847145e-08
Position 637: 1.5001074596505255e-08
Position 610: 1.3970999914934815e-08
Position 124: 1.2467598584934464e-08
Position 502: 6.604425021559384e-09
Position 783: 5.298019217977545e-09
Position 258: 4.658991465163434e-09
Position 409: 2.6902420514252854e-09
Position 357: 1.4729023398325204e-09
Position 223: 1.4212273827816287e-09
Position 354: 7.466848639526608e-10
Position 147: 5.516260569289173e-10
Position 580: 3.360961356557558e-10
Position 1087: 2.7509917140043496e-10
Position 576: 2.6341289772783507e-10
Position 35: 1.941933998945432e-10
Position 470: 1.0084687151407456e-10
Position 555: 1.2929854519869422e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17228: 0.18902492753363703
Position 9071: 0.12650436891496208
Position 18783: 0.10434209615346676
Position 214: 0.08269485199929849
Position 12007: 0.07314074446122215
Position 15375: 0.06413818856892343
Position 10798: 0.048263968552360745
Position 15099: 0.0470162121585603
Position 17441: 0.03335483614519041
Position 13631: 0.03230073546359609
Position 861: 0.02702038865811471
Position 12056: 0.021778178081419724
Position 12705: 0.01970549939067228
Position 407: 0.014297818702656201
Position 9747: 0.01369487615863144
Position 14054: 0.013042596821841957
Position 12832: 0.011086072362116763
Position 15569: 0.010477105868004911
Position 4929: 0.010376304133297924
Position 10688: 0.010296092420948092
Position 11464: 0.009945171142069024
Position 428: 0.009585484311197899
Position 4685: 0.008693940982858268
Position 14654: 0.006652718726067896
Position 6456: 0.006635945398469296
Position 10839: 0.006567350616490666
Position 10264: 0.0065666834166600956
Position 2513: 0.005905146546283763
Position 9493: 0.005447242431302098
Position 5375: 0.005405707772237943
Position 2425: 0.00540050149434163
Position 8779: 0.005191496171038948
Position 12478: 0.004907749656438733
Position 10767: 0.004448081214580763
Position 12885: 0.004429495981871276
Position 13968: 0.0043423307093176655
Position 6431: 0.004281604618334005
Position 5607: 0.0038559795131573
Position 7217: 0.003196498647817567
Position 2575: 0.0031806169559139962
Position 12807: 0.0031714288099789606
Position 7546: 0.0030906493274090994
Position 11566: 0.0026968026979134496
Position 9647: 0.0023515683800221844
Position 11143: 0.0023058762158364087
Position 6975: 0.0019394073630504655
Position 1029: 0.0018622753432451238
Position 12673: 0.0018442488120532616
Position 11119: 0.001829201785792574
Position 8186: 0.0018148902712797732
Position 2897: 0.0017059345741722277
Position 6151: 0.0015821228529897756
Position 8211: 0.0015338232195917232
Position 9916: 0.001532663291353748
Position 3190: 0.0014247139039595934
Position 10598: 0.001386261441038955
Position 10203: 0.0013808591307165844
Position 11732: 0.0013255721009605699
Position 1275: 0.0012970079007240583
Position 11519: 0.0012966752680844524
Position 10359: 0.0012753820624523539
Position 11193: 0.0012619429350585615
Position 3230: 0.0011039003190124997
Position 5456: 0.0010274967524512516
Position 10037: 0.0010072095438346512
Position 10313: 0.0009756108204491723
Position 2230: 0.0009569259281514315
Position 10505: 0.0008836836094488483
Position 10178: 0.0008681204016268479
Position 3359: 0.0008287001982719024
Position 4925: 0.0008131312724316002
Position 4291: 0.0007342526484746255
