Gene = CHTOP
index = 371
Annotated 5SS: [ 295 2605 4400 8381 9316]
Annotated 3SS: [ 2522  4245  8196  9177 11014]
SMsplice 5SS: [ 295 2605 4400 5403 6362 9316]
SMsplice 3SS: [ 2522  4245  5318  6158  9177 11014]
top_k =  500
Partition function (log Z): 3.4200267790196337

Sorted 5' Splice Sites (High to Low Probability):
Position 2605: 0.9951187355154247
Position 9316: 0.9574566080718546
Position 295: 0.896567580440987
Position 6362: 0.8132696409842665
Position 5403: 0.7991641157640449
Position 4400: 0.627759869265397
Position 94: 0.46799775447249
Position 7804: 0.2106880769761972
Position 4561: 0.20250797592186298
Position 8216: 0.1650840690554543
Position 11629: 0.14719614804387168
Position 7614: 0.14473875083398552
Position 8381: 0.12286585325203436
Position 12061: 0.08312799263857851
Position 11084: 0.07509724946336245
Position 6068: 0.052427462014922974
Position 8601: 0.036549267268939666
Position 11251: 0.01992547271278136
Position 219: 0.01726880499302098
Position 3260: 0.01606509785171512
Position 7936: 0.015300320121512468
Position 2205: 0.015299197086583165
Position 7026: 0.015249144702343433
Position 328: 0.012609433426376404
Position 10398: 0.012266464693085136
Position 4975: 0.011646982261773854
Position 5415: 0.009743094882814971
Position 5668: 0.009683681186695681
Position 1554: 0.007938031514933264
Position 9256: 0.0068148056509808016
Position 9842: 0.006368021587154246
Position 7769: 0.00595310145656954
Position 7568: 0.004862609924542193
Position 305: 0.00429430793758034
Position 1541: 0.0038913556904934454
Position 10542: 0.003593730057659066
Position 2016: 0.003572822284598887
Position 8238: 0.0035633936868067224
Position 668: 0.003229453446527559
Position 11015: 0.003027284582707839
Position 1037: 0.0024571155086426225
Position 5686: 0.0023172339600705705
Position 3214: 0.0020133234302724757
Position 5139: 0.0019123767951221915
Position 9310: 0.001874912120552843
Position 568: 0.0016644063471654297
Position 6664: 0.0016380635351531461
Position 3902: 0.0016312792170472365
Position 11717: 0.001611084419382135
Position 2984: 0.0015748928048818093
Position 3386: 0.0014919987318199434
Position 11021: 0.0014133815659616309
Position 1496: 0.0013646798431472182
Position 3201: 0.0013326152111843073
Position 6403: 0.0012717798938935538
Position 3503: 0.0011889683751287827
Position 1081: 0.0011608861712126314
Position 8572: 0.0010494419607974038
Position 2973: 0.0009382500529754036
Position 492: 0.0008842336444141905
Position 4144: 0.0007635237159019866
Position 2277: 0.0007598932418942258
Position 6715: 0.0007542818256406887
Position 8943: 0.000733915990958792
Position 5598: 0.0006991783807547018
Position 3237: 0.0006533175688736246
