Gene = AAED1
index = 0
Annotated 5SS: [ 192  577 3623 3892 9389]
Annotated 3SS: [  507  3568  3785  9256 13394]
SMsplice 5SS: [ 192 3623 3892 9389]
SMsplice 3SS: [ 3568  3785  9256 13394]
top_k =  500
Partition function (log Z): -3.3620316704186175

Sorted 5' Splice Sites (High to Low Probability):
Position 3892: 0.9931432018790751
Position 192: 0.9481400907935559
Position 9389: 0.913401747237185
Position 3623: 0.5111606840938552
Position 577: 0.3167257607206813
Position 1961: 0.2818847411666646
Position 6183: 0.19914304834617216
Position 9137: 0.155249525509152
Position 12992: 0.12200277973547931
Position 803: 0.09702554047370247
Position 772: 0.05149996206010039
Position 13072: 0.040010532523959336
Position 138: 0.03846397273878315
Position 3158: 0.02049464802602088
Position 10342: 0.019917492995873524
Position 3019: 0.01649111991842586
Position 13279: 0.014741104817995766
Position 438: 0.014576653867877029
Position 6178: 0.012129957569268065
Position 1408: 0.009991697346393238
Position 6432: 0.008287817043683933
Position 720: 0.0074877688825724775
Position 11407: 0.0072148157824027045
Position 11031: 0.006493280803086705
Position 3871: 0.0054829906965829
Position 4129: 0.004131085509954651
Position 10140: 0.0031083970453236478
Position 8152: 0.002842390041610762
Position 6524: 0.002504195843398659
Position 8261: 0.0022760701401226303
Position 182: 0.002255346515248973
Position 464: 0.0018216204806773791
Position 11787: 0.0016837947595998333
Position 3702: 0.001450360130472926
Position 1209: 0.001393536921884079
Position 2661: 0.001259464204407279
Position 2656: 0.0012457459023240381
Position 30: 0.0010295056787713432
Position 727: 0.000993379406476459
Position 1894: 0.0008047601303286262
Position 2979: 0.0007530445138959174
Position 2018: 0.0006814853081997456
Position 5177: 0.0005807156899928175
Position 759: 0.0005119642370776515
Position 1757: 0.00048806185717003046
Position 1241: 0.0004536553414426518
Position 4081: 0.00043861062623165787
Position 114: 0.0003532133894917403
Position 186: 0.00029778487733907015
Position 1729: 0.00028309425287578597
Position 3931: 0.0002657018589439831
Position 1856: 0.00026160011704205635
Position 769: 0.00020999862590772238
Position 5935: 0.00016763567455942242
Position 1034: 0.0001518565508803892
Position 1700: 0.00014021650052794356
Position 4803: 0.0001287657272189722
Position 391: 0.00010551029210630483
Position 940: 9.555207034968217e-05
Position 177: 9.530317749838462e-05
Position 1022: 8.806059469374297e-05
Position 143: 7.65597036831478e-05
Position 591: 7.60928591403501e-05
Position 1365: 6.117203431194377e-05
Position 4501: 4.883785822358798e-05
Position 1539: 4.350413727323255e-05
Position 1778: 3.965872599441199e-05
Position 864: 3.654401957531674e-05
Position 155: 2.104244292258754e-05
Position 180: 1.9807589891317232e-05
Position 538: 1.071171664041686e-05
Position 778: 9.642581951269257e-06
Position 232: 6.414964400693246e-06
Position 423: 5.717888096243414e-06
Position 174: 5.368526970360897e-06
Position 581: 4.341774200917418e-06
Position 603: 7.845176037415009e-07
Position 18: 6.752911524168146e-07
Position 566: 5.641589547133308e-07
Position 51: 5.413918350379057e-07
Position 408: 3.562019000878532e-07
Position 306: 2.9213614711076345e-07
Position 3926: 9.927626395438525e-08
Position 99: 6.015823199588789e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3785: 0.9908579591762139
Position 9256: 0.8066556870465978
Position 3568: 0.48740233874538996
Position 13394: 0.47294724357054346
Position 1893: 0.28146144881709917
Position 507: 0.2572722103806465
Position 6094: 0.2003724070866437
Position 12909: 0.17385231479648422
Position 690: 0.11011158762739061
Position 15190: 0.09749214993298402
Position 11156: 0.07268821471030935
Position 9346: 0.07239879135167841
Position 9058: 0.06672457163491764
Position 278: 0.0646528254384718
Position 13465: 0.0553846932496037
Position 9292: 0.052039665895242795
Position 8910: 0.049977247532500435
Position 15169: 0.03352020948309727
Position 14452: 0.03344971585155964
Position 15215: 0.0261532718503971
Position 12329: 0.023466641425199514
Position 13032: 0.02068008711235602
Position 6099: 0.02040419858284383
Position 14149: 0.018985244321736726
Position 327: 0.018528957896305032
Position 618: 0.01699784594055255
Position 10062: 0.0169255446804527
Position 8947: 0.015832312826470688
Position 3460: 0.015511787879519038
Position 2787: 0.013833031256227406
Position 11152: 0.013785540355943492
Position 13100: 0.012795641802363731
Position 9873: 0.011576948521054734
Position 8950: 0.011476227381051952
Position 12859: 0.011414656780410681
Position 11545: 0.011408635467178458
Position 10969: 0.01087107393780956
Position 9011: 0.00816168483595172
Position 2763: 0.007967089292010888
Position 3059: 0.007732554892400092
Position 12921: 0.007647907234929791
Position 4006: 0.00753778732329
Position 9932: 0.007304361502563911
Position 1175: 0.006862925715316945
Position 3590: 0.0064264920662624484
Position 12326: 0.00634814938850282
Position 9998: 0.006012247006451266
Position 3572: 0.005545663768440564
Position 717: 0.005231944445593456
Position 10106: 0.005056292027313978
Position 14767: 0.004900044057600736
Position 10909: 0.004698030754246848
Position 11175: 0.004582166755300605
Position 9104: 0.004235088746183044
Position 11490: 0.003938612278547408
Position 3797: 0.0037388556669949585
Position 12285: 0.0035197471340720353
Position 1616: 0.0031362655755491366
Position 531: 0.003093040797243458
Position 668: 0.0030708118589542906
Position 6242: 0.002900102279561768
Position 3125: 0.0028977925886748963
Position 8028: 0.0028955960437111123
Position 2978: 0.0028443442819648243
Position 563: 0.002290110311709797
Position 2924: 0.002070259274655912
Position 1092: 0.0019026276857724623
Position 5744: 0.0018938754091043476
Position 13626: 0.0018511852980413622
Position 13334: 0.0018034873835591709
Position 2536: 0.0017768433054444394
Position 6007: 0.001607442026119583
Position 8225: 0.0014662744990150854
Position 3705: 0.0014601039618776133
Position 8533: 0.0014231527661104065
Position 9791: 0.0013163971023985757
Position 1303: 0.0012348670484566993
Position 10951: 0.0011781971312868976
Position 8186: 0.0011173802879411094
Position 10031: 0.001111117627619485
Position 9794: 0.0010128459531431133
Position 1077: 0.0007925679366250904
Position 9946: 0.0007637181333357906
Position 9850: 0.0007506317074277299
Position 2581: 0.0007283668012868778
