Gene = PUSL1
index = 1101
Annotated 5SS: [ 154  406  707 1037 1285 2122 2505]
Annotated 3SS: [ 347  518  886 1113 2066 2341 2762]
SMsplice 5SS: [ 133  434  707 1037 1285 2122 2342]
SMsplice 3SS: [ 347  518  886 1138 2000 2220 2762]
top_k =  500
Partition function (log Z): 9.613127048998857

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9875636916791707
Position 1285: 0.9720516560992308
Position 2122: 0.9539633075710484
Position 707: 0.8950814879126573
Position 434: 0.6212768695714106
Position 133: 0.6096178737248845
Position 2505: 0.5326099337813724
Position 2273: 0.34335446546415427
Position 154: 0.3335684828655221
Position 1724: 0.3130742231372085
Position 441: 0.30695133992958606
Position 2342: 0.284433862402441
Position 2297: 0.20277855434276787
Position 1790: 0.11384681582086831
Position 1556: 0.05226307337208256
Position 406: 0.05085287475952923
Position 1664: 0.03377049883288472
Position 1580: 0.015677075581441425
Position 2402: 0.014486319017822241
Position 1370: 0.01312393919336536
Position 2051: 0.010908803540201134
Position 2833: 0.010123138533837792
Position 186: 0.009826875831963962
Position 2325: 0.009092443192763124
Position 660: 0.007366316049867907
Position 104: 0.004009731280276832
Position 2482: 0.00385997697693444
Position 1630: 0.0036534754903785245
Position 2245: 0.002939828198066996
Position 158: 0.002721294273793963
Position 321: 0.0025423886009608015
Position 864: 0.0024857180909287112
Position 137: 0.0021786641025044
Position 257: 0.0019616517267909027
Position 2491: 0.0018875853742726055
Position 248: 0.0018715130414306655
Position 999: 0.001070680483866252
Position 552: 0.0010348849409591678
Position 2864: 0.0008069661781072946
Position 124: 0.000754688548729159
Position 1202: 0.0007027381218726284
Position 1565: 0.00065384952013421
Position 2570: 0.000634480802715531
Position 81: 0.0004591013479345834
Position 801: 0.000362472735951562
Position 557: 0.0003145235299718983
Position 1232: 0.0002929578000925511
Position 985: 0.0002762632406196049
Position 419: 0.0002213482271925856
Position 1214: 0.00016396133132196052
Position 2607: 0.0001288100537488196
Position 1041: 8.645969908212164e-05
Position 2112: 8.390909504278136e-05
Position 956: 4.766291788583825e-05
Position 475: 4.619551926669924e-05
Position 1043: 3.698502764021252e-05
Position 588: 3.550908750551277e-05
Position 2076: 1.7649094829287038e-05
Position 234: 1.4012734147111675e-05
Position 13: 8.413030580741046e-06
Position 388: 4.991031945455279e-06
Position 2221: 4.374268057799959e-06
Position 1001: 4.341424153924565e-06
Position 738: 3.083184371950823e-06
Position 852: 2.0670544534957116e-06
Position 758: 1.8714878296644093e-06
Position 1265: 1.6042328918074261e-06
Position 796: 1.5448827695613625e-06
Position 621: 1.4910424114438758e-06
Position 1322: 1.3570263836959826e-06
Position 831: 1.2757136375495359e-06
Position 352: 1.1483412981639053e-06
Position 1186: 1.0998601594923172e-06
Position 2453: 9.94988576998132e-07
Position 122: 9.50560673003272e-07
Position 361: 5.885766635697133e-07
Position 2538: 5.237524851844093e-07
Position 1238: 1.756412151771018e-07
Position 1327: 1.1445618268094861e-07
Position 510: 9.561152839211419e-08
Position 382: 5.308052409222295e-08
Position 2009: 2.7181086311879084e-08
Position 2301: 8.381847772923902e-11
Position 1537: 1.648400652039292e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.9621204948017814
Position 2220: 0.9388461089997593
Position 518: 0.8610506304161755
Position 1138: 0.7626024984954484
Position 886: 0.7106135678172274
Position 2000: 0.6129605942517469
Position 2762: 0.5800126724759692
Position 2401: 0.39255235391723925
Position 2785: 0.28779694613169055
Position 936: 0.2703462991342216
Position 1604: 0.22220104640461003
Position 1468: 0.19298661161531677
Position 1113: 0.187460584848885
Position 1890: 0.1509177288847509
Position 2040: 0.14313104125756287
Position 1629: 0.0881665131382425
Position 2734: 0.07237199529081709
Position 2973: 0.03532357994995785
Position 2341: 0.034026991184540285
Position 2066: 0.033827680802065364
Position 1247: 0.016384420404133862
Position 2482: 0.014445869836295144
Position 571: 0.012982276320250395
Position 1142: 0.012965692640863552
Position 2050: 0.008987886042885142
Position 2946: 0.008426836143594659
Position 2324: 0.0077571763561059435
Position 659: 0.0076206911295949005
Position 2272: 0.007328729838688155
Position 1702: 0.005770595934443636
Position 1715: 0.005154361454319297
Position 1918: 0.00497268744723141
Position 913: 0.004900965256482352
Position 2407: 0.004420657161384741
Position 521: 0.004396207268881223
Position 1616: 0.004336918569180249
Position 1357: 0.004336692095136387
Position 2149: 0.0034822912941018433
Position 1444: 0.003460979362010343
Position 2923: 0.003350196845751752
Position 1869: 0.0028317408378687996
Position 556: 0.002827951376889635
Position 2012: 0.0026388677658359615
Position 1364: 0.0024866320356416623
Position 2744: 0.0024805209448433944
Position 906: 0.0020528907397034018
Position 1176: 0.002036085654914334
Position 626: 0.0017227118742053258
Position 2901: 0.0016986137734403954
Position 2446: 0.0016780637506561137
Position 2184: 0.001661118768732781
Position 1973: 0.001563834183675185
Position 1403: 0.001506936489768992
Position 1571: 0.0014297623355576177
Position 548: 0.0013498981640663284
Position 1186: 0.0012733886299875323
Position 1647: 0.0011258109496012747
Position 1757: 0.001115144849499251
Position 2456: 0.0010636420636245991
Position 3087: 0.0010462929540120411
Position 2426: 0.0010288360551962937
Position 2486: 0.0009301777988455979
Position 2794: 0.0009114037537555172
Position 3068: 0.0008542911749391778
Position 1533: 0.0008251333079085793
Position 2627: 0.0007570483532689082
Position 1035: 0.0007325085651262069
Position 1197: 0.0006201399169690851
Position 1720: 0.000588853025280001
Position 2545: 0.0005812971069294946
Position 1544: 0.000487541662126237
Position 770: 0.0004874775919436848
Position 1789: 0.0004795146769108124
Position 706: 0.0004646709586604202
Position 1150: 0.00044044015971003904
Position 2926: 0.00042526981455214707
Position 2462: 0.00042332966081045373
Position 2009: 0.00040324420804823796
Position 636: 0.00031283114460327723
Position 1676: 0.0003008442375397501
Position 1825: 0.0002939653363818251
Position 1769: 0.00029163315702132445
Position 1555: 0.00023940914520640403
Position 1451: 0.00021199726709209593
Position 1781: 0.00018656597005124162
Position 286: 0.0001841384099573153
Position 2070: 0.0001816060515397393
Position 868: 0.00017331107095632412
Position 1636: 0.0001296953494006241
Position 393: 0.00012620148799796354
Position 305: 0.00012258387875063116
Position 271: 0.0001214702217361196
Position 1696: 0.00011971878205816627
Position 813: 0.00011420535631280762
Position 2228: 0.00011120564322202191
Position 1414: 0.00010684460929201079
Position 1845: 8.652505054847491e-05
Position 601: 7.818884645833233e-05
Position 1369: 7.042414020622344e-05
Position 2117: 6.878385405057114e-05
Position 1339: 6.028296495163577e-05
Position 2635: 5.5335629184784925e-05
Position 1723: 5.514188354621259e-05
Position 1487: 5.295090453692942e-05
Position 727: 4.5840135208550636e-05
Position 267: 4.133727111224341e-05
Position 1668: 4.0639406620512504e-05
Position 365: 3.809453631443832e-05
Position 1717: 3.664539536808446e-05
Position 1684: 3.0801048869615405e-05
Position 671: 2.3518949351283777e-05
Position 807: 1.889076124201144e-05
Position 530: 1.7794146091340908e-05
Position 375: 1.5985447569437085e-05
Position 1276: 1.2037576898674043e-05
Position 227: 1.0180877456359354e-05
Position 1947: 8.188684668264522e-06
Position 820: 4.939960587649984e-06
Position 310: 4.55990272546931e-06
Position 1253: 4.145852254487904e-06
Position 787: 3.965145787016521e-06
Position 1279: 3.889430246163622e-06
Position 1055: 3.138543290058775e-06
Position 1322: 2.5493237428711114e-06
Position 1284: 1.7235750463163782e-06
Position 201: 1.422980833850552e-06
Position 1385: 1.2060630015494376e-06
Position 823: 1.1394490411280514e-06
Position 415: 9.986306003726239e-07
Position 298: 9.086221781840891e-07
Position 777: 8.239866063975376e-07
Position 724: 5.454789635346194e-07
Position 445: 5.401082316057992e-07
Position 825: 5.168474953660422e-07
