Gene = GET4
index = 585
Annotated 5SS: [  249  9583 10099 10968 14515 15867 17264 17420]
Annotated 3SS: [ 9503 10016 10817 14375 15725 17187 17346 18781]
SMsplice 5SS: [  249  9583 10099 10968 14515 15867 17264 17420 18929]
SMsplice 3SS: [ 9503 10016 10817 14375 15725 17187 17346 18781 19387]
top_k =  500
Partition function (log Z): 15.27481868281283

Sorted 5' Splice Sites (High to Low Probability):
Position 249: 0.9995100151973122
Position 14515: 0.9903546173299211
Position 17420: 0.9862012708255137
Position 9583: 0.9855688746558359
Position 17264: 0.9823005648360862
Position 15867: 0.9623155905895074
Position 10968: 0.8782835894172865
Position 10099: 0.7644392959426989
Position 10145: 0.21355687914372426
Position 5829: 0.17651609723453074
Position 7644: 0.15883324355478368
Position 15420: 0.13573359541131924
Position 15454: 0.12241886165883077
Position 7686: 0.11107924782828126
Position 18267: 0.09977404497181465
Position 9230: 0.09950125980561632
Position 2754: 0.09668691470862127
Position 5560: 0.07401447459266398
Position 5878: 0.07150748774302942
Position 6661: 0.06930088051586138
Position 10527: 0.054133569541137634
Position 12300: 0.051330938662204485
Position 5355: 0.05001338794838366
Position 14282: 0.03543258369284434
Position 5025: 0.03451313111665423
Position 7293: 0.025831598640364196
Position 10392: 0.024760175625158413
Position 17098: 0.024011021062290062
Position 17734: 0.02316923022879252
Position 7189: 0.022241076502357723
Position 12751: 0.021506870045503005
Position 5587: 0.019416145697870993
Position 3396: 0.018960345643148527
Position 7843: 0.01881601822889134
Position 2716: 0.017950897357538687
Position 11952: 0.017153419736719785
Position 11864: 0.016850927352505537
Position 17828: 0.016243371952083918
Position 7648: 0.015980767640903854
Position 9245: 0.01589826157438213
Position 15399: 0.015870284902626465
Position 17838: 0.01536066686817725
Position 17063: 0.015287500172027768
Position 16591: 0.014052972219830824
Position 18157: 0.013732837704608805
Position 14039: 0.013603032783807152
Position 16868: 0.012201929191577992
Position 12660: 0.011953650270619736
Position 15085: 0.011910413185975403
Position 5795: 0.01175643170170699
Position 8943: 0.010859370556914293
Position 16897: 0.010377264719035462
Position 12457: 0.010322920520960573
Position 18179: 0.010104228643711096
Position 11616: 0.009072636578514806
Position 17460: 0.008582387612270407
Position 11417: 0.007851250114628684
Position 16801: 0.007337287997325379
Position 17031: 0.0065115064317981895
Position 16833: 0.006290607165219316
Position 16317: 0.006135246710175785
Position 9972: 0.00607771785045011
Position 14053: 0.0058379978117521405
Position 4841: 0.005806916681604127
Position 14483: 0.005745544758392003
Position 4549: 0.005515752758599774
Position 17743: 0.005204870239063781
Position 16932: 0.0050632453220758305
Position 10430: 0.0049735520226092825
Position 11294: 0.004885060157534057
Position 16766: 0.004547659994695441
Position 16731: 0.004345412236812201
Position 16626: 0.004299614337794253
Position 9638: 0.004292887858231953
Position 16696: 0.003912020316507519
Position 12533: 0.0037951638316525344
Position 16964: 0.003787807583509684
Position 16429: 0.003668542683054715
Position 13028: 0.003662614669725602
Position 17919: 0.0032709095136191904
Position 11397: 0.0032184668534673585
Position 10161: 0.003186075069318116
Position 10457: 0.0030486197854697316
Position 4591: 0.0030355503603992132
Position 16489: 0.0027994546563072406
Position 18477: 0.0027244024417296805
Position 16999: 0.002436698773674174
Position 14057: 0.00226613216718621
Position 12664: 0.0020970318806358386
Position 16464: 0.0020789962016000405
Position 15272: 0.0019706451597046944
Position 17818: 0.001833615556420251
Position 17464: 0.0016726781541105697
Position 18380: 0.0016654780632464619
Position 16661: 0.001664525733302886
Position 1579: 0.001637942086277686
Position 2770: 0.0016340026734795367
Position 17493: 0.0015305405363841673
Position 17254: 0.0015288693673655618
Position 10656: 0.0015110006399427023
Position 3400: 0.0014876961597604594
Position 14519: 0.001477059659765312
Position 14491: 0.0014096574144030045
Position 10706: 0.00128479350050969
Position 19273: 0.0012283544372361907
Position 10435: 0.0012150194382837907
Position 18062: 0.00119039377974834
Position 18899: 0.0011185349560823429
Position 18271: 0.0010909719113684848
Position 18142: 0.000972359406951403
Position 5097: 0.0008273974446110886
Position 11027: 0.0007989888284704278
Position 18433: 0.0007165399059939916
Position 18134: 0.0006974577776389332
Position 18452: 0.0006825767336552902
Position 12878: 0.0006582830320229335
Position 10250: 0.0006261598316004663
Position 10080: 0.0005760741256009658
Position 11375: 0.0005580445457296253
Position 14388: 0.0005363503456164823
Position 10782: 0.0005006665481191506
Position 228: 0.00039724898664610466
Position 17803: 0.0003920105039025109
Position 11370: 0.0003827825739590967
Position 15726: 0.0003782359722322274
