Gene = NADK2
index = 908
Annotated 5SS: [  300 14322 15324 16257 22203 24051 29955 34629 40693 41572 44258]
Annotated 3SS: [14232 15234 16174 22118 23913 29875 34532 40636 41517 44133 46515]
SMsplice 5SS: [  300   963  8331  8532 14322 15324 16257 16542 22203 24051 34629 41572
 44258]
SMsplice 3SS: [  816  8213  8426 14232 15234 16174 16439 22118 23913 34532 41517 44133
 44775]
top_k =  500
Partition function (log Z): 13.54913168591044

Sorted 5' Splice Sites (High to Low Probability):
Position 24051: 0.9999983564031077
Position 34629: 0.9984733308119748
Position 16257: 0.9955085842725898
Position 14322: 0.9782743058671425
Position 15324: 0.9742827529690997
Position 8532: 0.961820875204149
Position 41572: 0.9547285806916233
Position 300: 0.8888995011025639
Position 8331: 0.7541078868202039
Position 16542: 0.7405233348861643
Position 44258: 0.6666995968025999
Position 22203: 0.6002152543181681
Position 29955: 0.4169529138593625
Position 9992: 0.41045544879704005
Position 963: 0.4053852687283978
Position 917: 0.3984714091639879
Position 10651: 0.3875071566422413
Position 10173: 0.2835890409849643
Position 15647: 0.2817418510054142
Position 22193: 0.23916743751774383
Position 22850: 0.2366046932833384
Position 8103: 0.21343300317808106
Position 4517: 0.19593054938225
Position 8759: 0.16225360108276857
Position 12664: 0.13464342120330672
Position 7183: 0.1297651892166077
Position 8308: 0.10839074172061998
Position 16027: 0.10758612856032246
Position 40693: 0.09613696259080806
Position 4521: 0.09279654411015863
Position 43395: 0.09045024234523485
Position 15538: 0.08431021240275861
Position 22230: 0.07870675604377514
Position 10373: 0.061931365496296756
Position 44931: 0.05938284449903974
Position 38859: 0.05250650217693714
Position 236: 0.0518745555582678
Position 9143: 0.051290541624422016
Position 9888: 0.04478220412027524
Position 10703: 0.037064952526858576
Position 855: 0.0349970983867155
Position 42052: 0.034320020311000364
Position 10771: 0.03392876001503761
Position 9161: 0.033056542658306355
Position 8058: 0.03211479034446399
Position 43484: 0.03209550758709947
Position 1239: 0.02945256392061657
Position 5459: 0.026849357347064447
Position 257: 0.024631681292600672
Position 41139: 0.024510696239052943
Position 14808: 0.02188989555733839
Position 28925: 0.018694432730846
Position 440: 0.01749677476277821
Position 35855: 0.017464292124973704
Position 8878: 0.016362759644769503
Position 8993: 0.014075644827245132
Position 29535: 0.012742579705224213
Position 43451: 0.012647354102175433
Position 8786: 0.011880149634057325
Position 79: 0.011662674796146242
Position 23090: 0.01160232473837502
Position 15341: 0.010681601973537484
Position 22966: 0.010640644234384204
Position 42139: 0.008378187332428158
Position 11269: 0.008258980906775959
Position 41873: 0.008166612809868174
Position 695: 0.007441866890152094
Position 42477: 0.007112306739381799
Position 924: 0.006777225185642939
Position 14521: 0.006603216139539446
Position 8328: 0.005980288037597205
Position 45179: 0.005740194488697674
Position 14759: 0.005558985749225413
Position 44886: 0.005440638500564122
Position 22246: 0.0043051771002863325
Position 12974: 0.004217008557259857
Position 21774: 0.0041203052704996725
Position 1296: 0.0040788310897609545
Position 677: 0.0036876613948289773
Position 21754: 0.0036743610371682486
Position 1000: 0.003354612788349059
Position 16036: 0.0031648572075720104
Position 15906: 0.002948716644912211
Position 3597: 0.002901506457544804
Position 16752: 0.0026414729271954226
Position 7756: 0.0025459458923345834
Position 16079: 0.0025142061223061185
Position 8909: 0.0023833611670116433
Position 14782: 0.0021539007103855523
Position 16269: 0.0020284867740509157
Position 16065: 0.0020128307545488433
Position 1370: 0.001914705926989824
Position 14567: 0.0018497999211504732
Position 3262: 0.0017773989704347006
Position 8989: 0.0015447924790758343
Position 17026: 0.0015358747659144948
Position 483: 0.0014431463159827122
Position 16237: 0.0012158716139652494
Position 39066: 0.0010227092265142597
Position 20683: 0.0009793123628632867
Position 304: 0.0009664061143564972
Position 17076: 0.0008934374945428673
Position 479: 0.0008852114112132079
Position 602: 0.0007738217240414444
Position 1009: 0.0007686685593098924
Position 115: 0.0006983585075068934
Position 34845: 0.0006962761865808265
Position 4973: 0.0006794493782868369
Position 21471: 0.0006112560740529528
Position 42133: 0.0004749903068079984
Position 3618: 0.00040879213548133784
Position 6278: 0.0004016908497145404
Position 42308: 0.00039776471343207426
Position 16294: 0.0003521547681687815
Position 15588: 0.00031425084436917535
Position 481: 0.0003056287229538625
Position 2253: 0.00026230540034409295
Position 2696: 0.00024314119355968488
Position 16319: 0.00021894295956412176
Position 15752: 0.00016283988117664203
Position 2022: 0.0001569804615145095
Position 2763: 0.0001471763757045992
Position 350: 0.00014434398127979587
Position 3382: 0.00012648269065701953
Position 2275: 0.00012321992679476015
Position 15251: 0.00011729609800027139
Position 1663: 0.00011710163671225035
Position 16367: 0.00010651479489452456
Position 3633: 0.00010097555184324688
Position 656: 9.242950342778826e-05
Position 609: 8.319483704794787e-05
Position 415: 8.005780006891524e-05
Position 121: 7.147237519156453e-05
Position 1421: 6.483305322021969e-05
Position 957: 3.000066186185238e-05
Position 242: 2.9583870330347607e-05
Position 1050: 2.5495430443925416e-05
Position 210: 2.382638217410314e-05
Position 878: 1.3337568636219338e-05
Position 881: 1.286616457823932e-05
Position 625: 9.002051956341616e-06
Position 16701: 6.42494532963553e-06
Position 983: 6.320043326941105e-06
Position 1012: 3.9793930897981526e-06
Position 529: 3.9665115657381566e-06
Position 213: 3.4901960756978098e-06
Position 532: 2.987967577262214e-06
Position 16556: 2.8319105023185468e-06
Position 16528: 2.469825675666318e-06
Position 216: 2.386781940257368e-06
Position 262: 2.0910046758820015e-06
Position 16650: 1.1480768794214257e-06
Position 219: 1.0192066263239488e-06
Position 37: 8.19906581055281e-07
Position 591: 5.369270115473648e-07
Position 621: 3.1422532075984096e-07
Position 845: 2.449739513047737e-07
Position 1014: 2.414629058602329e-07
Position 16772: 1.206644897955416e-07
Position 685: 3.0979494276155387e-08
Position 34: 2.3426580510920194e-10
Position 42: 1.7421990593625467e-10
Position 172: 3.219087113396433e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 23913: 0.9999999957306629
Position 16174: 0.9990485305937027
Position 34532: 0.9984733308119753
Position 15234: 0.9968833512357546
Position 14232: 0.9782743058671414
Position 8426: 0.9645572672141184
Position 816: 0.848920887152193
Position 8213: 0.8227157958741789
Position 22118: 0.8016800438106627
Position 41517: 0.7839083493997646
Position 16439: 0.6940992803486501
Position 44133: 0.6392034992374103
Position 9799: 0.4488958207844475
Position 10567: 0.4252266967353358
Position 44775: 0.399750664486366
Position 7906: 0.2963606612486958
Position 29828: 0.2525411147996921
Position 4349: 0.2341194171857999
Position 10080: 0.23187504877622597
Position 15537: 0.22051239441456952
Position 43240: 0.2105346922970705
Position 41453: 0.177587432033107
Position 8696: 0.1693439637389254
Position 29875: 0.16441925637934382
Position 45002: 0.14552886346036895
Position 22784: 0.1420016619702008
Position 12552: 0.13464342120330697
Position 7110: 0.12976518921660768
Position 40636: 0.12476616007375296
Position 22031: 0.12071458116930947
Position 46515: 0.10834908865267483
Position 22698: 0.09460303131313753
Position 47254: 0.0809302516024301
Position 15940: 0.07919480940361429
Position 41972: 0.07720461572390783
Position 10270: 0.06975318663768611
Position 8992: 0.05974174317465753
Position 44087: 0.057421483209076765
Position 15485: 0.056156377478081866
Position 44675: 0.03727386316956458
Position 38779: 0.036944832131640654
Position 4301: 0.032883250312392254
Position 16354: 0.026885516143615385
Position 15461: 0.025558479295107513
Position 15386: 0.02500507534418529
Position 44930: 0.02348270521629823
Position 5257: 0.023407356715046148
Position 42251: 0.022694184939453937
Position 10041: 0.02255642778000743
Position 22887: 0.021211312385290466
Position 8639: 0.020307380292010763
Position 10086: 0.020024780037592695
Position 4352: 0.01842667849760738
Position 46651: 0.01779718256350392
Position 28780: 0.017764186154267506
Position 16451: 0.017655244610566403
Position 15734: 0.016680643947617053
Position 1172: 0.016393010924838056
Position 14704: 0.01621669125109725
Position 38650: 0.015561670045296495
Position 8928: 0.012969567911054733
Position 41756: 0.012942692817204955
Position 10487: 0.01262523758770184
Position 35713: 0.012549272425540749
Position 46565: 0.011122924221578479
Position 46272: 0.010523547855927764
Position 15874: 0.009099234914638998
Position 15395: 0.008936357773312979
Position 11160: 0.008258980906775956
Position 1206: 0.008183438985459366
Position 43886: 0.007943174326449696
Position 21619: 0.007794666307667921
Position 439: 0.0077602922773434765
Position 43285: 0.0074668275914898065
Position 43521: 0.007318559559202133
Position 14478: 0.007159709013573875
Position 29329: 0.007127685156025507
Position 9941: 0.006983706724633659
Position 15602: 0.006950339457943873
Position 14681: 0.006949364403847821
Position 15712: 0.006947147305657684
Position 44374: 0.006859570340377841
Position 9969: 0.006845913630110972
Position 15568: 0.006426825745043331
Position 45784: 0.006167251239313081
Position 43963: 0.005873110878919298
Position 10586: 0.005749391564995942
Position 8908: 0.005749284436241363
Position 29356: 0.005614894549198707
Position 8877: 0.00551176800017808
Position 41715: 0.005383214653368404
Position 44371: 0.004970605644873825
Position 1050: 0.00495399738480636
Position 9712: 0.004635385310065163
Position 43589: 0.004517233973281541
