Gene = NSUN2
index = 966
Annotated 5SS: [  408   693  1419  7728 10078 11276 13186 15342 16565 21567 22337 23466
 26092 26472 28019 28687 29154 30831]
Annotated 3SS: [  534  1313  7621 10005 11190 12992 15266 16433 21492 22205 23368 25906
 26378 27882 28605 29014 30790 33058]
SMsplice 5SS: [  408   693  1419  7728 11276 13976 15342 16565 21567 22337 23466 28368
 28687 30831]
SMsplice 3SS: [  534  1313  7621 11190 13823 15266 16433 21492 22205 23368 28255 28605
 30697 33058]
top_k =  500
Partition function (log Z): 19.535325985275104

Sorted 5' Splice Sites (High to Low Probability):
Position 16565: 0.9876296308721456
Position 408: 0.9753210704313662
Position 13976: 0.9660221560124025
Position 15342: 0.9506469404082277
Position 30831: 0.9443427249203036
Position 22337: 0.9235074690906441
Position 693: 0.8794456753614663
Position 11276: 0.8386249423096589
Position 1419: 0.7832070655176122
Position 23466: 0.772165101439213
Position 28687: 0.7379657868620049
Position 7728: 0.7313776395088739
Position 28368: 0.6962455576423848
Position 21567: 0.6161083545647009
Position 26472: 0.6009690480452028
Position 26092: 0.5139241880914598
Position 25686: 0.47597641688210957
Position 13186: 0.35102018764402254
Position 29154: 0.3163757192241176
Position 32377: 0.2873638725977568
Position 28019: 0.26711372321624716
Position 17819: 0.2591831212544669
Position 10078: 0.2496934078672506
Position 33362: 0.22743072903005435
Position 21648: 0.21951808227917852
Position 973: 0.2102335330260595
Position 18180: 0.19912793271802312
Position 30621: 0.1840467205612228
Position 32952: 0.18364677139205987
Position 1423: 0.1834938279484607
Position 10895: 0.1710760627983196
Position 1787: 0.16525651744953618
Position 9659: 0.128649783230079
Position 23662: 0.12851458702995922
Position 882: 0.11654705164740704
Position 11303: 0.10959823363158933
Position 21600: 0.10730510089958915
Position 1959: 0.08618669983969897
Position 28760: 0.08587307493362249
Position 5403: 0.0794317213593351
Position 866: 0.07456223894389062
Position 19550: 0.0730689949717034
Position 13555: 0.06581211271878225
Position 12566: 0.061196582638448106
Position 22358: 0.05568835116930743
Position 24330: 0.05525411962359979
Position 28005: 0.054289096847930804
Position 5053: 0.052851278095567486
Position 830: 0.05162323759852082
Position 19744: 0.04839698874459677
Position 2124: 0.047083328020446485
Position 18203: 0.046661848000696435
Position 24892: 0.04533302193519312
Position 19754: 0.042089076339301715
Position 32675: 0.04135290260657565
Position 11441: 0.04003545013421494
Position 31129: 0.03921891320204582
Position 624: 0.03727653319677274
Position 28483: 0.03244213569554091
Position 17701: 0.03156141633778784
Position 28307: 0.029292588755986834
Position 28260: 0.02926329792785716
Position 1385: 0.025865779667721578
Position 25471: 0.025307695925310195
Position 26070: 0.025305232107659663
Position 11689: 0.021955316133344734
Position 12508: 0.01896803491185873
Position 20444: 0.01799490708791508
Position 22401: 0.01676400360334373
Position 33177: 0.016372635816869367
Position 6269: 0.016250893060968552
Position 2015: 0.016113447407369374
Position 1085: 0.015427058570259859
Position 18965: 0.013353146532301442
Position 22159: 0.01302250979988178
Position 16225: 0.012946065612372366
Position 13848: 0.012185924669588129
Position 13453: 0.0116602698791068
Position 245: 0.011522778155497218
Position 30995: 0.011461838430851088
Position 25914: 0.011437923465129235
Position 21604: 0.011405841158800953
Position 30896: 0.010663898381084919
Position 15630: 0.010635118681672643
Position 15410: 0.010129835302226954
Position 24842: 0.009918440350632121
Position 29901: 0.008576537408977599
Position 16119: 0.007731631461807672
Position 21810: 0.007238850689307725
Position 7710: 0.007167820758311926
Position 28448: 0.006480922322740422
Position 14285: 0.005941622408654243
Position 183: 0.005798257912360321
Position 26001: 0.005232163178147702
Position 9525: 0.00521489737993174
Position 16077: 0.005131106169205186
Position 10570: 0.005037326755429105
Position 10853: 0.0048769940039069
Position 11669: 0.004609365609425116
Position 15817: 0.004431485776406821
Position 22345: 0.004040176136707316
Position 14011: 0.0038759557063092302
Position 11803: 0.003394721045528716
Position 14254: 0.0033931867526304517
Position 13082: 0.0032721272078460144
Position 633: 0.003227386156059821
Position 30918: 0.0031601080730973632
Position 16127: 0.0024680759478569554
Position 14610: 0.0023604027217428263
Position 28825: 0.002211098917618661
Position 247: 0.002033861089239863
Position 807: 0.001996519266980688
Position 14604: 0.001924349056823771
Position 32747: 0.0018517668579844644
Position 1212: 0.001645477643103613
Position 15439: 0.0016267875299026452
Position 210: 0.0014940527647092625
Position 4165: 0.0011009387423957936
Position 1492: 0.00100836769681204
Position 3841: 0.0007270036198698289
Position 4372: 0.0005893525891955864
Position 22206: 0.0005388678532749543
Position 4095: 0.000449624286541216
Position 235: 0.0004434785321181556
Position 4043: 0.0004292418968489598
Position 331: 0.00041814423764909237
Position 17546: 0.00041044485872944025
Position 17537: 0.0004098574452832042
Position 1415: 0.0004078197602109727
Position 28982: 0.0004051192484801523
Position 2576: 0.0004004495192897351
Position 683: 0.00040023463152975575
Position 385: 0.00037950569193774157
Position 2523: 0.0003692673268468451
Position 17089: 0.00033935665409481344
Position 103: 0.0003069836691715369
Position 147: 0.00027926856233896977
Position 30813: 0.00024032404721098296
Position 30835: 0.00023958308139685453
Position 173: 0.00023305689894149152
Position 144: 0.00020851949112247645
Position 3266: 0.00020225894953674836
Position 4712: 0.0001936541310212974
Position 1378: 0.00018759440743836632
Position 1177: 0.00017992522153518147
Position 29: 0.00017342146906645434
Position 305: 0.0001699988446104082
Position 3593: 0.00016257445979490573
Position 1791: 0.0001517755391014755
Position 844: 0.0001476875138560165
Position 17316: 0.00013101658392568764
Position 743: 0.00012101857722667885
Position 3183: 0.0001128892989201182
Position 2323: 0.00010491182541336286
Position 2158: 0.00010125959914677134
