Gene = SPTLC1
index = 1326
Annotated 5SS: [   63  2922  6637 34507 35361 47411 56198 59972 65417 67764 68205 69378
 77129 80567]
Annotated 3SS: [ 2813  6541 34412 35287 47277 56067 59881 65308 67667 68107 69322 77010
 80492 82817]
SMsplice 5SS: [  455  2922  6637 18921 34507 37958 45253 56198 59972 65417 67764 68205
 69378 77129 79060 80567]
SMsplice 3SS: [ 2813  6541 18742 34412 37793 45079 56067 59881 65308 67667 68107 69322
 77010 78950 80492 82817]
top_k =  500
Partition function (log Z): -36.94840608043818

Sorted 5' Splice Sites (High to Low Probability):
Position 6637: 0.9987511017877617
Position 455: 0.8315747482808362
Position 2922: 0.6437887794252266
Position 9528: 0.48721096409039527
Position 9328: 0.23986121723107479
Position 63: 0.13875135810750028
Position 18921: 0.13260445441860022
Position 15451: 0.0836021784921739
Position 5119: 0.07927965744793439
Position 13720: 0.07397481271405279
Position 8646: 0.05915357243739265
Position 2954: 0.05341842105013407
Position 5874: 0.04605295355802124
Position 1886: 0.041370974213125564
Position 2395: 0.03938985977357217
Position 15471: 0.038489536349574444
Position 751: 0.03802946105401077
Position 7307: 0.03504684745912999
Position 18829: 0.026510022058526105
Position 424: 0.025621527687535672
Position 3806: 0.02246564933568479
Position 232: 0.022218604973558185
Position 11724: 0.020321777894935708
Position 3358: 0.01657973782856874
Position 9249: 0.01585483449360531
Position 45: 0.012945719826821581
Position 225: 0.012152704598231465
Position 84: 0.010894318220031254
Position 5065: 0.010399452299192811
Position 8800: 0.007941575052036616
Position 5622: 0.007039665505765498
Position 12663: 0.006847620549586837
Position 5721: 0.005769389134118279
Position 3065: 0.0057619756054860015
Position 349: 0.005324659857374807
Position 460: 0.0050831102489987765
Position 1865: 0.004732643131989679
Position 10321: 0.003938093961519462
Position 113: 0.0033187889364056002
Position 12572: 0.0029332167291825336
Position 328: 0.0029243183271023534
Position 3475: 0.0028473951255245464
Position 2060: 0.0026539448980479174
Position 8256: 0.002625981367458594
Position 859: 0.002559048148839225
Position 2529: 0.0022782932906387017
Position 1974: 0.0022267421463767305
Position 8771: 0.002160533828636787
Position 3034: 0.0020166352154215982
Position 1709: 0.0018266660091505284
Position 3769: 0.001490505758800931
Position 1716: 0.0014316117022454915
Position 7190: 0.0013322240645297643
Position 3632: 0.0012151259640513787
Position 3225: 0.0010593096707611372
Position 181: 0.0010176919458310413
Position 4407: 0.0008217651845776267
Position 3600: 0.000815853801058761
Position 12187: 0.0006848167011869249
Position 1685: 0.0005710083061516009
Position 1590: 0.0004432046932654517
Position 1692: 0.00041431859398659407
Position 3173: 0.0003576243447206546
Position 5075: 0.00034894941232588376
Position 3660: 0.00028525300068467043
Position 4624: 0.00028068122469572797
Position 480: 0.0002706190190663851
Position 3901: 0.0002697651792505853
Position 435: 0.0002642736791060304
Position 4118: 0.0002625437553259752
Position 3693: 0.00023552153019765
Position 1596: 0.00023117704289908953
Position 165: 0.00019380918013253148
Position 3530: 0.00018516531251876298
Position 8069: 0.0001688169679538752
Position 26: 0.00015437185838500616
Position 7400: 0.00012990427357422116
Position 7161: 0.00011838173683375337
Position 945: 0.00011682401876131491
Position 6660: 0.00010512826072323856
Position 6683: 9.396836352887607e-05
Position 8831: 8.608163584610812e-05
Position 7396: 7.611862824216041e-05
Position 6940: 5.325104536939859e-05
Position 519: 3.909257963137907e-05
Position 277: 2.646755793547578e-05
Position 391: 2.31352249169775e-05
Position 36: 1.6265443634785077e-05
Position 1702: 1.5818672932898078e-05
Position 30: 1.2108125898863481e-05
Position 1321: 7.43123360631636e-06
Position 1719: 7.327808021473392e-06
Position 271: 7.100474521417482e-06
Position 230: 4.817658293032101e-06
Position 216: 3.581965484101615e-06
Position 564: 3.49222440027081e-06
Position 493: 1.8379875935205473e-06
Position 365: 1.3421378000422512e-06
Position 533: 1.1251890817848734e-06
Position 547: 9.777289271802327e-07
Position 1530: 9.207371921242561e-07
Position 125: 7.148903951089346e-07
Position 127: 4.844851339006033e-07
Position 6680: 2.10072279770223e-07
Position 135: 1.1773078492216446e-07
Position 298: 1.0782002443927758e-07
Position 6998: 6.56557565514106e-08
Position 503: 5.3927010724686986e-08
Position 388: 3.515807063054732e-08
Position 6666: 3.356795734496784e-08
Position 572: 1.904284627981756e-08
Position 464: 1.4349416146516322e-08
Position 326: 1.0212959951837131e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6541: 0.9993078714597734
Position 2813: 0.5166053540554542
Position 18742: 0.4801711647042577
Position 9404: 0.29562822834947977
Position 15317: 0.22053293010714117
Position 13640: 0.1979913270836145
Position 9444: 0.17814424320211936
Position 19208: 0.17325713674121526
Position 2841: 0.1590338644377167
Position 9206: 0.14088241655957146
Position 9245: 0.10339770679479125
Position 11577: 0.06652071959606778
Position 5019: 0.06650284812442125
Position 12623: 0.06219674419406799
Position 309: 0.054999561021054195
Position 8432: 0.046994050338891855
Position 643: 0.04030839619206408
Position 1821: 0.033559073783788106
Position 13817: 0.02729853865795897
Position 5708: 0.026073924172698573
Position 4975: 0.02352521103503177
Position 3570: 0.02283120201195495
Position 2296: 0.02261724986133657
Position 8620: 0.02077586413539936
Position 2271: 0.016896126558175135
Position 5409: 0.01580980873968911
Position 3295: 0.01547088316925261
Position 1620: 0.01529988936558485
Position 6987: 0.014589008645216076
Position 5430: 0.013823483393838537
Position 16420: 0.013035816335024424
Position 9484: 0.012347777970569044
Position 341: 0.011855417278651931
Position 2866: 0.010900138064091415
Position 10299: 0.010706707439783686
Position 7035: 0.010284756386496681
Position 11644: 0.010180879661619398
Position 8906: 0.009771135322213827
Position 7182: 0.009026765723534112
Position 10152: 0.007965806721554081
Position 9153: 0.007919818231692256
Position 9368: 0.006770092110162339
Position 2763: 0.006719851225911189
Position 10365: 0.0065017498097019785
Position 9764: 0.006169122823274276
Position 7306: 0.005924660426964892
Position 7110: 0.005915782544574208
Position 2882: 0.005761586374390776
Position 14274: 0.00548876730910285
Position 6862: 0.005168458718886835
Position 7631: 0.004644884086933446
Position 13066: 0.004565941478411474
Position 9285: 0.004299282955461277
Position 1776: 0.00422446315985568
Position 11960: 0.004216721913818697
Position 10642: 0.0039820892851228275
Position 13351: 0.0037940415544902902
Position 3238: 0.00375995570530602
Position 13234: 0.0037007352454634886
Position 14778: 0.0034953997193520794
Position 6799: 0.0033832006671887867
Position 5621: 0.0031547918916788368
Position 13402: 0.003075082858790339
Position 13266: 0.002998902956099704
Position 9364: 0.0029979292558061517
Position 12232: 0.0029332167291825336
Position 7561: 0.0028831861737996854
Position 2984: 0.002839683786130348
Position 363: 0.0027898415872698074
Position 10197: 0.002491241923718308
Position 8497: 0.002335857378122649
Position 11440: 0.002319514744799656
Position 10158: 0.00226733240638505
Position 3573: 0.0019727997595943678
Position 3514: 0.001972439720292762
Position 9804: 0.0017660338442233839
Position 2486: 0.0017529681267618314
Position 10226: 0.0015643571822355372
Position 9524: 0.0015114555339984575
Position 13035: 0.0014756438089384514
Position 8149: 0.0012892330841107681
Position 8719: 0.001287037733263548
Position 2916: 0.0012272894809114568
Position 1865: 0.001098539208825063
Position 1593: 0.000969655060029933
Position 9066: 0.0009657260379979838
Position 319: 0.0009373977161328898
Position 3144: 0.0009070052901799829
Position 2162: 0.0009029528849058203
Position 13437: 0.0008729816963218462
Position 8172: 0.0008632336858612782
Position 3020: 0.0007432146865968437
Position 9978: 0.0007392306617215558
Position 344: 0.0007264859988105817
Position 9844: 0.000724675226544365
Position 12948: 0.00069105134715313
Position 8437: 0.0006706397600348387
Position 1454: 0.000633483847435139
Position 9981: 0.0005241603862605447
Position 6836: 0.0005036105984944576
Position 8929: 0.0004941482475308455
Position 7536: 0.0004864719541110995
Position 332: 0.00046180586690780376
Position 4288: 0.0004593510590815725
Position 6602: 0.0004454657147581807
Position 348: 0.0004445255432016563
Position 2967: 0.00042712782348302755
Position 175: 0.0004058946744098869
Position 10176: 0.0003989035177231789
Position 11723: 0.0003680141632878175
Position 4253: 0.00036241412549605683
Position 8091: 0.0003540106170727616
Position 7254: 0.0003455633602909303
Position 2988: 0.00028324643218294624
Position 4538: 0.00028068122469572597
Position 3994: 0.0002625437553259752
Position 2589: 0.00022712553275322338
Position 6548: 0.00021249465255050132
Position 2247: 0.00020415728535832313
Position 7190: 0.0001937535019405098
Position 2435: 0.00018006753045119627
Position 8073: 0.00017726077178653997
Position 9724: 0.00015431879861395163
Position 197: 0.00011398639164453668
Position 423: 0.0001120583643971397
Position 370: 0.00010896060883793661
Position 8077: 9.952025167805715e-05
Position 669: 9.840517373671744e-05
Position 7970: 8.375892436126213e-05
Position 2277: 7.915482030814444e-05
Position 7627: 7.635777927807768e-05
Position 2094: 6.467815005817694e-05
Position 365: 6.316491224620483e-05
Position 1649: 5.570997929462839e-05
Position 1652: 5.030725677656595e-05
Position 8344: 4.681316743127665e-05
Position 589: 4.1265629420518444e-05
Position 1946: 3.81128346353966e-05
Position 144: 3.582781669514506e-05
Position 572: 2.8983186062189775e-05
Position 388: 2.5169869576139098e-05
Position 1829: 2.3159154498732814e-05
Position 235: 2.256547322074133e-05
Position 8003: 1.3966103164824536e-05
Position 7927: 8.775606034787044e-06
Position 7789: 7.678048840533905e-06
Position 1269: 6.833869096412157e-06
Position 3089: 4.633701701332023e-06
Position 1135: 3.939262671888251e-06
Position 1414: 3.2579920078347775e-06
Position 8012: 3.0408061041985707e-06
Position 3063: 2.6757131398370837e-06
Position 1511: 2.647498773909757e-06
Position 3038: 2.5975452380892905e-06
Position 3260: 2.3016275965647112e-06
Position 3114: 2.2432518911243515e-06
Position 1058: 2.2160515528297737e-06
Position 8265: 2.05057893286163e-06
Position 1115: 1.989910673586741e-06
Position 1972: 1.7026795606240968e-06
Position 1111: 1.4536365440348528e-06
Position 3751: 1.2330778867402466e-06
Position 269: 1.013255158409036e-06
Position 858: 8.721534879588893e-07
Position 1489: 8.275951813135431e-07
Position 807: 8.048262434713822e-07
Position 1348: 7.396249815939584e-07
Position 1530: 5.983290428701107e-07
Position 431: 5.081867685064967e-07
Position 1183: 4.375097683246957e-07
Position 401: 4.124903874449923e-07
Position 8315: 2.5820596177012034e-07
Position 6998: 9.738190700186675e-08
Position 1460: 5.1734578627425604e-08
Position 1429: 5.052368262693176e-08
Position 833: 4.929412856925595e-08
Position 809: 4.588511913636572e-08
Position 216: 2.626920805230602e-08
Position 111: 2.5722236383320806e-08
Position 222: 1.1395178460009736e-08
Position 435: 7.2994185820279246e-09
Position 439: 4.3989966722242015e-09
Position 460: 3.3452120587620456e-09
Position 547: 1.3767604986115112e-09
Position 511: 1.1525143912597658e-09
Position 725: 1.0978471932866934e-09
Position 239: 7.70028150542748e-10
